Ensembl ID	Codelink ID
ENSG00000130201	GE539832
ENSG00000130201	PH_hs_0016563
ENSG00000130202	GE63090
ENSG00000130202	PH_hs_0010845
ENSG00000130202	PH_hs_0044485
ENSG00000130203	GE80881
ENSG00000130203	PH_hs_0022287
ENSG00000130204	GE54376
ENSG00000130204	PH_hs_0049718
ENSG00000130208	GE505140
ENSG00000130208	PH_hs_0013741
ENSG00000130222	GE62138
ENSG00000130224	GE87851
ENSG00000130224	PH_hs_0004013
ENSG00000130226	GE58174
ENSG00000130226	PH_hs_0024521
ENSG00000130227	GE53456
ENSG00000130227	GE853330
ENSG00000130227	GE86728
ENSG00000130227	PH_hs_0010334
ENSG00000130234	GE56434
ENSG00000130234	PH_hs_0010582
ENSG00000130244	PH_hs_0035825
ENSG00000130254	GE79342
ENSG00000130254	PH_hs_0031916
ENSG00000130255	GE58607
ENSG00000130255	PH_hs_0030077
ENSG00000130270	GE774968
ENSG00000130270	PH_hs_0023643
ENSG00000130283	GE63355
ENSG00000130287	GE54206
ENSG00000130287	PH_hs_0010081
ENSG00000130294	GE81383
ENSG00000130294	GE88701
ENSG00000130294	PH_hs_0024510
ENSG00000130299	GE83456
ENSG00000130299	PH_hs_0016491
ENSG00000130299	PH_hs_0040701
ENSG00000130300	GE62299
ENSG00000130300	PH_hs_0005956
ENSG00000130303	GE61255
ENSG00000130303	GE78965
ENSG00000130303	PH_hs_0006483
ENSG00000130304	GE56997
ENSG00000130304	PH_hs_0024035
ENSG00000130305	GE82286
ENSG00000130305	PH_hs_0045568
ENSG00000130307	PH_hs_0026862
ENSG00000130309	GE88813
ENSG00000130309	PH_hs_0025103
ENSG00000130311	GE82775
ENSG00000130311	GE87400
ENSG00000130311	PH_hs_0027288
ENSG00000130311	PH_hs_0035654
ENSG00000130312	GE79997
ENSG00000130312	PH_hs_0023185
ENSG00000130313	GE55280
ENSG00000130313	PH_hs_0005599
ENSG00000130332	GE79282
ENSG00000130332	PH_hs_0026772
ENSG00000130338	GE53949
ENSG00000130338	PH_hs_0005668
ENSG00000130340	GE58706
ENSG00000130340	PH_hs_0000815
ENSG00000130347	GE88291
ENSG00000130347	PH_hs_0009391
ENSG00000130347	PH_hs_0048228
ENSG00000130348	GE84221
ENSG00000130348	GE87225
ENSG00000130348	PH_hs_0024688
ENSG00000130348	PH_hs_0047937
ENSG00000130349	GE54921
ENSG00000130349	PH_hs_0027115
ENSG00000130349	PH_hs_0043754
ENSG00000130363	GE83276
ENSG00000130363	PH_hs_0022701
ENSG00000130368	GE80645
ENSG00000130368	PH_hs_0005581
ENSG00000130377	GE551446
ENSG00000130377	PH_hs_0005532
ENSG00000130382	GE63359
ENSG00000130382	GE722971
ENSG00000130382	PH_hs_0001041
ENSG00000130383	GE491191
ENSG00000130383	GE571876
ENSG00000130383	GE86211
ENSG00000130383	PH_hs_0019246
ENSG00000130383	PH_hs_0042404
ENSG00000130385	GE557289
ENSG00000130385	PH_hs_0013113
ENSG00000130396	GE56854
ENSG00000130396	GE81579
ENSG00000130396	GE85382
ENSG00000130396	GE85388
ENSG00000130396	PH_hs_0005607
ENSG00000130396	PH_hs_0047503
ENSG00000130396	PH_hs_0049137
ENSG00000130402	GE80030
ENSG00000130402	GE865997
ENSG00000130402	PH_hs_0025909
ENSG00000130413	GE62466
ENSG00000130413	PH_hs_0008890
ENSG00000130414	GE583837
ENSG00000130414	GE638692
ENSG00000130414	GE79581
ENSG00000130414	GE86467
ENSG00000130414	GE867342
ENSG00000130414	GE87261
ENSG00000130414	PH_hs_0011678
ENSG00000130427	GE79554
ENSG00000130427	PH_hs_0000310
ENSG00000130429	GE81547
ENSG00000130429	PH_hs_0020128
ENSG00000130429	PH_hs_0035964
ENSG00000130433	GE61253
ENSG00000130433	PH_hs_0016211
ENSG00000130449	GE84572
ENSG00000130449	PH_hs_0001332
ENSG00000130475	GE53134
ENSG00000130475	PH_hs_0005235
ENSG00000130477	GE53704
ENSG00000130477	PH_hs_0035631
ENSG00000130477	PH_hs_0042274
ENSG00000130479	GE82317
ENSG00000130479	PH_hs_0036785
ENSG00000130487	GE572310
ENSG00000130487	PH_hs_0022554
ENSG00000130489	GE80856
ENSG00000130489	PH_hs_0024853
ENSG00000130508	GE57381
ENSG00000130508	PH_hs_0006559
ENSG00000130508	PH_hs_0043097
ENSG00000130511	GE83462
ENSG00000130511	GE88671
ENSG00000130511	PH_hs_0029740
ENSG00000130513	GE81449
ENSG00000130513	PH_hs_0027358
ENSG00000130513	PH_hs_0035765
ENSG00000130517	GE55403
ENSG00000130517	GE83238
ENSG00000130517	PH_hs_0031727
ENSG00000130518	GE717077
ENSG00000130518	GE80469
ENSG00000130518	PH_hs_0023420
ENSG00000130518	PH_hs_0040630
ENSG00000130520	GE58482
ENSG00000130520	PH_hs_0004426
ENSG00000130520	PH_hs_0035461
ENSG00000130522	GE59818
ENSG00000130522	PH_hs_0000356
ENSG00000130528	GE61131
ENSG00000130528	PH_hs_0020600
ENSG00000130529	GE55341
ENSG00000130529	PH_hs_0002687
ENSG00000130538	GE512600
ENSG00000130538	PH_hs_0038629
ENSG00000130540	GE79385
ENSG00000130540	PH_hs_0011122
ENSG00000130544	GE82832
ENSG00000130544	GE832567
ENSG00000130544	PH_hs_0045293
ENSG00000130545	GE88425
ENSG00000130545	PH_hs_0009052
ENSG00000130558	GE57321
ENSG00000130558	GE59450
ENSG00000130558	GE847298
ENSG00000130558	PH_hs_0004246
ENSG00000130558	PH_hs_0044114
ENSG00000130558	PH_hs_0045078
ENSG00000130559	GE56524
ENSG00000130559	PH_hs_0024322
ENSG00000130560	GE63003
ENSG00000130560	PH_hs_0000964
ENSG00000130561	GE80825
ENSG00000130561	PH_hs_0027111
ENSG00000130584	GE808103
ENSG00000130584	PH_hs_0033413
ENSG00000130589	GE482350
ENSG00000130589	GE806223
ENSG00000130589	PH_hs_0009142
ENSG00000130589	PH_hs_0010485
ENSG00000130590	GE523819
ENSG00000130590	PH_hs_0031111
ENSG00000130592	GE57935
ENSG00000130592	PH_hs_0003675
ENSG00000130595	GE57865
ENSG00000130595	GE84442
ENSG00000130595	PH_hs_0043755
ENSG00000130595	PH_hs_0045566
ENSG00000130598	GE57673
ENSG00000130600	GE80764
ENSG00000130600	PH_hs_0025020
ENSG00000130600	PH_hs_0036800
ENSG00000130635	GE80890
ENSG00000130635	PH_hs_0025290
ENSG00000130635	PH_hs_0049316
ENSG00000130638	GE56287
ENSG00000130638	PH_hs_0032084
ENSG00000130638	PH_hs_0045997
ENSG00000130640	GE54370
ENSG00000130640	GE792129
ENSG00000130640	PH_hs_0008756
ENSG00000130640	PH_hs_0028259
ENSG00000130643	GE58612
ENSG00000130643	PH_hs_0043319
ENSG00000130649	GE57463
ENSG00000130649	PH_hs_0004282
ENSG00000130653	GE471631
ENSG00000130653	GE62232
ENSG00000130653	GE724427
ENSG00000130653	PH_hs_0023560
ENSG00000130656	GE62997
ENSG00000130656	PH_hs_0029557
ENSG00000130669	GE62187
ENSG00000130669	PH_hs_0030823
ENSG00000130675	GE60525
ENSG00000130675	GE772267
ENSG00000130675	PH_hs_0027628
ENSG00000130684	GE56207
ENSG00000130684	PH_hs_0008340
ENSG00000130695	GE82725
ENSG00000130695	PH_hs_0003984
ENSG00000130695	PH_hs_0048717
ENSG00000130699	GE59395
ENSG00000130699	GE79741
ENSG00000130699	PH_hs_0002168
ENSG00000130700	GE544143
ENSG00000130700	PH_hs_0017053
ENSG00000130701	PH_hs_0010673
ENSG00000130702	GE53262
ENSG00000130702	GE81527
ENSG00000130702	PH_hs_0001110
ENSG00000130703	GE53479
ENSG00000130703	PH_hs_0001440
ENSG00000130706	GE57289
ENSG00000130706	PH_hs_0005036
ENSG00000130707	GE80883
ENSG00000130707	PH_hs_0043757
ENSG00000130711	GE82613
ENSG00000130711	PH_hs_0014826
ENSG00000130713	GE62531
ENSG00000130713	PH_hs_0028615
ENSG00000130714	GE58437
ENSG00000130714	PH_hs_0023051
ENSG00000130717	GE62076
ENSG00000130717	PH_hs_0000989
ENSG00000130720	GE83550
ENSG00000130720	PH_hs_0029184
ENSG00000130723	GE53249
ENSG00000130723	GE60004
ENSG00000130723	GE80473
ENSG00000130723	PH_hs_0011695
ENSG00000130723	PH_hs_0018872
ENSG00000130724	GE61840
ENSG00000130724	PH_hs_0001138
ENSG00000130725	GE79231
ENSG00000130725	PH_hs_0030050
ENSG00000130725	PH_hs_0049622
ENSG00000130726	GE61192
ENSG00000130726	PH_hs_0025287
ENSG00000130731	GE83401
ENSG00000130731	PH_hs_0044369
ENSG00000130733	GE79460
ENSG00000130733	PH_hs_0016092
ENSG00000130734	GE83571
ENSG00000130734	PH_hs_0026879
ENSG00000130741	GE61645
ENSG00000130741	GE80077
ENSG00000130741	PH_hs_0030533
ENSG00000130741	PH_hs_0049286
ENSG00000130748	GE55532
ENSG00000130748	PH_hs_0005869
ENSG00000130749	GE53723
ENSG00000130749	PH_hs_0040063
ENSG00000130749	PH_hs_0047971
ENSG00000130751	GE59421
ENSG00000130751	PH_hs_0004604
ENSG00000130755	GE53033
ENSG00000130755	PH_hs_0000531
ENSG00000130755	PH_hs_0030918
ENSG00000130758	GE60132
ENSG00000130758	GE81155
ENSG00000130758	PH_hs_0025373
ENSG00000130762	GE57433
ENSG00000130762	PH_hs_0004914
ENSG00000130764	GE88409
ENSG00000130764	PH_hs_0032382
ENSG00000130766	GE63362
ENSG00000130766	PH_hs_0000852
ENSG00000130768	GE81930
ENSG00000130768	GE87926
ENSG00000130768	PH_hs_0031608
ENSG00000130768	PH_hs_0044118
ENSG00000130770	GE61449
ENSG00000130770	PH_hs_0012932
ENSG00000130772	GE55343
ENSG00000130772	PH_hs_0026467
ENSG00000130772	PH_hs_0046059
ENSG00000130772	PH_hs_0049560
ENSG00000130775	GE54390
ENSG00000130775	PH_hs_0001057
ENSG00000130779	GE59911
ENSG00000130779	PH_hs_0030090
ENSG00000130783	GE513174
ENSG00000130783	GE698858
ENSG00000130783	PH_hs_0026872
ENSG00000130783	PH_hs_0044324
ENSG00000130787	GE493990
ENSG00000130787	GE53366
ENSG00000130787	PH_hs_0031429
ENSG00000130803	PH_hs_0026799
ENSG00000130810	GE54234
ENSG00000130810	GE61924
ENSG00000130810	PH_hs_0001373
ENSG00000130810	PH_hs_0031955
ENSG00000130810	PH_hs_0043059
ENSG00000130811	GE54165
ENSG00000130811	PH_hs_0002463
ENSG00000130812	GE83273
ENSG00000130812	PH_hs_0015799
ENSG00000130813	GE56782
ENSG00000130813	PH_hs_0022851
ENSG00000130816	GE59898
ENSG00000130816	PH_hs_0023014
ENSG00000130818	GE79020
ENSG00000130818	PH_hs_0028168
ENSG00000130821	GE62746
ENSG00000130821	PH_hs_0030003
ENSG00000130822	GE767513
ENSG00000130822	PH_hs_0020579
ENSG00000130826	GE54597
ENSG00000130826	PH_hs_0000480
ENSG00000130827	GE471238
ENSG00000130827	GE84371
ENSG00000130827	PH_hs_0001857
ENSG00000130829	GE60251
ENSG00000130829	PH_hs_0008587
ENSG00000130830	GE58289
ENSG00000130830	PH_hs_0025154
ENSG00000130844	GE79003
ENSG00000130844	PH_hs_0008852
ENSG00000130856	GE62075
ENSG00000130856	PH_hs_0028245
ENSG00000130856	PH_hs_0047538
ENSG00000130876	GE55636
ENSG00000130876	PH_hs_0003777
ENSG00000130881	GE53234
ENSG00000130881	PH_hs_0043320
ENSG00000130921	GE62940
ENSG00000130921	PH_hs_0023662
ENSG00000130935	GE56447
ENSG00000130935	PH_hs_0002363
ENSG00000130939	GE81589
ENSG00000130939	PH_hs_0024393
ENSG00000130940	GE82220
ENSG00000130940	GE877836
ENSG00000130940	GE887010
ENSG00000130940	PH_hs_0023123
ENSG00000130940	PH_hs_0032214
ENSG00000130943	GE80459
ENSG00000130943	PH_hs_0012936
ENSG00000130948	GE58882
ENSG00000130948	PH_hs_0000059
ENSG00000130950	PH_hs_0044940
ENSG00000130956	GE55006
ENSG00000130956	PH_hs_0015569
ENSG00000130957	GE80085
ENSG00000130957	PH_hs_0003887
ENSG00000130958	GE778602
ENSG00000130958	GE80188
ENSG00000130958	PH_hs_0024386
ENSG00000130958	PH_hs_0035883
ENSG00000130962	GE58242
ENSG00000130962	PH_hs_0003046
ENSG00000130985	GE57988
ENSG00000130985	PH_hs_0024681
ENSG00000130988	GE53768
ENSG00000130988	PH_hs_0004493
ENSG00000130997	GE747384
ENSG00000130997	PH_hs_0024069
ENSG00000130997	PH_hs_0035842
ENSG00000131002	GE83443
ENSG00000131002	PH_hs_0042405
ENSG00000131007	GE83278
ENSG00000131009	GE83278
ENSG00000131013	GE557563
ENSG00000131013	PH_hs_0001079
ENSG00000131015	GE472825
ENSG00000131015	GE569203
ENSG00000131015	PH_hs_0013269
ENSG00000131016	GE500750
ENSG00000131016	GE59475
ENSG00000131016	PH_hs_0022958
ENSG00000131016	PH_hs_0048496
ENSG00000131018	GE53496
ENSG00000131018	GE79475
ENSG00000131018	PH_hs_0023439
ENSG00000131019	GE488939
ENSG00000131019	GE79076
ENSG00000131019	PH_hs_0016195
ENSG00000131023	GE58342
ENSG00000131023	PH_hs_0040488
ENSG00000131037	GE55420
ENSG00000131037	PH_hs_0025698
ENSG00000131042	GE54056
ENSG00000131042	PH_hs_0032593
ENSG00000131042	PH_hs_0043544
ENSG00000131043	GE56459
ENSG00000131043	PH_hs_0001096
ENSG00000131044	PH_hs_0024251
ENSG00000131044	PH_hs_0044143
ENSG00000131050	GE79415
ENSG00000131050	GE830229
ENSG00000131050	PH_hs_0008853
ENSG00000131051	GE57604
ENSG00000131051	PH_hs_0029608
ENSG00000131051	PH_hs_0049625
ENSG00000131055	GE62178
ENSG00000131055	PH_hs_0014236
ENSG00000131059	GE526730
ENSG00000131059	GE793672
ENSG00000131059	PH_hs_0017351
ENSG00000131061	PH_hs_0042406
ENSG00000131067	GE56191
ENSG00000131067	GE83662
ENSG00000131067	PH_hs_0020149
ENSG00000131067	PH_hs_0043213
ENSG00000131068	GE576173
ENSG00000131068	PH_hs_0014115
ENSG00000131069	GE55390
ENSG00000131069	GE80338
ENSG00000131069	GE84892
ENSG00000131069	PH_hs_0001395
ENSG00000131069	PH_hs_0044424
ENSG00000131080	GE82616
ENSG00000131080	PH_hs_0015594
ENSG00000131080	PH_hs_0048124
ENSG00000131089	GE53176
ENSG00000131089	PH_hs_0031243
ENSG00000131094	GE54778
ENSG00000131094	PH_hs_0008058
ENSG00000131095	GE594616
ENSG00000131095	GE61325
ENSG00000131095	PH_hs_0019272
ENSG00000131096	GE79064
ENSG00000131096	PH_hs_0031967
ENSG00000131097	GE80242
ENSG00000131097	PH_hs_0014116
ENSG00000131100	GE60017
ENSG00000131100	PH_hs_0035464
ENSG00000131115	GE85659
ENSG00000131115	PH_hs_0024179
ENSG00000131116	GE667604
ENSG00000131116	PH_hs_0005504
ENSG00000131126	GE83249
ENSG00000131126	PH_hs_0005360
ENSG00000131127	GE588421
ENSG00000131127	GE85629
ENSG00000131127	PH_hs_0034030
ENSG00000131142	GE59508
ENSG00000131142	PH_hs_0023710
ENSG00000131143	GE59553
ENSG00000131143	PH_hs_0042407
ENSG00000131148	GE79488
ENSG00000131148	PH_hs_0010381
ENSG00000131149	GE57315
ENSG00000131149	PH_hs_0023122
ENSG00000131152	GE87605
ENSG00000131153	GE58679
ENSG00000131153	PH_hs_0020095
ENSG00000131165	GE61585
ENSG00000131165	PH_hs_0010805
ENSG00000131171	GE79203
ENSG00000131171	GE88853
ENSG00000131171	PH_hs_0001367
ENSG00000131174	GE79831
ENSG00000131174	PH_hs_0030161
ENSG00000131174	PH_hs_0035956
ENSG00000131174	PH_hs_0042235
ENSG00000131183	GE57623
ENSG00000131183	PH_hs_0042408
ENSG00000131187	GE57922
ENSG00000131187	PH_hs_0000179
ENSG00000131188	GE83149
ENSG00000131188	PH_hs_0012343
ENSG00000131188	PH_hs_0027824
ENSG00000131196	GE59468
ENSG00000131196	GE80837
ENSG00000131196	PH_hs_0031424
ENSG00000131196	PH_hs_0044599
ENSG00000131203	GE57942
ENSG00000131203	PH_hs_0000100
ENSG00000131203	PH_hs_0042288
ENSG00000131233	GE78989
ENSG00000131233	PH_hs_0033914
ENSG00000131236	GE61261
ENSG00000131236	PH_hs_0043758
ENSG00000131238	GE59177
ENSG00000131238	PH_hs_0030902
ENSG00000131242	GE541263
ENSG00000131242	PH_hs_0000415
ENSG00000131242	PH_hs_0030898
ENSG00000131263	GE55757
ENSG00000131263	GE893884
ENSG00000131263	PH_hs_0022352
ENSG00000131264	GE489203
ENSG00000131264	PH_hs_0013143
ENSG00000131269	GE53122
ENSG00000131269	PH_hs_0024148
ENSG00000131323	GE59008
ENSG00000131323	PH_hs_0015383
ENSG00000131351	GE552911
ENSG00000131351	PH_hs_0004095
ENSG00000131355	GE61257
ENSG00000131355	PH_hs_0025670
ENSG00000131368	GE80339
ENSG00000131368	PH_hs_0043321
ENSG00000131370	GE61345
ENSG00000131370	GE79510
ENSG00000131370	PH_hs_0043759
ENSG00000131373	GE58477
ENSG00000131373	PH_hs_0003973
ENSG00000131373	PH_hs_0043241
ENSG00000131374	GE57368
ENSG00000131374	GE724743
ENSG00000131375	GE53693
ENSG00000131375	PH_hs_0000729
ENSG00000131375	PH_hs_0048523
ENSG00000131378	GE57202
ENSG00000131378	PH_hs_0025503
ENSG00000131379	GE566202
ENSG00000131379	GE738759
ENSG00000131379	PH_hs_0015823
ENSG00000131381	GE82673
ENSG00000131381	PH_hs_0027932
ENSG00000131386	GE736463
ENSG00000131386	PH_hs_0024865
ENSG00000131389	GE60360
ENSG00000131389	PH_hs_0030864
ENSG00000131389	PH_hs_0048930
ENSG00000131398	GE809665
ENSG00000131398	PH_hs_0022358
ENSG00000131398	PH_hs_0038921
ENSG00000131400	GE507580
ENSG00000131400	PH_hs_0034362
ENSG00000131401	GE507580
ENSG00000131401	GE54786
ENSG00000131401	PH_hs_0029739
ENSG00000131408	GE58888
ENSG00000131408	PH_hs_0028409
ENSG00000131409	GE794303
ENSG00000131409	PH_hs_0006688
ENSG00000131435	GE60162
ENSG00000131435	PH_hs_0019803
ENSG00000131437	GE54365
ENSG00000131437	PH_hs_0003172
ENSG00000131437	PH_hs_0048861
ENSG00000131446	GE58286
ENSG00000131446	PH_hs_0022343
ENSG00000131459	GE53420
ENSG00000131459	PH_hs_0002603
ENSG00000131462	GE58008
ENSG00000131462	PH_hs_0001880
ENSG00000131467	GE61895
ENSG00000131467	PH_hs_0009198
ENSG00000131469	GE477345
ENSG00000131469	PH_hs_0030041
ENSG00000131470	GE79027
ENSG00000131470	PH_hs_0014339
ENSG00000131471	GE62099
ENSG00000131471	PH_hs_0011676
ENSG00000131473	GE59906
ENSG00000131473	PH_hs_0028307
ENSG00000131475	GE62822
ENSG00000131475	PH_hs_0030570
ENSG00000131477	GE55136
ENSG00000131477	PH_hs_0009340
ENSG00000131480	GE60463
ENSG00000131480	PH_hs_0008417
ENSG00000131480	PH_hs_0044469
ENSG00000131482	GE58846
ENSG00000131482	PH_hs_0025437
ENSG00000131484	GE87087
ENSG00000131495	GE54402
ENSG00000131495	PH_hs_0009907
ENSG00000131495	PH_hs_0035627
ENSG00000131503	GE55431
ENSG00000131503	GE61437
ENSG00000131503	GE82564
ENSG00000131503	PH_hs_0024241
ENSG00000131503	PH_hs_0033167
ENSG00000131503	PH_hs_0046065
ENSG00000131503	PH_hs_0046066
ENSG00000131504	GE54439
ENSG00000131504	PH_hs_0028610
ENSG00000131507	GE476877
ENSG00000131507	GE61540
ENSG00000131507	GE79542
ENSG00000131507	PH_hs_0001012
ENSG00000131508	GE61672
ENSG00000131508	PH_hs_0006001
ENSG00000131538	GE572565
ENSG00000131548	GE572565
ENSG00000131558	GE62357
ENSG00000131558	PH_hs_0026072
ENSG00000131558	PH_hs_0044304
ENSG00000131584	GE561158
ENSG00000131584	GE86935
ENSG00000131584	PH_hs_0038046
ENSG00000131591	GE55561
ENSG00000131591	PH_hs_0032250
ENSG00000131620	GE82285
ENSG00000131620	PH_hs_0040955
ENSG00000131620	PH_hs_0048855
ENSG00000131626	GE670987
ENSG00000131626	GE79461
ENSG00000131626	GE85445
ENSG00000131626	PH_hs_0022411
ENSG00000131626	PH_hs_0045079
ENSG00000131634	GE61919
ENSG00000131634	PH_hs_0002248
ENSG00000131650	GE88489
ENSG00000131650	PH_hs_0004206
ENSG00000131652	GE82830
ENSG00000131652	PH_hs_0035928
ENSG00000131653	GE83356
ENSG00000131653	PH_hs_0023801
ENSG00000131668	GE82610
ENSG00000131668	PH_hs_0009963
ENSG00000131669	GE80858
ENSG00000131669	PH_hs_0001097
ENSG00000131669	PH_hs_0035345
ENSG00000131686	GE80993
ENSG00000131697	GE53380
ENSG00000131697	PH_hs_0025359
ENSG00000131711	GE57568
ENSG00000131711	GE60273
ENSG00000131711	GE85784
ENSG00000131711	PH_hs_0005717
ENSG00000131711	PH_hs_0047637
ENSG00000131721	GE78956
ENSG00000131721	PH_hs_0028249
ENSG00000131721	PH_hs_0049552
ENSG00000131724	GE78985
ENSG00000131724	GE87827
ENSG00000131724	PH_hs_0014765
ENSG00000131725	GE55974
ENSG00000131725	PH_hs_0005437
ENSG00000131730	GE62418
ENSG00000131730	PH_hs_0004641
ENSG00000131732	GE62133
ENSG00000131732	PH_hs_0001441
ENSG00000131737	GE63026
ENSG00000131737	PH_hs_0029669
ENSG00000131738	GE80673
ENSG00000131738	PH_hs_0028848
ENSG00000131746	GE83563
ENSG00000131746	GE86607
ENSG00000131746	PH_hs_0022236
ENSG00000131747	GE57498
ENSG00000131747	PH_hs_0009437
ENSG00000131748	GE57186
ENSG00000131759	GE79425
ENSG00000131759	PH_hs_0017352
ENSG00000131771	GE87420
ENSG00000131771	PH_hs_0014802
ENSG00000131773	GE54435
ENSG00000131773	PH_hs_0001310
ENSG00000131778	GE54496
ENSG00000131778	GE80505
ENSG00000131778	PH_hs_0025208
ENSG00000131779	GE54776
ENSG00000131779	PH_hs_0020057
ENSG00000131781	GE62762
ENSG00000131781	PH_hs_0024566
ENSG00000131781	PH_hs_0044615
ENSG00000131788	GE53594
ENSG00000131788	PH_hs_0028427
ENSG00000131791	GE55250
ENSG00000131791	PH_hs_0003495
ENSG00000131795	GE58355
ENSG00000131795	GE61533
ENSG00000131795	PH_hs_0030984
ENSG00000131797	GE82773
ENSG00000131797	PH_hs_0018917
ENSG00000131808	GE896841
ENSG00000131808	PH_hs_0002923
ENSG00000131808	PH_hs_0039183
ENSG00000131808	PH_hs_0047407
ENSG00000131828	GE63124
ENSG00000131828	GE79463
ENSG00000131828	GE86300
ENSG00000131828	PH_hs_0000131
ENSG00000131828	PH_hs_0035314
ENSG00000131828	PH_hs_0048445
ENSG00000131831	GE61515
ENSG00000131831	PH_hs_0030331
ENSG00000131844	GE56317
ENSG00000131844	GE806896
ENSG00000131844	GE88197
ENSG00000131844	PH_hs_0027271
ENSG00000131844	PH_hs_0048065
ENSG00000131845	GE82557
ENSG00000131848	GE82814
ENSG00000131848	PH_hs_0010557
ENSG00000131849	GE61052
ENSG00000131849	GE81279
ENSG00000131849	PH_hs_0009704
ENSG00000131864	GE82568
ENSG00000131864	PH_hs_0014828
ENSG00000131871	GE82375
ENSG00000131871	PH_hs_0002724
ENSG00000131871	PH_hs_0031143
ENSG00000131873	GE53642
ENSG00000131873	PH_hs_0029086
ENSG00000131876	GE59711
ENSG00000131876	PH_hs_0044153
ENSG00000131899	GE904801
ENSG00000131899	PH_hs_0005216
ENSG00000131899	PH_hs_0049424
ENSG00000131910	GE61812
ENSG00000131910	PH_hs_0019848
ENSG00000131914	GE86917
ENSG00000131914	GE88684
ENSG00000131914	PH_hs_0004853
ENSG00000131931	GE55760
ENSG00000131931	PH_hs_0027565
ENSG00000131931	PH_hs_0048484
ENSG00000131941	GE62931
ENSG00000131941	PH_hs_0032724
ENSG00000131943	GE80768
ENSG00000131943	GE86659
ENSG00000131943	GE872285
ENSG00000131943	PH_hs_0023105
ENSG00000131944	GE579744
ENSG00000131944	PH_hs_0011320
ENSG00000131951	PH_hs_0034221
ENSG00000131966	GE62799
ENSG00000131966	PH_hs_0023218
ENSG00000131966	PH_hs_0048977
ENSG00000131969	PH_hs_0023355
ENSG00000131979	GE78971
ENSG00000131979	PH_hs_0004875
ENSG00000131981	GE60548
ENSG00000131981	PH_hs_0030094
ENSG00000132000	GE82957
ENSG00000132000	PH_hs_0030369
ENSG00000132000	PH_hs_0039378
ENSG00000132002	GE57352
ENSG00000132002	GE711819
ENSG00000132002	PH_hs_0042409
ENSG00000132003	GE543107
ENSG00000132003	PH_hs_0015498
ENSG00000132004	GE62945
ENSG00000132004	PH_hs_0042410
ENSG00000132005	GE59838
ENSG00000132005	GE887554
ENSG00000132005	PH_hs_0004208
ENSG00000132005	PH_hs_0031300
ENSG00000132010	GE56344
ENSG00000132010	GE742677
ENSG00000132010	PH_hs_0023312
ENSG00000132016	GE82822
ENSG00000132016	PH_hs_0031794
ENSG00000132017	GE79991
ENSG00000132017	PH_hs_0025911
ENSG00000132024	GE55413
ENSG00000132024	PH_hs_0023330
ENSG00000132026	GE83239
ENSG00000132026	PH_hs_0001824
ENSG00000132031	GE61466
ENSG00000132031	PH_hs_0042411
ENSG00000132109	GE58017
ENSG00000132109	PH_hs_0000135
ENSG00000132122	GE505279
ENSG00000132122	GE87825
ENSG00000132122	PH_hs_0008424
ENSG00000132122	PH_hs_0035917
ENSG00000132128	GE60104
ENSG00000132128	PH_hs_0022592
ENSG00000132130	GE80232
ENSG00000132130	GE834241
ENSG00000132130	GE856761
ENSG00000132130	PH_hs_0025919
ENSG00000132139	GE757786
ENSG00000132139	PH_hs_0026689
ENSG00000132141	GE57297
ENSG00000132141	PH_hs_0028950
ENSG00000132142	GE80934
ENSG00000132142	PH_hs_0026272
ENSG00000132142	PH_hs_0047610
ENSG00000132153	GE88518
ENSG00000132153	PH_hs_0016101
ENSG00000132155	GE59649
ENSG00000132155	GE715347
ENSG00000132155	PH_hs_0039978
ENSG00000132164	GE80612
ENSG00000132164	GE880015
ENSG00000132164	PH_hs_0024567
ENSG00000132164	PH_hs_0040670
ENSG00000132170	GE54254
ENSG00000132170	GE60128
ENSG00000132170	PH_hs_0024432
ENSG00000132182	GE53575
ENSG00000132182	GE63176
ENSG00000132182	PH_hs_0023535
ENSG00000132185	PH_hs_0013675
ENSG00000132196	GE62784
ENSG00000132196	PH_hs_0036555
ENSG00000132196	PH_hs_0040570
ENSG00000132196	PH_hs_0044759
ENSG00000132199	GE82167
ENSG00000132199	PH_hs_0026456
ENSG00000132204	PH_hs_0035794
ENSG00000132204	PH_hs_0047650
ENSG00000132205	GE56506
ENSG00000132205	GE779885
ENSG00000132205	PH_hs_0013889
ENSG00000132207	GE82771
ENSG00000132254	GE59231
ENSG00000132254	PH_hs_0004279
ENSG00000132256	GE566478
ENSG00000132256	GE61825
ENSG00000132256	PH_hs_0032919
ENSG00000132256	PH_hs_0045080
ENSG00000132259	PH_hs_0020316
ENSG00000132274	GE81596
ENSG00000132274	GE86580
ENSG00000132274	PH_hs_0015994
ENSG00000132274	PH_hs_0042688
ENSG00000132275	GE81997
ENSG00000132275	PH_hs_0026683
ENSG00000132286	GE58469
ENSG00000132286	PH_hs_0003605
ENSG00000132294	GE57274
ENSG00000132294	PH_hs_0004786
ENSG00000132294	PH_hs_0035483
ENSG00000132297	PH_hs_0014758
ENSG00000132297	PH_hs_0048934
ENSG00000132300	GE82257
ENSG00000132300	GE86170
ENSG00000132300	PH_hs_0023804
ENSG00000132305	GE57777
ENSG00000132305	PH_hs_0008931
ENSG00000132305	PH_hs_0029552
ENSG00000132313	GE54965
ENSG00000132313	PH_hs_0025280
ENSG00000132321	GE82915
