GeneID	Symbol
7980	TFPI2
10629	TAF6L
7982	ST7
7984	ARHGEF5
7988	ZNF212
10621	POLR3F
10622	POLR3G
10623	POLR3C
10625	IVNS1ABP
10626	TRIM16
10627	MYL12A
54567	DLL4
54566	EPB41L4B
118924	C10orf4
122553	TRAPPC6B
255626	HIST1H2BA
148423	C1orf52
7324	UBE2E1
7325	UBE2E2
7326	UBE2G1
7327	UBE2G2
7320	UBE2B
10089	KCNK7
7322	UBE2D2
7323	UBE2D3
10084	PQBP1
10085	EDIL3
10086	HHLA1
10087	COL4A3BP
7328	UBE2H
10081	PDCD7
10082	GPC6
10083	USH1C
121601	ANO4
285014	LOC285014
285016	FAM150B
399491	LOC399491
401913	LOC401913
8629	JRK
8624	PSMG1
8625	RFXANK
8626	TP63
8620	NPFF
8621	CDC2L5
8622	PDE8B
8623	ASMTL
123606	NIPA1
399726	C10orf114
728380	RPL7P26
728386	USP17L5
50717	WDR42A
126070	ZNF440
126074	C19orf39
126075	hCG_29977
283089	LOC283089
127385	OR10J5
283080	C10orf126
728655	HULC
728656	DMRTC1B
9988	DMTF1
9989	PPP4R1
9986	RCE1
9987	HNRPDL
9984	THOC1
9985	REC8
9982	FGFBP1
9980	DOPEY2
11025	LILRB3
11024	LILRA1
11027	LILRA2
11026	LILRA3
11021	RAB35
11020	RABL4
11023	VAX1
11022	TDRKH
27309	ZNF330
27308	RP5-886K2.1
1388	ATF6B
1389	CREBL2
1384	CRAT
1385	CREB1
1386	ATF2
1387	CREBBP
1380	CR2
1381	CRABP1
1382	CRABP2
93233	CCDC114
118491	TTC18
118490	ZMYND17
55748	CNDP2
55749	CCAR1
51043	ZBTB7B
51042	ZNF593
55742	PARVA
55743	CHFR
55744	C7orf44
51046	ST8SIA3
55746	NUP133
55747	FAM21B
100033455	SNORD115-17
347735	SERINC2
25911	RP11-529I10.4
431705	ASTL
347730	LRRTM1
431707	LHX8
347731	LRRTM3
64900	LPIN3
100033453	SNORD115-15
729522	AACSL
729528	PRAMEF14
253714	C6orf167
100132235	LOC100132235
100132234	LOC100132234
259266	ASPM
387273	KRTAP5-10
23428	SLC7A8
9616	RNF7
9617	MTRF1
53371	NUP54
9615	GDA
9612	NCOR2
9610	RIN1
9611	NCOR1
9618	TRAF4
9619	ABCG1
23426	GRIP1
1814	DRD3
1815	DRD4
1816	DRD5
1817	DRD5P1
1810	DR1
1811	SLC26A3
1812	DRD1
1813	DRD2
1818	DRD5P2
1819	DRG2
387496	RASL11A
100131930	LOC100131930
341277	OVCH2
341276	OR10A2
645157	RPL21P61
3320	HSP90AA1
3321	IGSF3
645485	LOC645485
3323	HSP90AA4P
3324	HSP90AA2
3326	HSP90AB1
3327	HSP90AB3P
3329	HSPD1
220929	ZNF438
339059	FLJ40448
114990	VASN
92856	IMP4
643659	hCG_2019139
643650	LOC643650
132789	GNPDA2
100129546	LOC100129546
727973	LOC727973
100129543	ZNF730
25966	C2CD2
644350	LOC644350
25962	KIAA1429
25961	NUDT13
644353	ZCCHC18
374786	EFCAB5
3812	KIR3DL2
3813	KIR3DS1
3810	KIR2DS5
3811	KIR3DL1
3816	KLK1
3817	KLK2
3814	KISS1
286135	LOC286135
23495	TNFRSF13B
3818	KLKB1
23491	CES3
23493	HEY2
23492	CBX7
144165	PRICKLE1
402135	OR5K2
55262	C7orf43
55260	TMEM143
55267	C22orf26
55266	TMEM19
55269	PSPC1
55268	ECHDC2
100216001	LOC100216001
6168	RPL37A
6161	RPL32
6160	RPL31
6165	RPL35A
6164	RPL34
6167	RPL37
6166	RPL36AL
344387	CDKL4
200373	hCG_17324
166378	SPATA5
645979	RPS26P31
645978	LOC645978
653619	PRAMEF15
645974	PABPC1L2B
283638	KIAA0284
165257	C1QL2
54815	GATAD2A
391059	FRRS1
646446	RPL27P2
4519	CYTB
130120	REG3G
442609	LOC442609
4512	COX1
4513	COX2
339834	CCDC36
4515	MTCP1
85280	KRTAP9-4
85285	KRTAP4-1
85289	KRTAP4-5
5289	PIK3C3
5288	PIK3C2G
5281	PIGF
5283	PIGH
5284	PIGR
5287	PIK3C2B
5286	PIK3C2A
285627	LOC285627
84629	TNRC18
84628	NTNG2
84620	ST6GAL2
84623	KIRREL3
84622	ZNF594
84624	FNDC1
84627	ZNF469
84626	KRBA1
83935	TMEM133
83937	RASSF4
83930	STARD3NL
83931	STK40
83932	C1orf124
83933	HDAC10
83938	C10orf11
83939	EIF2A
29083	GTPBP8
29085	PHPT1
10244	RABEPK
10245	TIMM17B
9476	NAPSA
7045	TGFBI
7044	LEFTY2
7047	TGM4
7046	TGFBR1
7041	TGFB1I1
7040	TGFB1
7043	TGFB3
7042	TGFB2
9475	ROCK2
7049	TGFBR3
7048	TGFBR2
390093	OR10A6
360023	ZBTB41
283248	RCOR2
284219	LOC284219
6988	TCTA
284217	LAMA1
6983	TRGV9
6981	TRGV7
100130458	LOC100130458
574028	CLLU1
574029	DUSP5P
100130452	LOC100130452
100130456	LOC100130456
100131583	LOC100131583
100131581	LOC100131581
255313	CT47A11
83795	KCNK16
219473	OR8K3
219477	OR8J1
219479	OR5R1
11344	TWF2
11345	GABARAPL2
11346	SYNPO
11340	EXOSC8
11341	SCRG1
11342	RNF13
11343	MGLL
5708	PSMD2
5709	PSMD3
5704	PSMC4
5705	PSMC5
5706	PSMC6
5707	PSMD1
5700	PSMC1
5701	PSMC2
5702	PSMC3
120364	LOC120364
60314	C12orf10
60313	GPBP1L1
60312	AFAP1
2245	FGD1
4299	AFF1
2246	FGF1
201181	ZNF385C
100132746	LOC100132746
80712	ESX1
80714	PBX4
401375	GTF2IRD2P
90592	ZNF700
90594	ZNF439
7827	NPHS2
245915	DEFB112
245914	DEFB111
245911	DEFB108B
245910	DEFB107A
245913	DEFB110
245912	DEFB109P1
64127	NOD2
64121	RRAGC
64122	FN3K
64123	ELTD1
64129	TINAGL1
9368	SLC9A3R1
9369	NRXN3
9366	RAB9P1
9367	RAB9A
9364	RAB28
9365	KL
9362	CPNE6
9363	RAB33A
9360	PPIG
9361	LONP1
8985	PLOD3
149076	ZNF362
8987	STBD1
8986	RPS6KA4
8989	TRPA1
8988	HSPB3
554249	LOC554249
100134743	LOC100134743
163786	SASS6
163782	KANK4
164668	APOBEC3H
1955	MEGF9
1954	MEGF8
1956	EGFR
1951	CELSR3
1950	EGF
1953	MEGF6
1952	CELSR2
1959	EGR2
1958	EGR1
164832	LONRF2
414899	BLID
203859	ANO5
116255	MOGAT1
56922	MCCC1
60598	KCNK15
112869	CCDC101
58499	ZNF462
58498	MYL7
1487	CTBP1
1486	CTBS
1485	CTAG1B
54332	GDAP1
58492	ZNF77
1489	CTF1
1488	CTBP2
58497	PRUNE
58496	LY6G5B
58495	OVOL2
58494	JAM2
164781	WDR69
282969	C10orf125
2799	GNS
282966	C10orf53
285605	DTWD2
285601	GPR150
285600	C5orf36
161497	STRC
2796	GNRH1
89858	SIGLEC12
23659	PLA2G15
23658	LSM5
23657	SLC7A11
89853	FAM125B
23654	PLXNB2
89857	KLHL6
23650	TRIM29
129563	DIS3L2
161142	FAM71D
161145	C14orf83
388701	C1orf189
503618	DEFB104B
55466	DNAJA4
503614	DEFB107B
283761	LOC283761
8479	HIRIP3
283767	LOC283767
283768	GOLGA8G
8477	GPR65
8476	CDC42BPA
8471	IRS4
8470	SORBS2
8473	OGT
221424	C6orf154
257101	ZNF683
221421	RSPH9
92359	CRB3
767846	C1orf152
26184	OR1F2P
92973	LOC92973
26188	OR1C1
26189	OR1A2
92979	MARCH9
389941	C1QL3
3497	IGHE
3494	IGHA2
3495	IGHD
3492	IGH@
3493	IGHA1
3490	IGFBP7
3491	CYR61
2091	FBL
2099	ESR1
2098	ESD
254057	LOC254057
50485	SMARCAL1
148545	NBPF4
254050	LRRC43
644538	LOC644538
730294	LOC730294
11309	SLCO2B1
337867	UBAC2
730094	C16orf52
730092	LOC730092
23596	OPN3
347853	TBX10
360226	TESSP1
9002	F2RL3
9001	HAP1
113878	DTX2
55051	C14orf102
55052	MRPL20
347273	MURC
55054	ATG16L1
55056	FLJ10038
340206	TREML3
146956	EME1
157378	TMEM65
645722	LOC645722
157376	C8orf78
1572	CYP2F1
692148	SCARNA10
692149	SCARNA14
642976	NCRNA00110
442028	LOC442028
79368	FCRL2
79369	B3GNT4
440888	LOC440888
79364	ZXDC
79365	BHLHE41
79366	NSBP1
79363	C1orf89
100128265	LOC100128265
4081	MAB21L1
4082	MARCKS
4084	MXD1
4085	MAD2L1
4086	SMAD1
100128262	LOC100128262
4088	SMAD3
4089	SMAD4
375593	TRIM73
1577	CYP3A5
91548	LOC91548
91543	RSAD2
91544	UBXN11
642397	LOC642397
642394	NCRNA00168
642393	LOC642393
23357	ANGEL1
23354	HAUS5
23355	VPS8
23352	UBR4
23353	UNC84A
23350	SR140
23351	KIAA0323
23358	USP24
23359	KIAA0574
643373	LOC643373
100033814	SNORD115-40
100033817	SNORD115-43
100033816	SNORD115-42
100033811	SNORD115-37
643376	hCG_1730474
100033813	SNORD115-39
100033812	SNORD115-38
100033818	SNORD115-44
729230	CCR2
6648	SOD2
6649	SOD3
6645	SNTB2
6646	SOAT1
6647	SOD1
6640	SNTA1
6641	SNTB1
6642	SNX1
441046	LOC441046
92014	MCART1
92017	SNX29
121340	SP7
139793	PAGE3
286499	FAM133A
100190884	FAM108A6
6398	SECTM1
6399	TRAPPC2
6392	SDHD
6390	SDHB
6391	SDHC
6396	SEC13
6397	SEC14L1
124641	OVCA2
344191	EVX2
128344	C1orf88
128346	C1orf162
125115	KRT40
125113	KRT222P
125111	GJD3
440313	LOC440313
134218	DNAJC21
404201	C4orf12
404203	SPINK6
84294	UTP23
84295	PHF6
84296	GINS4
84290	CAPNS2
5129	PCTK3
84292	MORG1
84293	C10orf58
5125	PCSK5
5126	PCSK2
5127	PCTK1
84298	LLPH
5121	PCP4
5122	PCSK1
284532	OR14A16
146562	C16orf71
123872	LRRC50
123876	ACSM2A
390110	ACCSL
83746	L3MBTL2
390113	OR4X1
83743	GRWD1
83742	MARVELD1
83741	TFAP2D
83740	H2AFB3
202658	TRIM39R
137970	UNC5D
729776	LOC729776
284390	ZNF763
284391	ZNF844
284393	RPL10P16
284395	LOC284395
8277	TKTL1
283165	PRR10
8273	SLC10A3
283160	OR8D2
468	ATF4
171019	ADAMTS19
541565	C8orf58
6239	RREB1
171017	ZNF384
117608	ZNF354B
441430	ANKRD20A2
7589	ZSCAN21
283219	KCTD21
7584	ZNF35
7586	ZKSCAN1
7587	ZNF37A
7580	ZNF32
7581	ZNF33A
7582	ZNF33B
219537	SMTNL1
126755	LRRC38
28639	TRBC1
219539	YPEL4
6954	TCP11
338675	OR5AP2
26770	SNORD79
124989	C17orf57
286826	LIN9
286827	TRIM59
5919	RARRES2
5918	RARRES1
5915	RARB
5914	RARA
5917	RARS
5916	RARG
286828	CSN1S2A
5910	RAP1GDS1
5913	RAPSN
5912	RAP2B
64689	GORASP1
162083	C16orf82
60509	AGBL5
60506	NYX
64682	ANAPC1
148268	ZNF570
148266	ZNF569
150786	LOC150786
100133319	LOC100133319
100133315	LOC100133315
64359	NXN
100132959	LOC100132959
152789	JAKMIP1
387601	SLC22A25
90362	FAM110B
10798	OR5I1
10799	RPP40
10794	ZNF460
10795	ZNF268
10797	MTHFD2
10791	VAMP5
10793	ZNF273
255738	PCSK9
54819	ZCCHC10
54813	KLHL28
54812	AFTPH
54811	ZNF562
54810	GIPC2
283953	TMEM114
54816	ZNF280D
283951	C16orf91
54814	QPCTL
29088	MRPL15
29089	UBE2T
10248	POP7
10249	GLYAT
10242	KCNMB2
29081	METTL5
10240	MRPS31
10241	CALCOCO2
10246	SLC17A2
10247	HRSP12
29086	C19orf62
29087	THYN1
149603	RNF187
49860	CRNN
49861	CLDN20
158787	RIBC1
157574	FBXO16
157570	ESCO2
168741	PER4
2949	GSTM5
2948	GSTM4
2947	GSTM3
2946	GSTM2
2945	GSTM1L
2944	GSTM1
2941	GSTA4
2940	GSTA3
100129335	LOC100129335
79168	LILRA6
79169	C1orf35
79166	LILRP2
79165	LENG1
79160	MGC4294
79161	C7orf23
642477	FLJ39632
100128062	SLC2A3P1
728142	LOC728142
100128060	RPS7P10
728148	LOC728148
145783	LOC145783
54107	POLE3
54106	TLR9
54101	RIPK4
54103	PION
54102	CLIC6
54108	CHRAC1
91703	ACY3
729898	LOC729898
144715	RAD9B
144717	FAM109A
346528	OR2A1
751071	METTL12
50488	MINK1
50489	CD207
50484	RRM2B
145447	ABHD12B
50486	G0S2
50487	PLA2G3
23590	PDSS1
23591	C17orf88
23592	LEMD3
23593	HEBP2
23594	ORC6L
23595	ORC3L
730091	LOC730091
23597	ACOT9
23598	PATZ1
730098	LOC730098
51573	GDE1
100130219	LOC100130219
51571	FAM49B
340205	TREML1
55055	ZWILCH
51575	ESF1
51574	LARP7
126410	CYP4F22
729234	LOC729234
220382	FAM181B
51684	SUFU
729233	LOC729233
51686	OAZ3
220388	CCDC89
729239	LOC729239
729238	SFTPA2
221656	AOF1
4947	OAZ2
4940	OAS3
26229	B3GAT3
26228	STAP1
26220	DGCR5
26223	FBXL21
26222	DGCR10
26225	ARL5A
26224	FBXL3
26227	PHGDH
26226	FBXW4P1
646813	LOC646813
4946	OAZ1
79948	PRG2
79949	C10orf81
4943	TBC1D25
4942	OAT
79944	L2HGDH
79946	C10orf95
79947	DHDDS
79940	C6orf155
4948	OCA2
79943	ZNF696
2118	ETV4
2119	ETV5
2110	ETFDH
2113	ETS1
2114	ETS2
2115	ETV1
2116	ETV2
2117	ETV3
440253	WHAMML2
408263	C5orf40
3284	HSD3B2
3283	HSD3B1
3281	HSBP1
3280	HES1
143903	LAYN
57369	GJD2
160365	CLECL1
724087	CXorf31
100131170	LOC100131170
100131177	LOC100131177
100131176	LOC100131176
100131174	LOC100131174
112752	C14orf179
100131178	LOC100131178
112755	STX1B
339290	LOC339290
6868	ADAM17
6869	TACR1
647070	LOC647070
6865	TACR2
6866	TAC3
6867	TACC1
6860	SYT4
6861	SYT5
6862	T
6863	TAC1
220869	CBWD5
727686	CXorf19
440925	LOC440925
440926	LOC440926
100129075	C14orf33
645581	LOC645581
440258	LOC440258
144455	E2F7
144453	BEST3
440993	LOC440993
646383	FLJ34521
442524	DPY19L2P3
131544	CRYBG3
131540	ZDHHC19
342945	ZSCAN22
4129	MAOB
4128	MAOA
4123	MAN2C1
4122	MAN2A2
4121	MAN1A1
4126	MANBA
4125	MAN2B1
4124	MAN2A1
375484	C5orf25
885	CCK
51678	MPP6
140578	CHODL
100134317	LOC100134317
134391	GPR151
80078	FLJ13744
140576	S100A16
286514	MAGEB18
80070	ADAMTS20
80071	CCDC15
80072	C15orf34
6059	ABCE1
51673	TPPP3
6051	RNPEP
6050	RNH1
10004	NAALADL1
10005	ACOT8
10006	ABI1
10007	GNPDA1
10000	AKT3
10001	MED6
10002	NR2E3
10003	NAALAD2
10008	KCNE3
10009	ZBTB33
401622	LOC401622
653188	LOC653188
401994	OR14I1
401993	OR2T5
401992	OR2T2
285095	LOC285095
285097	FLJ38379
285093	C2orf85
84319	C3orf26
84318	CCDC77
653238	GTF2H2B
84311	MRPL45
84310	C7orf50
84313	VPS25
84312	BRMS1L
84315	MON1A
84314	TMEM107
84317	CCDC115
84316	LSMD1
123688	LOC123688
100130349	LOC100130349
133558	HEATR7B2
100130344	LOC100130344
100133923	LOC100133923
100133920	LOC100133920
5379	PMS2L1
5378	PMS1
5375	PMP2
5376	PMP22
5371	PML
5370	PMCHL2
5373	PMM2
5372	PMM1
128240	APOA1BP
394263	MUC21
394261	C2orf19
641649	TMEM91
283551	C14orf182
283554	GPR137C
114569	MAL2
100131439	CD300LD
136306	SVOPL
100131431	LOC100131431
100131434	LOC100131434
245711	SPDYA
7425	VGF
7424	VEGFC
7423	VEGFB
7422	VEGFA
7421	VDR
7429	VIL1
7428	VHL
339298	LOC339298
10857	PGRMC1
10856	RUVBL2
10855	HPSE
10850	CCL27
389756	AQP7P2
10859	LILRB1
10858	CYP46A1
63978	PRDM14
63979	FIGNL1
63976	PRDM16
63977	PRDM15
63974	NEUROD6
63973	NEUROG2
63970	TP53AIP1
63971	KIF13A
158219	TTC39B
201477	LOC201477
2358	FPR2
201475	RAB12
2352	FOLR3
2353	FOS
2350	FOLR2
2356	FPGS
2357	FPR1
2354	FOSB
2355	FOSL2
58490	RPRD1B
100133109	LOC100133109
100133105	LOC100133105
100133106	UNQ9374
1894	ECT2
1896	EDA
1890	TYMP
1891	ECH1
1892	ECHS1
1893	ECM1
81061	OR11H1
57162	PELI1
93986	FOXP2
57161	PELI2
57167	SALL4
57165	GJC2
57168	ASPHD2
57169	ZNFX1
116071	BATF2
100132859	LOC100132859
100132855	LOC100132855
9698	PUM1
9699	RIMS2
9696	CROCC
9697	TRAM2
9694	TTC35
9695	EDEM1
9692	KIAA0391
9693	RAPGEF2
9690	UBE3C
54602	NDFIP2
54600	UGT1A9
54606	DDX56
148766	LOC148766
80333	KCNIP4
80332	ADAM33
80331	DNAJC5
80336	PABPC1L
80335	WDR82
80339	PNPLA3
100129271	C1orf68
100129278	LOC100129278
167826	OLIG3
57834	CYP4F11
57835	SLC4A5
57830	KRTAP5-8
147341	C18orf23
200765	TIGD1
30851	TAX1BP3
30850	CDR2L
144699	FBXL14
283491	OR7E156P
114915	C5orf26
375704	ENHO
644873	FLJ33630
222826	C6orf146
145873	MESP2
338094	FAM151A
1537	CYC1
1536	CYBB
1535	CYBA
1534	CYB561
645	BLVRB
644	BLVRA
23149	FCHO1
23148	NACAD
649	BMP1
648	BMI1
23145	SSPO
23144	ZC3H3
23143	LRCH1
23142	DCUN1D4
1539	CYLC2
1538	CYLC1
51807	TUBA8
10422	UBAC1
53630	BCMO1
9314	KLF4
10426	TUBGCP3
151295	SLC23A3
10427	SEC24B
91937	TIMD4
3898	LAD1
3899	AFF3
55159	RFWD3
9311	ACCN3
730112	FAM166B
55154	MSTO1
3890	KRT84
55156	ARMC1
55151	TMEM38B
55150	C19orf73
79469	DLEU2L
55152	DALRD3
145258	GSC
54944	FLJ20464
51728	POLR3K
51729	WBP11
51720	UIMC1
51726	DNAJB11
51727	CMPK1
51725	FBXO40
283726	FAM154B
284112	LOC284112
284110	GSDMA
284111	SLC13A5
27349	MCAT
27348	TOR1B
27341	RRP7A
27340	UTP20
27343	POLL
27342	RABGEF1
27345	KCNMB4
27344	PCSK1N
27347	STK39
27346	TMEM97
146754	DNAH2
139363	MAGEA13P
389257	LOC389257
57447	NDRG2
57446	NDRG3
57449	PLEKHG5
57448	BIRC6
441332	FAM90A24P
100008586	GAGE12F
342096	GOLGA6
100008588	LOC100008588
84159	ARID5B
646993	LOC646993
84153	RNASEH2C
84152	PPP1R1B
646999	LOC646999
84154	BXDC1
133396	IL31RA
337959	KRTAP13-2
100130100	LOC100130100
317772	HIST2H2AB
3562	IL3
3563	IL3RA
3560	IL2RB
3561	IL2RG
3566	IL4R
3567	IL5
3565	IL4
3568	IL5RA
3569	IL6
147804	LOC147804
147807	ZNF524
140870	WFDC6
727726	LOC727726
708	C1QBP
705	BYSL
706	TSPO
701	BUB1B
219743	TYSND1
285878	LOC285878
219749	ZNF25
285877	POM121L12
400804	LOC400804
403244	OR2T35
89894	TMEM116
199745	THAP8
347745	PAR4
347744	C6orf52
347746	PAR-SN
347741	OTOP3
643236	TMEM72
375061	FAM89A
132112	RTP1
647229	FLJ46121
651900	LOC651900
401045	FLJ41327
401040	FLJ45964
284835	C21orf130
284837	LOC284837
284836	C21orf125
393046	OR2A5
2014	EMP3
84939	MUM1
84938	ATG4C
2017	CTTN
154743	C7orf60
84931	LOC84931
84930	MASTL
84933	C8orf76
84932	RAB2B
84935	C13orf33
84934	C12orf52
84937	ZNRF1
84936	ZFYVE19
2539	G6PD
348825	TPRXL
386678	KRTAP10-11
4714	NDUFB8
4715	NDUFB9
4716	NDUFB10
386679	KRTAP10-2
4710	NDUFB4
4711	NDUFB5
4712	NDUFB6
4713	NDUFB7
4718	NDUFC2
4719	NDUFS1
100133474	LOC100133474
100133477	LOC100133477
65122	PRAMEF2
650293	LOC650293
400027	LOC400027
404734	ANKHD1-EIF4EBP3
81887	LAS1L
124773	C17orf64
283234	CCDC88B
81888	HYI
81889	FAHD1
254439	C11orf86
128674	PROKR2
80135	BXDC5
80131	LRRC8E
80133	C1orf129
256364	EML3
256369	C14orf48
100134123	LOC100134123
100134121	LOC100134121
100134128	LOC100134128
7247	TSN
7249	TSC2
7248	TSC1
100190938	LOC100190938
100190939	LOC100190939
54440	SASH3
54441	STAG3L1
54442	KCTD5
54443	ANLN
163702	IL28RA
284485	C1orf230
8749	ADAM18
283459	GATC
8747	ADAM21
100049587	SIGLEC14
8745	ADAM23
8744	TNFSF9
8743	TNFSF10
8742	TNFSF12
283450	C12orf51
8740	TNFSF14
548596	CKMT1A
548594	KIR3DP1
548593	GIYD1
388789	LOC388789
388780	LOC388780
939	CD27
9869	SETDB1
9568	GABBR2
148103	ZNF599
932	MS4A3
9861	PSMD6
9860	LRIG2
9863	MAGI2
9862	MED24
9865	KIAA0644
9867	PJA2
9866	TRIM66
11146	GLMN
11147	HHLA3
11144	DMC1
11145	PLA2G16
11142	PKIG
11143	MYST2
11140	CDC37
11141	IL1RAPL1
151056	PLB1
151050	C2orf67
11148	HHLA2
11149	BVES
503693	LOH12CR2
503694	DEFB108P1
114798	SLITRK1
148145	LOC148145
114790	STK11IP
114791	TUBGCP5
114792	KLHL32
114793	FMNL2
114794	ELFN2
114795	TMEM132B
114796	KIAA1908
51252	FAM178B
51253	MRPL37
51250	C6orf203
51251	NT5C3
51256	TBC1D7
51257	MARCH2
729646	RPL31P4
51255	RNF181
729648	ZNF812
51258	MRPL51
51259	TMEM216
283567	LOC283567
340178	LOC340178
253980	KCTD13
150094	SIK1
389493	LOC389493
56155	TEX14
56156	TEX13B
56157	TEX13A
56158	TEX12
56159	TEX11
57282	SLC4A10
100132463	CLDN24
387338	NSUN4
149233	IL23R
387335	T1560
387332	TBPL2
988	CDC5L
221914	GPC2
983	CDC2
987	LRBA
984	CDC2L1
64446	DNAI2
153546	LOC153546
9088	PKMYT1
9087	TMSB4Y
9086	EIF1AY
9085	CDY1
9084	VCY
9083	BPY2
9082	XKRY
9081	PRY
9080	CLDN9
387590	psiTPTE22
387597	ILDR2
94145	CDRT3
22869	ZNF510
22868	FASTKD2
93659	CGB5
22863	KIAA0831
22862	FNDC3A
22861	NLRP1
22866	CNKSR2
116138	KLHDC3
22864	R3HDM2
2671	GFER
2670	GFAP
2673	GFPT1
2672	GFI1
2675	GFRA2
2674	GFRA1
2677	GGCX
2676	GFRA3
2679	GGT3P
2678	GGT1
23629	BRD7P3
23626	SPO11
23624	CBLC
23625	FAM89B
23623	RUSC1
3178	HNRNPA1
91010	FMNL3
91012	LASS5
3171	FOXA3
3170	FOXA2
3172	HNF4A
3175	ONECUT1
3174	HNF4G
3177	SLC29A2
3176	HNMT
64403	CDH24
375519	GJB7
147686	ZNF418
147687	ZNF417
147685	C19orf18
375513	GUSBL2
648921	LOC648921
64400	AKTIP
2583	B4GALNT1
25840	METTL7A
25841	ABTB2
25842	ASF1A
25843	MOBKL3
25844	YIPF3
25845	LOC25845
25847	ANAPC13
25849	DKFZP564O0823
644019	CBWD6
651337	LOC651337
441519	CT45A3
441518	FAM127C
100129754	LOC100129754
55349	CHDH
55344	PLCXD1
55345	C4orf21
55346	TCP11L1
55347	ABHD10
55340	GIMAP5
55341	LSG1
55342	STRBP
55343	SLC35C1
131118	DNAJC19
221143	N6AMT2
92092	ZC3HAV1L
151556	GPR155
642316	FLJ43763
50640	PNPLA8
642313	LOC642313
642311	LOC642311
645832	SEBOX
100128403	LOC100128403
100128402	LOC100128402
645836	USP17L3
23450	SF3B3
266917	D21S2088E
163115	ZNF781
392433	MAGEB6B
266918	D21S2090E
266919	D21S2091E
391712	TRIM61
391714	TRIM75
4654	MYOD1
4656	MYOG
4651	MYO10
4650	MYO9B
4653	MYOC
4659	PPP1R12A
442721	LMOD2
404281	YY2
51115	FAM82B
51114	ZDHHC9
51117	COQ4
51116	MRPS2
51111	SUV420H1
51110	LACTB2
51112	TTC15
51119	SBDS
51118	UTP11L
93323	HAUS8
122618	PLD4
122616	C14orf79
619570	SNORD95
619571	SNORD96A
108	ADCY2
109	ADCY3
102	ADAM10
103	ADAR
100	ADA
101	ADAM8
107	ADCY1
104	ADARB1
105	ADARB2
85439	STON2
85438	C4orf35
200523	C2orf51
85437	ZCRB1
138199	C9orf41
83871	RAB34
83873	GPR61
83872	HMCN1
83875	BCO2
83874	TBC1D10A
83877	TM2D2
83876	MRO
83879	CDCA7
83878	USHBP1
390445	OR5AU1
390442	OR11H4
390443	RNASE9
390441	OR11H7
133746	JMY
390199	OR4D9
390190	OR5B2
390191	OR5B12
100126784	LOC100126784
390195	OR5AN1
390197	OR4D10
285441	LOC285441
285440	CYP4V2
284312	ZSCAN1
165918	RNF168
7678	ZNF124
100130717	CECR4
7673	ZNF222
100130713	LOC100130713
51463	GPR89B
553128	KIR2DL5B
51465	UBE2J1
65991	FUNDC2
65996	MGC2752
100271722	hCG_2039027
399959	LOC399959
5629	PROX1
5627	PROS1
5626	PROP1
5625	PRODH
5624	PROC
5623	PSPN
5621	PRNP
5620	PRM2
339327	ZNF546
339324	ZNF260
5995	RGR
5994	RFXAP
5997	RGS2
5996	RGS1
5991	RFX3
5990	RFX2
5993	RFX5
5992	RFX4
5999	RGS4
5998	RGS3
131870	NUDT16
131873	COL6A6
643529	hCG_2024094
100132661	LOC100132661
200958	MUC20
200959	GABRR3
401232	DKFZP686I15217
401233	LOC401233
401237	FLJ22536
245	ALOX12P2
244	ANXA8L2
247	ALOX15B
246	ALOX15
286204	CRB2
286205	C9orf126
242	ALOX12B
286208	LOC286208
249	ALPL
248	ALPI
245812	CNPY4
64601	VPS16A
64600	PLA2G2F
9249	DHRS3
9248	GPR50
152559	PAQR3
9241	NOG
9240	PNMA1
9242	MSC
9245	GCNT3
9244	CRLF1
9247	GCM2
9246	UBE2L6
219844	HYLS1
100133532	LOC100133532
149134	LOC149134
353219	KAAG1
100134625	LOC100134625
154288	C6orf221
90499	LOC90499
136157	hCG_1651160
255394	TCP11L2
149684	LOC149684
149685	ADIG
387867	RPSAP12
10714	POLD3
10715	LASS1
10716	TBR1
10717	AP4B1
10712	C1orf2
10713	USP39
10718	NRG3
112942	CCDC104
391169	RP11-118H4.2
100134081	LOC100134081
256281	NUDT14
100134089	LOC100134089
118813	ZFYVE27
118812	MORN4
54187	NANS
256130	TMEM196
143162	FRMPD2
651751	LOC651751
29777	ABT1
29774	POM121L9P
29775	CARD10
23518	R3HDM1
23519	ANP32D
1140	CHRNB1
1141	CHRNB2
1146	CHRNG
1147	CHUK
1144	CHRND
340286	FAM183B
23510	KCTD2
23511	NUP188
23512	SUZ12
1149	CIDEA
23514	KIAA0146
23515	MORC3
100131904	LOC100131904
23517	SKIV2L2
388667	C1orf137
388666	FLJ36116
388662	SLC6A17
151525	WDSUB1
53632	PRKAG3
8538	BARX2
8539	API5
341880	SLC35F4
341883	LRRC9
8530	CST7
8531	CSDA
8532	CPZ
8533	COPS3
283643	C14orf80
8535	CBX4
8536	CAMK1
8537	BCAS1
221302	ZUFSP
221303	FAM162B
221301	FAM26D
728492	SERF1B
92259	MRPS36
119032	C10orf32
92255	LMBRD2
728498	LOC728498
151393	FAM82A1
374955	SPATA21
389043	LOC389043
728723	LOC728723
728724	hCG_1814486
728725	LOC728725
728728	LOC728728
646903	LOC646903
65217	PCDH15
381	ARF5
382	ARF6
383	ARG1
384	ARG2
387	RHOA
388	RHOB
389	RHOC
53637	S1PR5
55634	ZNF673
55635	DEPDC1
55636	CHD7
