Ensembl ID	Uniprot-SPTREMBL ID
ENSG00000108219	Q8NG11
ENSG00000108231	O95970
ENSG00000108239	B9A6L3
ENSG00000108239	O60347
ENSG00000108242	P33260
ENSG00000108242	Q16750
ENSG00000108242	Q4VAT5
ENSG00000108244	Q9C075
ENSG00000108255	P05813
ENSG00000108256	A1L3A7
ENSG00000108256	Q7Z417
ENSG00000108262	B4DGU9
ENSG00000108262	B4DMF7
ENSG00000108262	B4DS81
ENSG00000108262	B4DSV3
ENSG00000108262	Q59FC3
ENSG00000108262	Q9BSI3
ENSG00000108262	Q9Y2X7
ENSG00000108264	B3KU13
ENSG00000108264	O75478
ENSG00000108270	Q9NY61
ENSG00000108272	A8MXC2
ENSG00000108272	Q6UWP2
ENSG00000108278	Q15649
ENSG00000108292	P55198
ENSG00000108294	P49720
ENSG00000108296	B4DJK2
ENSG00000108296	B4DZL1
ENSG00000108296	B7Z9W2
ENSG00000108296	Q9NXE8
ENSG00000108298	P84098
ENSG00000108298	Q8IWR8
ENSG00000108306	C9JLE4
ENSG00000108306	Q96IG2
ENSG00000108309	Q59EK9
ENSG00000108312	B4DLB0
ENSG00000108312	P17480
ENSG00000108312	Q05BZ1
ENSG00000108312	Q9BQR2
ENSG00000108342	A8MXR7
ENSG00000108342	D7RVA3
ENSG00000108342	P09919
ENSG00000108342	Q6FH65
ENSG00000108342	Q8N4W3
ENSG00000108344	B3KNN7
ENSG00000108344	B4DT72
ENSG00000108344	O43242
ENSG00000108344	Q96N86
ENSG00000108349	B4DKR6
ENSG00000108349	O15234
ENSG00000108352	Q9UHV5
ENSG00000108370	O75916
ENSG00000108375	Q68DV7
ENSG00000108379	P56703
ENSG00000108381	P45381
ENSG00000108381	Q6FH48
ENSG00000108384	O43502
ENSG00000108384	O43503
ENSG00000108384	Q7KZJ0
ENSG00000108387	B3KR63
ENSG00000108387	O43236
ENSG00000108389	Q9NYA4
ENSG00000108395	A8K0V9
ENSG00000108395	B3KMU3
ENSG00000108395	O94972
ENSG00000108405	D3DTJ7
ENSG00000108405	P51575
ENSG00000108405	Q6PIW1
ENSG00000108405	Q71UK3
ENSG00000108406	Q8IX18
ENSG00000108417	O76014
ENSG00000108423	B4DW01
ENSG00000108423	Q9UJT1
ENSG00000108424	B7ZAV6
ENSG00000108424	Q14974
ENSG00000108433	O14653
ENSG00000108433	Q8N4B8
ENSG00000108439	B4E0V0
ENSG00000108439	B4E152
ENSG00000108439	B4E1D7
ENSG00000108439	Q9NVS9
ENSG00000108443	B4DLT4
ENSG00000108443	P23443
ENSG00000108443	Q7Z721
ENSG00000108448	B4DWQ8
ENSG00000108448	C9JWX7
ENSG00000108448	Q309B1
ENSG00000108465	Q96JB5
ENSG00000108468	B5MD17
ENSG00000108468	C9JWS9
ENSG00000108468	P83916
ENSG00000108468	Q6IBN6
ENSG00000108469	B7Z8Y7
ENSG00000108469	C9JPA2
ENSG00000108469	O94762
ENSG00000108469	Q8WYH5
ENSG00000108469	Q9BSD6
ENSG00000108469	Q9BW80
ENSG00000108474	A8MTV0
ENSG00000108474	Q9Y2B2
ENSG00000108479	A6NJD0
ENSG00000108479	B4E1G6
ENSG00000108479	C8CHJ6
ENSG00000108479	P51570
ENSG00000108479	Q71UH7
ENSG00000108504	D3U720
ENSG00000108504	Q86WV5
ENSG00000108506	Q9H0H0
ENSG00000108509	B7ZM30
ENSG00000108509	O94983
ENSG00000108509	Q8N5H1
ENSG00000108510	B2RU05
ENSG00000108510	Q9UHV7
ENSG00000108511	P17509
ENSG00000108515	D3DTL2
ENSG00000108515	D3DTL4
ENSG00000108515	E5RG95
ENSG00000108515	E5RGZ4
ENSG00000108515	E5RI09
ENSG00000108515	E5RJF2
ENSG00000108515	E5RJH5
ENSG00000108515	P13929
ENSG00000108518	P07737
ENSG00000108518	Q53Y44
ENSG00000108523	Q9H6Y7
ENSG00000108528	Q02978
ENSG00000108528	Q6IBH0
ENSG00000108551	Q9HC43
ENSG00000108551	Q9Y272
ENSG00000108556	Q04844
ENSG00000108556	Q8N731
ENSG00000108557	A8MTC3
ENSG00000108557	A8MXE8
ENSG00000108557	C9JWB0
ENSG00000108557	Q7Z5J4
ENSG00000108559	B4DP20
ENSG00000108559	Q99567
ENSG00000108561	Q07021
ENSG00000108576	B3VRQ0
ENSG00000108576	B3VRQ5
ENSG00000108576	B3VRR0
ENSG00000108576	B3VRR5
ENSG00000108576	B3VRS0
ENSG00000108576	B3VRS5
ENSG00000108576	B3VRU0
ENSG00000108576	B3VRU5
ENSG00000108576	B3VRV0
ENSG00000108576	B3VRV5
ENSG00000108576	B3VRW0
ENSG00000108576	P31645
ENSG00000108576	Q5EE02
ENSG00000108576	Q9NYN7
ENSG00000108578	Q13867
ENSG00000108582	O75976
ENSG00000108587	B4DQA8
ENSG00000108587	O95249
ENSG00000108587	Q96QI9
ENSG00000108587	Q9BZZ3
ENSG00000108588	Q96A33
ENSG00000108590	Q9Y3C7
ENSG00000108591	A8MZF9
ENSG00000108591	P55039
ENSG00000108592	Q8IY81
ENSG00000108599	O43572
ENSG00000108602	A8MYB8
ENSG00000108602	C9JKT2
ENSG00000108602	C9JMC5
ENSG00000108602	P30838
ENSG00000108604	B9EGA3
ENSG00000108604	Q92925
ENSG00000108622	P13598
ENSG00000108622	Q59ED3
ENSG00000108622	Q6FHE2
ENSG00000108622	Q9NZC6
ENSG00000108639	O43760
ENSG00000108641	A8MTX4
ENSG00000108641	A8MYG7
ENSG00000108641	Q9UPM9
ENSG00000108651	B3KX32
ENSG00000108651	Q9NYH9
ENSG00000108651	Q9P1J8
ENSG00000108654	P17844
ENSG00000108666	Q8NI83
ENSG00000108666	Q9HAS0
ENSG00000108669	A8MYI0
ENSG00000108669	B7Z1T4
ENSG00000108669	C9J324
ENSG00000108669	C9JG04
ENSG00000108669	Q15438
ENSG00000108671	O00231
ENSG00000108671	Q53FT5
ENSG00000108679	B3KP88
ENSG00000108679	B4DI70
ENSG00000108679	B4DVE1
ENSG00000108679	Q08380
ENSG00000108684	B3KXQ3
ENSG00000108684	C9J4T5
ENSG00000108684	Q16515
ENSG00000108688	A8MVH1
ENSG00000108688	A8MX17
ENSG00000108688	P80098
ENSG00000108688	Q7Z7Q8
ENSG00000108691	P13500
ENSG00000108691	Q6UZ82
ENSG00000108700	E1P632
ENSG00000108700	P80075
ENSG00000108702	P22362
ENSG00000108702	Q76BR7
ENSG00000108733	O00623
ENSG00000108753	E0YMJ8
ENSG00000108753	E0YMJ9
ENSG00000108753	P35680
ENSG00000108753	Q6FHW6
ENSG00000108759	Q14532
ENSG00000108771	B3KUP5
ENSG00000108771	C9JE76
ENSG00000108771	C9JG98
ENSG00000108771	Q96C10
ENSG00000108773	Q92830
ENSG00000108774	P51148
ENSG00000108784	P54802
ENSG00000108785	C9JHT4
ENSG00000108786	B4DU11
ENSG00000108786	P14061
ENSG00000108788	Q9UH92
ENSG00000108797	P78357
ENSG00000108798	C9IZN8
ENSG00000108798	Q9P2A4
ENSG00000108799	Q92800
ENSG00000108813	Q92988
ENSG00000108821	P02452
ENSG00000108821	Q6LAN8
ENSG00000108821	Q9UMA6
ENSG00000108823	B7Z1L1
ENSG00000108823	D6R9S3
ENSG00000108823	D6RAA4
ENSG00000108823	Q16586
ENSG00000108825	B3KSP9
ENSG00000108825	B4DI73
ENSG00000108825	B9A003
ENSG00000108825	C9J5N1
ENSG00000108825	C9JG77
ENSG00000108825	C9JUA3
ENSG00000108825	C9JY27
ENSG00000108825	Q9BTE6
ENSG00000108826	B3KN43
ENSG00000108826	D6RAN8
ENSG00000108826	D6RE11
ENSG00000108826	Q9P0M9
ENSG00000108828	B0AZP7
ENSG00000108828	B3KUF8
ENSG00000108828	Q99536
ENSG00000108829	B2RE83
ENSG00000108829	Q96AG4
ENSG00000108830	P52198
ENSG00000108830	Q59EN3
ENSG00000108839	P18054
ENSG00000108840	Q9UQL6
ENSG00000108846	D3DTY0
ENSG00000108846	D6RAB7
ENSG00000108846	D6RJE5
ENSG00000108846	O15438
ENSG00000108846	Q2M3C9
ENSG00000108846	Q96QA9
ENSG00000108848	B4DJ96
ENSG00000108848	C9JL41
ENSG00000108848	D6RC08
ENSG00000108848	D6RDI2
ENSG00000108848	D6RE12
ENSG00000108848	D6RH09
ENSG00000108848	D6RHH0
ENSG00000108848	O95232
ENSG00000108849	P01298
ENSG00000108852	E5RFN8
ENSG00000108852	E5RI32
ENSG00000108852	E5RI47
ENSG00000108852	E5RIM9
ENSG00000108852	E5RIU3
ENSG00000108852	E5RJK0
ENSG00000108852	E5RK44
ENSG00000108852	E5RK50
ENSG00000108852	Q14168
ENSG00000108854	Q96DE7
ENSG00000108854	Q9HAU4
ENSG00000108861	P51452
ENSG00000108861	Q8IYJ9
ENSG00000108878	Q06432
ENSG00000108883	B3KX19
ENSG00000108883	B4DK30
ENSG00000108883	Q15029
ENSG00000108924	A8K1X8
ENSG00000108924	Q16534
ENSG00000108924	Q6FHS9
ENSG00000108932	A1L174
ENSG00000108932	O15403
ENSG00000108946	B2R5T5
ENSG00000108946	P10644
ENSG00000108946	Q96P62
ENSG00000108947	Q15768
ENSG00000108950	Q71MG5
ENSG00000108950	Q96MK3
ENSG00000108953	B7ZA86
ENSG00000108953	P62258
ENSG00000108960	Q15546
ENSG00000108961	Q9HD47
ENSG00000108963	B3KQW7
ENSG00000108963	Q9BZG8
ENSG00000108984	A8K3Y2
ENSG00000108984	P52564
ENSG00000109016	Q6IAN0
ENSG00000109046	B4DGB8
ENSG00000109046	Q9Y6I7
ENSG00000109047	P35243
ENSG00000109047	Q53XL0
ENSG00000109061	P12882
ENSG00000109062	B3KY21
ENSG00000109062	O14745
ENSG00000109063	P11055
ENSG00000109065	Q9BTE0
ENSG00000109066	B4DKL7
ENSG00000109066	Q8NE00
ENSG00000109072	C9JDG5
ENSG00000109072	C9JHA5
ENSG00000109072	Q9HB31
ENSG00000109079	B7Z6M4
ENSG00000109079	Q13829
ENSG00000109083	B7Z4S6
ENSG00000109083	Q8IY31
ENSG00000109084	B4DDT6
ENSG00000109084	Q5BJF2
ENSG00000109084	Q86XC5
ENSG00000109089	Q86X02
ENSG00000109099	A8MU75
ENSG00000109099	B4DUL1
ENSG00000109099	Q01453
ENSG00000109099	Q6FH25
ENSG00000109101	O15353
ENSG00000109103	C9JSK0
ENSG00000109103	Q13432
ENSG00000109103	Q6MZL1
ENSG00000109107	A8MVZ9
ENSG00000109107	B7Z1N6
ENSG00000109107	B7Z3K7
ENSG00000109107	C9J8F3
ENSG00000109107	P09972
ENSG00000109111	Q7KZ85
ENSG00000109113	A8MYQ9
ENSG00000109113	B4DNC0
ENSG00000109113	C9JBG0
ENSG00000109113	C9JI96
ENSG00000109113	C9JY26
ENSG00000109113	Q96PJ7
ENSG00000109113	Q9BZG1
ENSG00000109118	C9J9G2
ENSG00000109118	Q96QT6
ENSG00000109132	Q99453
ENSG00000109133	D6RAA6
ENSG00000109133	D6RBY2
ENSG00000109133	P57088
ENSG00000109158	D6R924
ENSG00000109158	D6RB66
ENSG00000109158	P48169
ENSG00000109163	P30968
ENSG00000109171	D6REM5
ENSG00000109171	D6RIF6
ENSG00000109171	Q9P270
ENSG00000109180	B4DND1
ENSG00000109180	C9K030
ENSG00000109180	D6R918
ENSG00000109180	D6RA54
ENSG00000109180	D6RBC5
ENSG00000109180	D6RBN5
ENSG00000109180	D6RC55
ENSG00000109180	D6RDI5
ENSG00000109180	D6RDK1
ENSG00000109180	D6RDK6
ENSG00000109180	D6RF01
ENSG00000109180	D6RF07
ENSG00000109180	D6RG39
ENSG00000109180	D6RI08
ENSG00000109180	D6RIT9
ENSG00000109180	D6RIV2
ENSG00000109180	Q9NX40
ENSG00000109181	B4DPP1
ENSG00000109181	P36537
ENSG00000109182	D6RDZ8
ENSG00000109182	Q9H720
ENSG00000109184	B4DH25
ENSG00000109184	B4DH26
ENSG00000109184	D6RAL8
ENSG00000109184	D6RB33
ENSG00000109184	D6RCB7
ENSG00000109184	D6RDV8
ENSG00000109184	D6RGX7
ENSG00000109184	D6RIY3
ENSG00000109184	Q92564
ENSG00000109189	D6R9Z4
ENSG00000109189	D6RIX7
ENSG00000109189	P62068
ENSG00000109193	P49888
ENSG00000109193	Q53X91
ENSG00000109205	A1E959
ENSG00000109205	D6RA81
ENSG00000109208	Q99954
ENSG00000109220	D6RDW7
ENSG00000109220	Q9UKJ5
ENSG00000109255	D6RBC9
ENSG00000109255	P48645
ENSG00000109255	Q1EHW1
ENSG00000109255	Q86WB4
ENSG00000109265	Q6ZU35
ENSG00000109270	Q9UHA4
ENSG00000109272	P10720
ENSG00000109320	D6RC45
ENSG00000109320	D6RDI9
ENSG00000109320	D6RF93
ENSG00000109320	D6RH30
ENSG00000109320	P19838
ENSG00000109321	D6RFX5
ENSG00000109321	P15514
ENSG00000109321	Q5U026
ENSG00000109323	D6RA01
ENSG00000109323	O00462
ENSG00000109332	D6R933
ENSG00000109332	D6R980
ENSG00000109332	D6R9F6
ENSG00000109332	D6RA11
ENSG00000109332	D6RAH7
ENSG00000109332	D6RAW0
ENSG00000109332	D6RFM0
ENSG00000109332	D6RGD0
ENSG00000109332	D6RIZ3
ENSG00000109332	D6RJB3
ENSG00000109332	P61077
ENSG00000109339	A6NG28
ENSG00000109339	A8MPV1
ENSG00000109339	A8MUN8
ENSG00000109339	A8MWW6
ENSG00000109339	B3KR72
ENSG00000109339	B7Z1Z1
ENSG00000109339	D6R9C1
ENSG00000109339	D6RAJ0
ENSG00000109339	D6RAU3
ENSG00000109339	D6RBH2
ENSG00000109339	D6RC26
ENSG00000109339	D6RCB1
ENSG00000109339	D6RDG1
ENSG00000109339	D6RFX8
ENSG00000109339	D6RFZ7
ENSG00000109339	D6RJF9
ENSG00000109339	P53779
ENSG00000109339	Q499Y8
ENSG00000109381	B7Z720
ENSG00000109381	B7Z8R4
ENSG00000109381	D6R9B1
ENSG00000109381	D6RGD9
ENSG00000109381	D6RHI1
ENSG00000109381	Q15723
ENSG00000109390	O43677
ENSG00000109390	Q4W5J3
ENSG00000109424	P25874
ENSG00000109424	Q4KMT7
ENSG00000109436	Q6ZT07
ENSG00000109445	D6R8Y9
ENSG00000109445	D6R9C8
ENSG00000109445	D6R9Q8
ENSG00000109445	D6RBR7
ENSG00000109445	D6RBS7
ENSG00000109445	D6RCK7
ENSG00000109445	Q9Y3S2
ENSG00000109452	B7Z4Z0
ENSG00000109452	D6R9J5
ENSG00000109452	D6RDJ7
ENSG00000109452	D6RE59
ENSG00000109452	D6RJC3
ENSG00000109452	O15327
ENSG00000109452	Q5XLE7
ENSG00000109452	Q9BS68
ENSG00000109458	B7Z3B9
ENSG00000109458	D6RF42
ENSG00000109458	D6RIF8
ENSG00000109458	D6RIS0
ENSG00000109458	Q13480
ENSG00000109466	B4DFH7
ENSG00000109466	B4DFZ5
ENSG00000109466	D6R9G5
ENSG00000109466	D6RAP5
ENSG00000109466	D6RGC3
ENSG00000109466	O95198
ENSG00000109471	P60568
ENSG00000109471	Q0GK43
ENSG00000109471	Q309Q7
ENSG00000109471	Q71V48
ENSG00000109471	Q8NFA4
ENSG00000109471	Q9C001
ENSG00000109472	B4DFN4
ENSG00000109472	C9JE88
ENSG00000109472	D6R930
ENSG00000109472	D6RF88
ENSG00000109472	P16870
ENSG00000109475	P49207
ENSG00000109501	B4DJ99
ENSG00000109501	O76024
ENSG00000109511	Q9UJ72
ENSG00000109519	B4DWV5
ENSG00000109519	Q9HAV7
ENSG00000109534	Q9NY12
ENSG00000109536	Q14331
ENSG00000109572	B7Z932
ENSG00000109572	B9EGJ9
ENSG00000109572	D6RDZ6
ENSG00000109572	D6RIX3
ENSG00000109572	P51790
ENSG00000109576	D6RC56
ENSG00000109576	D6REB9
ENSG00000109576	D6RFY7
ENSG00000109576	Q4W5N8
ENSG00000109576	Q8N5Z0
ENSG00000109586	B4DIB4
ENSG00000109586	Q4W5F7
ENSG00000109586	Q86SF2
ENSG00000109606	O43143
ENSG00000109610	P08294
ENSG00000109618	A1A4F3
ENSG00000109618	D6R969
ENSG00000109618	Q9HD40
ENSG00000109625	A8MPU1
ENSG00000109625	D6RBI5
ENSG00000109625	Q66K79
ENSG00000109654	C9J084
ENSG00000109654	C9JVI3
ENSG00000109654	D3DP09
ENSG00000109654	Q9C040
ENSG00000109667	D6REK5
ENSG00000109667	Q9NRM0
ENSG00000109670	A7BJS8
ENSG00000109670	B7Z2C8
ENSG00000109670	Q59ET6
ENSG00000109670	Q969H0
ENSG00000109674	D6RAV1
ENSG00000109674	Q8TAT5
ENSG00000109680	B9A6M0
ENSG00000109680	D6RA60
ENSG00000109680	D6RA74
ENSG00000109680	D6RD52
ENSG00000109680	D6RDZ1
ENSG00000109680	Q8N5T2
ENSG00000109684	D6RJB9
ENSG00000109684	Q7Z7G1
ENSG00000109685	A2A2T2
ENSG00000109685	D6R9V2
ENSG00000109685	D6RFE7
ENSG00000109685	D6RIS1
ENSG00000109685	O96028
ENSG00000109685	Q05CW4
ENSG00000109686	B3KS04
ENSG00000109686	C9JDW6
ENSG00000109686	Q5HYK7
ENSG00000109689	A6H8L7
ENSG00000109689	B3KUB5
ENSG00000109689	Q05BJ5
ENSG00000109689	Q9P246
ENSG00000109705	P78367
ENSG00000109736	D6R9N3
ENSG00000109736	D6RA47
ENSG00000109736	D6RE79
ENSG00000109736	D6RHV1
ENSG00000109736	D6RIZ4
ENSG00000109736	Q14728
ENSG00000109738	D6R9Y9
ENSG00000109738	D6RD86
ENSG00000109738	P48167
ENSG00000109743	A6NC48
ENSG00000109743	Q10588
ENSG00000109756	B4DG82
ENSG00000109756	D6RAK0
ENSG00000109756	D6RC78
ENSG00000109756	D6REY8
ENSG00000109756	Q17RH5
ENSG00000109756	Q4W5Q4
ENSG00000109756	Q9UFT5
ENSG00000109756	Q9Y4G8
ENSG00000109758	D6RAR4
ENSG00000109758	Q04756
ENSG00000109762	B3KTI8
ENSG00000109762	Q9H3E2
ENSG00000109762	Q9H5Q8
ENSG00000109771	C9JGE6
ENSG00000109771	D6RGF6
ENSG00000109771	Q9P2M1
ENSG00000109775	D6R9J7
ENSG00000109775	D6RA67
ENSG00000109775	D6RB53
ENSG00000109775	D6RGX2
ENSG00000109775	Q9NUQ7
ENSG00000109787	P57682
ENSG00000109790	Q642I3
ENSG00000109790	Q96PQ7
ENSG00000109794	A5PLN7
ENSG00000109794	D6RAL4
ENSG00000109794	D6RC92
ENSG00000109794	D6RGX1
ENSG00000109805	D6RA93
ENSG00000109805	Q9BPX3
ENSG00000109814	B3KUU2
ENSG00000109814	B4DN25
ENSG00000109814	D6RHF4
ENSG00000109814	O60701
ENSG00000109814	Q9NQ81
ENSG00000109814	Q9NQ82
ENSG00000109814	Q9NQ83
ENSG00000109814	Q9NY20
ENSG00000109819	B7Z406
ENSG00000109819	D6RBF3
ENSG00000109819	Q3LIG1
ENSG00000109819	Q4W5M7
ENSG00000109819	Q9UBK2
ENSG00000109832	B1NSN7
ENSG00000109832	B4YF11
ENSG00000109832	Q9UHL0
ENSG00000109846	P02511
ENSG00000109851	A6NMT0
ENSG00000109854	Q9BUP3
ENSG00000109861	P53634
ENSG00000109861	Q2HIY8
ENSG00000109861	Q7Z5U7
ENSG00000109881	Q96HJ3
ENSG00000109906	Q05516
ENSG00000109906	Q71UL5
ENSG00000109906	Q71UL6
ENSG00000109906	Q71UL7
ENSG00000109911	B4E3W0
ENSG00000109911	Q96EB1
ENSG00000109911	Q9H4R8
ENSG00000109917	B4DVT8
ENSG00000109917	O75312
ENSG00000109919	Q9Y6C9
ENSG00000109920	Q8N3X1
ENSG00000109927	O75443
ENSG00000109929	O75845
ENSG00000109929	Q6GTM5
ENSG00000109943	O95727
ENSG00000109944	Q6NUN7
ENSG00000109956	Q8ND18
ENSG00000109956	Q9P2W7
ENSG00000109971	A8K7Q2
ENSG00000109971	P11142
ENSG00000109971	Q96BE0
ENSG00000109971	Q96H53
ENSG00000109971	Q96IS6
ENSG00000109971	Q9NZ87
ENSG00000109991	C9J142
ENSG00000109991	P56373
ENSG00000110002	B4DHS6
ENSG00000110002	O00534
ENSG00000110011	Q6PIN0
ENSG00000110011	Q86VG4
ENSG00000110011	Q96FY5
ENSG00000110011	Q9NNZ3
ENSG00000110013	Q9HAT2
ENSG00000110025	E5KQS5
ENSG00000110025	E5KQS6
ENSG00000110025	Q9NRS6
ENSG00000110031	B4DV71
ENSG00000110031	O60711
ENSG00000110042	Q9Y2E6
ENSG00000110046	A0AUL9
ENSG00000110046	B4DV45
ENSG00000110046	Q2TAZ0
ENSG00000110047	B2R5U3
ENSG00000110047	B4DZH9
ENSG00000110047	C9IZH1
ENSG00000110047	C9J2Z4
ENSG00000110047	C9JC03
ENSG00000110047	C9JDQ8
ENSG00000110047	C9JIJ3
ENSG00000110047	Q9H4M9
ENSG00000110048	B4DR25
ENSG00000110048	B7WNL4
ENSG00000110048	P22059
ENSG00000110057	A6NGZ7
ENSG00000110057	Q9H1C4
ENSG00000110060	Q9BZE2
ENSG00000110063	Q96C86
ENSG00000110066	B5MCB3
ENSG00000110066	B7WNX0
ENSG00000110066	C9J6S5
ENSG00000110066	C9JFG1
ENSG00000110066	C9JP58
ENSG00000110066	Q4FZB7
ENSG00000110074	B4DQI0
ENSG00000110074	B4DXM1
ENSG00000110074	Q96CU9
ENSG00000110075	B4DP39
ENSG00000110075	Q5H9R7
ENSG00000110075	Q7L294
ENSG00000110075	Q9H880
ENSG00000110076	A6NGC6
ENSG00000110076	P58401
ENSG00000110076	Q5W9F7
ENSG00000110076	Q9P2S2
ENSG00000110077	Q7Z4E8
ENSG00000110077	Q9H2W1
ENSG00000110079	Q96JQ5
ENSG00000110080	Q11206
ENSG00000110080	Q6IBE6
ENSG00000110080	Q8N6A6
ENSG00000110080	Q8N6A7
ENSG00000110080	Q8NFG7
ENSG00000110090	P50416
ENSG00000110090	Q8WZ48
ENSG00000110092	B4DR06
ENSG00000110092	P24385
ENSG00000110092	Q5MGB2
ENSG00000110092	Q6FI00
ENSG00000110092	Q9H014
ENSG00000110104	B4DY99
ENSG00000110104	Q9H6F5
ENSG00000110107	Q9UMS4
ENSG00000110108	Q9BVC6
ENSG00000110148	P32239
ENSG00000110169	P02790
ENSG00000110169	Q9BS19
ENSG00000110171	B3KV53
ENSG00000110171	B7Z5Y8
ENSG00000110171	D3DQT3
ENSG00000110171	D3DQT4
ENSG00000110171	O75382
ENSG00000110172	Q9UHD1
ENSG00000110195	P15328
ENSG00000110195	Q6LDL1
ENSG00000110195	Q96QD1
ENSG00000110195	Q9NP04
ENSG00000110200	P60006
ENSG00000110203	P41439
ENSG00000110218	Q96RD7
ENSG00000110237	Q96PE2
ENSG00000110243	B0YIW1
ENSG00000110243	C9JZZ0
ENSG00000110243	Q6Q788
ENSG00000110244	P06727
ENSG00000110245	A3KPE2
ENSG00000110245	B0YIW2
ENSG00000110245	C9J2Q0
ENSG00000110245	P02656
ENSG00000110274	Q6ZU43
ENSG00000110274	Q9UPV0
ENSG00000110315	Q8WVD5
ENSG00000110318	Q9P2H0
ENSG00000110321	B4DZF2
ENSG00000110321	D3DQV9
ENSG00000110321	P78344
ENSG00000110321	Q2TU89
ENSG00000110324	Q13651
ENSG00000110328	Q58A54
ENSG00000110328	Q6P9A2
ENSG00000110330	B4E026
ENSG00000110330	Q13490
ENSG00000110344	B7Z7P0
ENSG00000110344	Q14139
ENSG00000110367	B2R858
ENSG00000110367	P26196
ENSG00000110367	Q8IV96
ENSG00000110375	O00526
ENSG00000110375	Q9UEE8
ENSG00000110395	P22681
ENSG00000110400	Q15223
ENSG00000110400	Q6SYC0
ENSG00000110400	Q6SYC2
ENSG00000110422	B4E208
ENSG00000110422	Q9H422
ENSG00000110427	Q6ZVL6
ENSG00000110429	A6NI04
ENSG00000110429	B4E3U2
ENSG00000110429	Q49AF1
ENSG00000110429	Q9UK99
ENSG00000110435	O00330
ENSG00000110436	A2A2U1
ENSG00000110436	C9J9N5
ENSG00000110436	P43004
ENSG00000110442	B4DQW0
ENSG00000110442	Q53FR9
ENSG00000110442	Q9P000
ENSG00000110446	Q05CH4
ENSG00000110446	Q8IY34
ENSG00000110448	P06127
ENSG00000110455	B4E219
ENSG00000110455	Q96QU6
ENSG00000110484	Q13296
ENSG00000110484	Q6NX70
ENSG00000110492	C9JHA4
ENSG00000110492	P21741
ENSG00000110492	Q2LEK4
ENSG00000110497	Q9C0C7
ENSG00000110514	B5MEE5
ENSG00000110514	C9J6B0
ENSG00000110514	C9JLZ9
ENSG00000110514	C9JM97
ENSG00000110514	C9K0L0
ENSG00000110514	Q7KYV8
ENSG00000110514	Q8WXG6
ENSG00000110536	Q8WUK0
ENSG00000110583	B4DR03
ENSG00000110583	B4DU10
ENSG00000110583	Q86UY6
ENSG00000110619	A8MVQ3
ENSG00000110619	B4DI19
ENSG00000110619	B4DKY1
ENSG00000110619	C9JLN0
ENSG00000110619	P49589
ENSG00000110619	Q5HYE4
ENSG00000110628	Q69YM4
ENSG00000110628	Q96BI1
ENSG00000110651	A6NMH8
ENSG00000110651	P60033
ENSG00000110660	B4DUB9
ENSG00000110660	Q8IXU6
ENSG00000110665	C9JIR7
ENSG00000110665	Q9P2W6
ENSG00000110675	B4E167
ENSG00000110675	Q8N336
ENSG00000110680	C9JS72
ENSG00000110680	P01258
ENSG00000110680	P06881
ENSG00000110693	P35712
ENSG00000110696	E3W975
ENSG00000110696	O00193
ENSG00000110697	O00562
ENSG00000110700	P62277
ENSG00000110711	A3RDR8
ENSG00000110711	A7KS93
ENSG00000110711	A7KS94
ENSG00000110711	A7YDK1
ENSG00000110711	A7YDK2
ENSG00000110711	A7YDK6
ENSG00000110711	A7YDK7
ENSG00000110711	A8BQF1
ENSG00000110711	B3TMT2
ENSG00000110711	E5L4L0
ENSG00000110711	O00170
ENSG00000110713	P52948
ENSG00000110713	Q9HDC8
ENSG00000110717	O00217
ENSG00000110717	Q08E91
ENSG00000110719	Q13488
ENSG00000110719	Q6QBN6
ENSG00000110719	Q8TCH1
ENSG00000110721	P35790
ENSG00000110723	Q8NEV8
ENSG00000110756	Q9UPZ3
ENSG00000110768	B3KXE0
ENSG00000110768	B4DSG6
ENSG00000110768	P32780
ENSG00000110777	Q16633
ENSG00000110786	A8MXF1
ENSG00000110786	B3KXG7
ENSG00000110786	B7ZAF5
ENSG00000110786	P54829
ENSG00000110786	Q86TL3
ENSG00000110799	B4DVS9
ENSG00000110799	C9J2Y6
ENSG00000110799	P04275
ENSG00000110801	C9JR25
ENSG00000110801	O00233
ENSG00000110811	Q8IVL6
ENSG00000110841	Q86W92
ENSG00000110844	Q6NWY9
ENSG00000110848	B4E009
ENSG00000110848	Q07108
ENSG00000110848	Q53ZX0
ENSG00000110848	Q6LAB3
ENSG00000110851	Q9UKN5
ENSG00000110852	Q92478
ENSG00000110871	B4DP72
ENSG00000110871	Q5HYK3
ENSG00000110876	B4DT54
ENSG00000110876	Q14242
ENSG00000110880	A7MAP0
ENSG00000110880	A7MAP1
ENSG00000110880	B4E3S0
ENSG00000110880	B7Z9V0
ENSG00000110880	Q9ULV4
ENSG00000110881	P78348
ENSG00000110887	P14920
ENSG00000110887	Q7Z312
ENSG00000110888	E4NKG2
ENSG00000110888	Q149P6
ENSG00000110888	Q6IMN6
ENSG00000110888	Q96JF4
ENSG00000110900	A1L157
ENSG00000110906	B3KVY5
ENSG00000110906	Q9H3F6
ENSG00000110911	B3KY44
ENSG00000110911	P49281
ENSG00000110917	Q14165
ENSG00000110921	B2RDU6
ENSG00000110921	B7Z1C2
ENSG00000110921	Q03426
ENSG00000110925	Q9H175
ENSG00000110931	Q8IZW1
ENSG00000110931	Q96RR4
ENSG00000110934	Q9UBW5
