Ensembl ID	shares_CDS_and_UTR_with_OTTT ID
ENSG00000084234	OTTHUMT00000386109
ENSG00000084234	OTTHUMT00000386110
ENSG00000084234	OTTHUMT00000386111
ENSG00000084444	OTTHUMT00000401007
ENSG00000084444	OTTHUMT00000401010
ENSG00000084453	OTTHUMT00000343648
ENSG00000084453	OTTHUMT00000343650
ENSG00000084463	OTTHUMT00000400850
ENSG00000084623	OTTHUMT00000019282
ENSG00000084628	OTTHUMT00000010655
ENSG00000084636	OTTHUMT00000011057
ENSG00000084652	OTTHUMT00000012843
ENSG00000084674	OTTHUMT00000207571
ENSG00000084674	OTTHUMT00000323949
ENSG00000084676	ENST00000348332
ENSG00000084676	OTTHUMT00000246854
ENSG00000084693	OTTHUMT00000250186
ENSG00000084693	OTTHUMT00000309033
ENSG00000084693	OTTHUMT00000309034
ENSG00000084710	OTTHUMT00000324808
ENSG00000084710	OTTHUMT00000324809
ENSG00000084731	OTTHUMT00000211611
ENSG00000084733	OTTHUMT00000211610
ENSG00000084734	OTTHUMT00000250214
ENSG00000084754	OTTHUMT00000214051
ENSG00000084764	OTTHUMT00000214183
ENSG00000084764	OTTHUMT00000324727
ENSG00000084774	OTTHUMT00000214186
ENSG00000085063	OTTHUMT00000388809
ENSG00000085063	OTTHUMT00000388811
ENSG00000085063	OTTHUMT00000388813
ENSG00000085063	OTTHUMT00000388815
ENSG00000085063	OTTHUMT00000388816
ENSG00000085117	OTTHUMT00000389886
ENSG00000085117	OTTHUMT00000389887
ENSG00000085185	OTTHUMT00000058223
ENSG00000085224	OTTHUMT00000058860
ENSG00000085224	OTTHUMT00000058861
ENSG00000085231	ENST00000328663
ENSG00000085231	OTTHUMT00000216793
ENSG00000085231	OTTHUMT00000216803
ENSG00000085231	OTTHUMT00000369183
ENSG00000085265	OTTHUMT00000054963
ENSG00000085276	ENST00000392736
ENSG00000085276	OTTHUMT00000351519
ENSG00000085276	OTTHUMT00000351520
ENSG00000085365	OTTHUMT00000369236
ENSG00000085377	OTTHUMT00000041658
ENSG00000085382	OTTHUMT00000041643
ENSG00000085382	OTTHUMT00000376892
ENSG00000085433	OTTHUMT00000032413
ENSG00000085433	OTTHUMT00000032414
ENSG00000085433	OTTHUMT00000390717
ENSG00000085449	OTTHUMT00000330908
ENSG00000085465	OTTHUMT00000032461
ENSG00000085491	OTTHUMT00000030280
ENSG00000085491	OTTHUMT00000030281
ENSG00000085511	OTTHUMT00000042988
ENSG00000085511	OTTHUMT00000042989
ENSG00000085514	OTTHUMT00000339016
ENSG00000085514	OTTHUMT00000339020
ENSG00000085514	OTTHUMT00000339021
ENSG00000085552	OTTHUMT00000059109
ENSG00000085552	OTTHUMT00000059115
ENSG00000085563	OTTHUMT00000335444
ENSG00000085662	OTTHUMT00000339448
ENSG00000085721	OTTHUMT00000252087
ENSG00000085733	OTTHUMT00000259232
ENSG00000085733	OTTHUMT00000259233
ENSG00000085733	OTTHUMT00000394097
ENSG00000085741	OTTHUMT00000383083
ENSG00000085760	OTTHUMT00000251486
ENSG00000085788	OTTHUMT00000377251
ENSG00000085788	OTTHUMT00000377253
ENSG00000085831	OTTHUMT00000022431
ENSG00000085831	OTTHUMT00000022432
ENSG00000085831	OTTHUMT00000022435
ENSG00000085831	OTTHUMT00000387468
ENSG00000085832	OTTHUMT00000022422
ENSG00000085832	OTTHUMT00000022423
ENSG00000085840	OTTHUMT00000022202
ENSG00000085871	OTTHUMT00000257232
ENSG00000085978	OTTHUMT00000257069
ENSG00000085978	OTTHUMT00000257071
ENSG00000085998	ENST00000371986
ENSG00000085998	OTTHUMT00000020146
ENSG00000085998	OTTHUMT00000020147
ENSG00000085999	OTTHUMT00000021272
ENSG00000086015	OTTHUMT00000021977
ENSG00000086061	OTTHUMT00000052031
ENSG00000086062	OTTHUMT00000052039
ENSG00000086065	OTTHUMT00000052040
ENSG00000086102	OTTHUMT00000052069
ENSG00000086102	OTTHUMT00000052070
ENSG00000086102	OTTHUMT00000052072
ENSG00000086159	OTTHUMT00000257528
ENSG00000086159	OTTHUMT00000257529
ENSG00000086189	OTTHUMT00000253967
ENSG00000086200	OTTHUMT00000335062
ENSG00000086200	OTTHUMT00000335063
ENSG00000086205	OTTHUMT00000390896
ENSG00000086205	OTTHUMT00000390897
ENSG00000086205	OTTHUMT00000390899
ENSG00000086232	OTTHUMT00000207373
ENSG00000086288	OTTHUMT00000219946
ENSG00000086289	OTTHUMT00000220037
ENSG00000086300	OTTHUMT00000214120
ENSG00000086475	OTTHUMT00000046856
ENSG00000086504	OTTHUMT00000139285
ENSG00000086506	OTTHUMT00000134226
ENSG00000086548	OTTHUMT00000321147
ENSG00000086570	OTTHUMT00000252434
ENSG00000086589	OTTHUMT00000374431
ENSG00000086598	OTTHUMT00000400606
ENSG00000086619	OTTHUMT00000096371
ENSG00000086666	OTTHUMT00000291368
ENSG00000086696	OTTHUMT00000269057
ENSG00000086712	OTTHUMT00000055912
ENSG00000086717	OTTHUMT00000055953
ENSG00000086730	OTTHUMT00000252461
ENSG00000086730	OTTHUMT00000277062
ENSG00000086827	OTTHUMT00000398700
ENSG00000086848	OTTHUMT00000391483
ENSG00000086848	OTTHUMT00000391485
ENSG00000086991	ENST00000343727
ENSG00000086991	ENST00000424319
ENSG00000086991	OTTHUMT00000394051
ENSG00000086991	OTTHUMT00000394052
ENSG00000086991	OTTHUMT00000394054
ENSG00000086991	OTTHUMT00000394058
ENSG00000086991	OTTHUMT00000394059
ENSG00000086991	OTTHUMT00000394061
ENSG00000086991	OTTHUMT00000394062
ENSG00000087008	OTTHUMT00000206997
ENSG00000087008	OTTHUMT00000359216
ENSG00000087008	OTTHUMT00000363017
ENSG00000087053	ENST00000352297
ENSG00000087053	OTTHUMT00000332620
ENSG00000087053	OTTHUMT00000332621
ENSG00000087053	OTTHUMT00000332622
ENSG00000087077	OTTHUMT00000347151
ENSG00000087085	ENST00000302913
ENSG00000087085	OTTHUMT00000347189
ENSG00000087085	OTTHUMT00000347191
ENSG00000087087	OTTHUMT00000347165
ENSG00000087087	OTTHUMT00000347166
ENSG00000087087	OTTHUMT00000347167
ENSG00000087087	OTTHUMT00000347168
ENSG00000087088	ENST00000415969
ENSG00000087088	OTTHUMT00000360762
ENSG00000087088	OTTHUMT00000360763
ENSG00000087088	OTTHUMT00000360766
ENSG00000087088	OTTHUMT00000360767
ENSG00000087095	OTTHUMT00000255607
ENSG00000087111	OTTHUMT00000255833
ENSG00000087116	OTTHUMT00000253507
ENSG00000087116	OTTHUMT00000374453
ENSG00000087128	OTTHUMT00000360584
ENSG00000087206	OTTHUMT00000253422
ENSG00000087237	OTTHUMT00000257059
ENSG00000087245	OTTHUMT00000256913
ENSG00000087250	OTTHUMT00000257062
ENSG00000087253	OTTHUMT00000256977
ENSG00000087258	OTTHUMT00000256981
ENSG00000087258	OTTHUMT00000256982
ENSG00000087263	OTTHUMT00000256976
ENSG00000087266	OTTHUMT00000362374
ENSG00000087266	OTTHUMT00000362406
ENSG00000087269	OTTHUMT00000358135
ENSG00000087269	OTTHUMT00000358137
ENSG00000087269	OTTHUMT00000358170
ENSG00000087274	OTTHUMT00000242839
ENSG00000087299	OTTHUMT00000276870
ENSG00000087299	OTTHUMT00000276871
ENSG00000087302	OTTHUMT00000276887
ENSG00000087303	OTTHUMT00000276888
ENSG00000087338	OTTHUMT00000251841
ENSG00000087365	OTTHUMT00000391352
ENSG00000087448	OTTHUMT00000402904
ENSG00000087460	OTTHUMT00000080417
ENSG00000087460	OTTHUMT00000080430
ENSG00000087460	OTTHUMT00000080431
ENSG00000087460	OTTHUMT00000080433
ENSG00000087460	OTTHUMT00000080434
ENSG00000087460	OTTHUMT00000080451
ENSG00000087494	OTTHUMT00000402916
ENSG00000087495	ENST00000359926
ENSG00000087495	ENST00000395639
ENSG00000087495	OTTHUMT00000079923
ENSG00000087495	OTTHUMT00000079924
ENSG00000087495	OTTHUMT00000268129
ENSG00000087495	OTTHUMT00000268130
ENSG00000087510	OTTHUMT00000079823
ENSG00000087586	ENST00000395914
ENSG00000087586	OTTHUMT00000079804
ENSG00000087586	OTTHUMT00000079807
ENSG00000087586	OTTHUMT00000079808
ENSG00000087586	OTTHUMT00000259429
ENSG00000087589	OTTHUMT00000079789
ENSG00000087589	OTTHUMT00000079790
ENSG00000087842	OTTHUMT00000055863
ENSG00000087884	OTTHUMT00000390978
ENSG00000087916	OTTHUMT00000057986
ENSG00000088035	OTTHUMT00000025330
ENSG00000088038	OTTHUMT00000142117
ENSG00000088053	OTTHUMT00000357006
ENSG00000088053	OTTHUMT00000357007
ENSG00000088053	OTTHUMT00000357008
ENSG00000088179	OTTHUMT00000254233
ENSG00000088205	OTTHUMT00000129632
ENSG00000088280	OTTHUMT00000008916
ENSG00000088280	OTTHUMT00000393468
ENSG00000088298	OTTHUMT00000078842
ENSG00000088305	OTTHUMT00000078643
ENSG00000088305	OTTHUMT00000078644
ENSG00000088305	OTTHUMT00000078645
ENSG00000088305	OTTHUMT00000257075
ENSG00000088320	OTTHUMT00000078508
ENSG00000088325	OTTHUMT00000078569
ENSG00000088325	OTTHUMT00000078570
ENSG00000088356	OTTHUMT00000078593
ENSG00000088367	OTTHUMT00000078978
ENSG00000088386	OTTHUMT00000045560
ENSG00000088387	OTTHUMT00000045566
ENSG00000088448	OTTHUMT00000045783
ENSG00000088448	OTTHUMT00000045786
ENSG00000088451	OTTHUMT00000106904
ENSG00000088538	OTTHUMT00000346478
ENSG00000088543	OTTHUMT00000346248
ENSG00000088543	OTTHUMT00000346249
ENSG00000088543	OTTHUMT00000346260
ENSG00000088726	OTTHUMT00000252029
ENSG00000088726	OTTHUMT00000339847
ENSG00000088727	OTTHUMT00000257476
ENSG00000088727	OTTHUMT00000341823
ENSG00000088727	OTTHUMT00000341824
ENSG00000088766	OTTHUMT00000077902
ENSG00000088782	OTTHUMT00000077429
ENSG00000088812	OTTHUMT00000077739
ENSG00000088812	OTTHUMT00000077740
ENSG00000088826	OTTHUMT00000077802
ENSG00000088826	OTTHUMT00000077806
ENSG00000088826	OTTHUMT00000252864
ENSG00000088826	OTTHUMT00000252865
ENSG00000088827	OTTHUMT00000077761
ENSG00000088832	OTTHUMT00000077534
ENSG00000088833	OTTHUMT00000077525
ENSG00000088833	OTTHUMT00000077527
ENSG00000088833	OTTHUMT00000077528
ENSG00000088836	OTTHUMT00000077727
ENSG00000088836	OTTHUMT00000077728
ENSG00000088854	OTTHUMT00000077734
ENSG00000088876	OTTHUMT00000077617
ENSG00000088882	OTTHUMT00000077643
ENSG00000088888	OTTHUMT00000077784
ENSG00000088899	OTTHUMT00000077715
ENSG00000088926	OTTHUMT00000317519
ENSG00000088930	OTTHUMT00000078273
ENSG00000089006	OTTHUMT00000078137
ENSG00000089006	OTTHUMT00000127389
ENSG00000089012	OTTHUMT00000077565
ENSG00000089012	OTTHUMT00000077566
ENSG00000089041	OTTHUMT00000402532
ENSG00000089048	OTTHUMT00000078049
ENSG00000089050	OTTHUMT00000078175
ENSG00000089053	OTTHUMT00000402582
ENSG00000089057	OTTHUMT00000077833
ENSG00000089063	OTTHUMT00000077842
ENSG00000089063	OTTHUMT00000077844
ENSG00000089094	OTTHUMT00000402131
ENSG00000089094	OTTHUMT00000402132
ENSG00000089101	OTTHUMT00000078228
ENSG00000089123	OTTHUMT00000078041
ENSG00000089159	OTTHUMT00000402679
ENSG00000089159	OTTHUMT00000402713
ENSG00000089159	OTTHUMT00000402736
ENSG00000089159	OTTHUMT00000402737
ENSG00000089163	OTTHUMT00000402003
ENSG00000089177	OTTHUMT00000078102
ENSG00000089177	OTTHUMT00000078104
ENSG00000089195	OTTHUMT00000077889
ENSG00000089199	OTTHUMT00000077897
ENSG00000089220	OTTHUMT00000401405
ENSG00000089225	OTTHUMT00000388295
ENSG00000089225	OTTHUMT00000388297
ENSG00000089225	OTTHUMT00000388298
ENSG00000089225	OTTHUMT00000388299
ENSG00000089250	OTTHUMT00000268052
ENSG00000089280	OTTHUMT00000255526
ENSG00000089289	OTTHUMT00000057052
ENSG00000089289	OTTHUMT00000057053
ENSG00000089327	ENST00000342879
ENSG00000089327	ENST00000496493
ENSG00000089327	OTTHUMT00000109444
ENSG00000089335	OTTHUMT00000372728
ENSG00000089335	OTTHUMT00000372729
ENSG00000089335	OTTHUMT00000372731
ENSG00000089335	OTTHUMT00000372734
ENSG00000089472	ENST00000374727
ENSG00000089472	OTTHUMT00000056994
ENSG00000089472	OTTHUMT00000056996
ENSG00000089472	OTTHUMT00000346499
ENSG00000089505	ENST00000379490
ENSG00000089505	OTTHUMT00000268809
ENSG00000089505	OTTHUMT00000268810
ENSG00000089505	OTTHUMT00000268813
ENSG00000089505	OTTHUMT00000390257
ENSG00000089505	OTTHUMT00000390258
ENSG00000089505	OTTHUMT00000390259
ENSG00000089505	OTTHUMT00000390261
ENSG00000089505	OTTHUMT00000390262
ENSG00000089505	OTTHUMT00000393193
ENSG00000089597	OTTHUMT00000395688
ENSG00000089597	OTTHUMT00000395689
ENSG00000089597	OTTHUMT00000395690
ENSG00000089682	OTTHUMT00000057818
ENSG00000089682	OTTHUMT00000057819
ENSG00000089692	OTTHUMT00000402846
ENSG00000089693	ENST00000435120
ENSG00000089693	OTTHUMT00000400733
ENSG00000089775	OTTHUMT00000280649
ENSG00000089818	OTTHUMT00000400244
ENSG00000089820	OTTHUMT00000061117
ENSG00000089820	OTTHUMT00000061118
ENSG00000089820	OTTHUMT00000061119
ENSG00000089876	OTTHUMT00000050945
ENSG00000090020	OTTHUMT00000012336
ENSG00000090054	OTTHUMT00000055553
ENSG00000090054	OTTHUMT00000055554
ENSG00000090097	ENST00000322099
ENSG00000090097	OTTHUMT00000348596
ENSG00000090097	OTTHUMT00000348597
ENSG00000090104	OTTHUMT00000086391
ENSG00000090263	OTTHUMT00000348877
ENSG00000090263	OTTHUMT00000348878
ENSG00000090266	OTTHUMT00000348782
ENSG00000090269	OTTHUMT00000347756
ENSG00000090269	OTTHUMT00000347758
ENSG00000090273	OTTHUMT00000012172
ENSG00000090316	OTTHUMT00000359511
ENSG00000090316	OTTHUMT00000359513
ENSG00000090316	OTTHUMT00000359516
ENSG00000090316	OTTHUMT00000359517
ENSG00000090316	OTTHUMT00000359518
ENSG00000090376	OTTHUMT00000401908
ENSG00000090376	OTTHUMT00000401910
ENSG00000090402	OTTHUMT00000350116
ENSG00000090432	OTTHUMT00000007951
ENSG00000090447	OTTHUMT00000251595
ENSG00000090470	OTTHUMT00000256784
ENSG00000090487	ENST00000433215
ENSG00000090487	OTTHUMT00000256758
ENSG00000090512	OTTHUMT00000344679
ENSG00000090512	OTTHUMT00000344682
ENSG00000090512	OTTHUMT00000344683
ENSG00000090530	OTTHUMT00000343855
ENSG00000090530	OTTHUMT00000343856
ENSG00000090534	OTTHUMT00000345554
ENSG00000090539	OTTHUMT00000280432
ENSG00000090539	OTTHUMT00000345496
ENSG00000090565	OTTHUMT00000109066
ENSG00000090581	OTTHUMT00000109058
ENSG00000090612	OTTHUMT00000397191
ENSG00000090612	OTTHUMT00000397199
ENSG00000090621	OTTHUMT00000025220
ENSG00000090621	OTTHUMT00000025221
ENSG00000090621	OTTHUMT00000025223
ENSG00000090686	OTTHUMT00000021372
ENSG00000090686	OTTHUMT00000021377
ENSG00000090776	OTTHUMT00000057029
ENSG00000090889	OTTHUMT00000057068
ENSG00000090905	OTTHUMT00000214081
ENSG00000090905	OTTHUMT00000313982
ENSG00000090924	ENST00000378550
ENSG00000090924	OTTHUMT00000326802
ENSG00000090924	OTTHUMT00000326803
ENSG00000090975	OTTHUMT00000401341
ENSG00000090975	OTTHUMT00000401345
ENSG00000090989	OTTHUMT00000220010
ENSG00000090989	OTTHUMT00000250952
ENSG00000090989	OTTHUMT00000361799
ENSG00000091009	OTTHUMT00000373420
ENSG00000091010	OTTHUMT00000251887
ENSG00000091073	OTTHUMT00000253104
ENSG00000091073	OTTHUMT00000341072
ENSG00000091073	OTTHUMT00000341073
ENSG00000091073	OTTHUMT00000341074
ENSG00000091106	OTTHUMT00000325223
ENSG00000091106	OTTHUMT00000325225
ENSG00000091127	OTTHUMT00000348680
ENSG00000091128	ENST00000388781
ENSG00000091128	OTTHUMT00000337442
ENSG00000091129	OTTHUMT00000337939
ENSG00000091129	OTTHUMT00000337943
ENSG00000091136	OTTHUMT00000314584
ENSG00000091137	OTTHUMT00000337148
ENSG00000091138	OTTHUMT00000337190
ENSG00000091140	OTTHUMT00000337194
ENSG00000091140	OTTHUMT00000337196
ENSG00000091140	OTTHUMT00000337198
ENSG00000091157	OTTHUMT00000256062
ENSG00000091164	OTTHUMT00000256064
ENSG00000091181	OTTHUMT00000206523
ENSG00000091181	OTTHUMT00000206686
ENSG00000091181	OTTHUMT00000337536
ENSG00000091181	OTTHUMT00000337537
ENSG00000091181	OTTHUMT00000337538
ENSG00000091181	OTTHUMT00000337539
ENSG00000091262	OTTHUMT00000252232
ENSG00000091317	OTTHUMT00000253247
ENSG00000091409	OTTHUMT00000255369
ENSG00000091409	OTTHUMT00000333825
ENSG00000091428	OTTHUMT00000257864
ENSG00000091428	OTTHUMT00000257867
ENSG00000091436	ENST00000409176
ENSG00000091436	OTTHUMT00000255401
ENSG00000091436	OTTHUMT00000255402
ENSG00000091482	OTTHUMT00000056023
ENSG00000091483	OTTHUMT00000095490
ENSG00000091490	OTTHUMT00000360259
ENSG00000091490	OTTHUMT00000360261
ENSG00000091513	OTTHUMT00000317775
ENSG00000091527	OTTHUMT00000357203
ENSG00000091527	OTTHUMT00000357204
ENSG00000091527	OTTHUMT00000357205
ENSG00000091536	OTTHUMT00000132048
ENSG00000091542	OTTHUMT00000132069
ENSG00000091622	OTTHUMT00000219824
ENSG00000091651	OTTHUMT00000255739
ENSG00000091656	OTTHUMT00000379197
ENSG00000091664	OTTHUMT00000387671
ENSG00000091704	OTTHUMT00000349736
ENSG00000091732	OTTHUMT00000349316
ENSG00000091732	OTTHUMT00000349317
ENSG00000091831	ENST00000443427
ENSG00000091831	OTTHUMT00000043308
ENSG00000091831	OTTHUMT00000043309
ENSG00000091831	OTTHUMT00000319126
ENSG00000091879	OTTHUMT00000206737
ENSG00000091879	OTTHUMT00000374670
ENSG00000091972	OTTHUMT00000354078
ENSG00000091972	OTTHUMT00000354079
ENSG00000091972	OTTHUMT00000354080
ENSG00000091986	OTTHUMT00000354219
ENSG00000092009	OTTHUMT00000276535
ENSG00000092010	OTTHUMT00000071910
ENSG00000092020	OTTHUMT00000276687
ENSG00000092036	ENST00000397409
ENSG00000092036	ENST00000490506
ENSG00000092036	OTTHUMT00000071680
ENSG00000092036	OTTHUMT00000071682
ENSG00000092036	OTTHUMT00000071683
ENSG00000092051	OTTHUMT00000071838
ENSG00000092067	OTTHUMT00000071716
ENSG00000092068	OTTHUMT00000071718
ENSG00000092068	OTTHUMT00000071719
ENSG00000092068	OTTHUMT00000382163
ENSG00000092094	OTTHUMT00000073635
ENSG00000092096	OTTHUMT00000071769
ENSG00000092096	OTTHUMT00000157223
ENSG00000092098	OTTHUMT00000071921
ENSG00000092108	OTTHUMT00000276612
ENSG00000092140	OTTHUMT00000276613
ENSG00000092201	OTTHUMT00000074025
ENSG00000092208	OTTHUMT00000071959
ENSG00000092208	OTTHUMT00000071960
ENSG00000092208	OTTHUMT00000276730
ENSG00000092295	OTTHUMT00000073160
ENSG00000092345	OTTHUMT00000347261
ENSG00000092345	OTTHUMT00000347262
ENSG00000092377	OTTHUMT00000085360
ENSG00000092377	OTTHUMT00000085361
ENSG00000092377	OTTHUMT00000085362
ENSG00000092421	OTTHUMT00000371270
ENSG00000092421	OTTHUMT00000371271
ENSG00000092421	OTTHUMT00000371272
ENSG00000092421	OTTHUMT00000371275
ENSG00000092421	OTTHUMT00000371283
ENSG00000092445	OTTHUMT00000252693
ENSG00000092470	OTTHUMT00000133482
ENSG00000092529	OTTHUMT00000253099
ENSG00000092529	OTTHUMT00000253102
ENSG00000092529	OTTHUMT00000253103
ENSG00000092531	OTTHUMT00000253111
ENSG00000092607	OTTHUMT00000034080
ENSG00000092607	OTTHUMT00000034351
ENSG00000092621	OTTHUMT00000033464
ENSG00000092621	OTTHUMT00000033465
ENSG00000092758	OTTHUMT00000080071
ENSG00000092820	OTTHUMT00000042878
ENSG00000092820	OTTHUMT00000042879
ENSG00000092847	OTTHUMT00000019336
ENSG00000092847	OTTHUMT00000019337
ENSG00000092850	OTTHUMT00000020200
ENSG00000092853	OTTHUMT00000012014
ENSG00000092853	OTTHUMT00000377651
ENSG00000092853	OTTHUMT00000377857
ENSG00000092871	ENST00000394597
ENSG00000092871	OTTHUMT00000256460
ENSG00000092964	OTTHUMT00000216904
ENSG00000092964	OTTHUMT00000259275
ENSG00000092969	OTTHUMT00000095359
ENSG00000092969	OTTHUMT00000095360
ENSG00000092978	OTTHUMT00000001272
ENSG00000092978	OTTHUMT00000091983
ENSG00000093000	OTTHUMT00000321993
ENSG00000093000	OTTHUMT00000321995
ENSG00000093009	OTTHUMT00000317904
ENSG00000093010	OTTHUMT00000318770
ENSG00000093010	OTTHUMT00000318936
ENSG00000093072	ENST00000399837
ENSG00000093072	OTTHUMT00000316079
ENSG00000093072	OTTHUMT00000316080
ENSG00000093072	OTTHUMT00000316081
ENSG00000093134	OTTHUMT00000360624
ENSG00000093134	OTTHUMT00000398413
ENSG00000093134	OTTHUMT00000398415
ENSG00000093144	OTTHUMT00000042125
ENSG00000093144	OTTHUMT00000042127
ENSG00000093144	OTTHUMT00000042128
ENSG00000093144	OTTHUMT00000042131
ENSG00000093167	OTTHUMT00000253336
ENSG00000093167	OTTHUMT00000342193
ENSG00000093167	OTTHUMT00000342195
ENSG00000093183	OTTHUMT00000254733
ENSG00000093183	OTTHUMT00000254734
ENSG00000093183	OTTHUMT00000343420
ENSG00000093217	OTTHUMT00000254062
ENSG00000094631	OTTHUMT00000083394
ENSG00000094631	OTTHUMT00000318628
ENSG00000094755	OTTHUMT00000371873
ENSG00000094796	OTTHUMT00000257286
ENSG00000094804	OTTHUMT00000257129
ENSG00000094841	OTTHUMT00000057278
ENSG00000094841	OTTHUMT00000057280
ENSG00000094880	OTTHUMT00000251275
ENSG00000094963	OTTHUMT00000086216
ENSG00000094963	OTTHUMT00000394474
ENSG00000094975	OTTHUMT00000084273
ENSG00000094975	OTTHUMT00000084274
ENSG00000095002	OTTHUMT00000250805
ENSG00000095015	OTTHUMT00000132309
ENSG00000095110	OTTHUMT00000399160
ENSG00000095139	OTTHUMT00000389274
ENSG00000095139	OTTHUMT00000389275
ENSG00000095139	OTTHUMT00000389278
ENSG00000095203	OTTHUMT00000053592
ENSG00000095203	OTTHUMT00000053593
ENSG00000095209	OTTHUMT00000053517
ENSG00000095261	OTTHUMT00000053825
ENSG00000095261	OTTHUMT00000053827
ENSG00000095303	OTTHUMT00000053933
ENSG00000095303	OTTHUMT00000053934
ENSG00000095319	OTTHUMT00000054529
ENSG00000095321	OTTHUMT00000253700
ENSG00000095370	ENST00000373274
ENSG00000095370	OTTHUMT00000054264
ENSG00000095370	OTTHUMT00000054267
ENSG00000095370	OTTHUMT00000054268
ENSG00000095380	OTTHUMT00000053359
ENSG00000095383	OTTHUMT00000053367
ENSG00000095397	OTTHUMT00000053773
ENSG00000095397	OTTHUMT00000053776
ENSG00000095464	OTTHUMT00000049437
ENSG00000095539	OTTHUMT00000049919
ENSG00000095539	OTTHUMT00000374986
ENSG00000095539	OTTHUMT00000374990
ENSG00000095564	OTTHUMT00000049380
ENSG00000095574	OTTHUMT00000050820
ENSG00000095585	OTTHUMT00000049593
ENSG00000095585	OTTHUMT00000049594
ENSG00000095587	OTTHUMT00000049608
ENSG00000095596	ENST00000394139
ENSG00000095596	OTTHUMT00000049407
ENSG00000095596	OTTHUMT00000049408
ENSG00000095637	OTTHUMT00000049514
ENSG00000095637	OTTHUMT00000049515
ENSG00000095637	OTTHUMT00000049517
ENSG00000095637	OTTHUMT00000049518
ENSG00000095637	OTTHUMT00000049519
ENSG00000095637	OTTHUMT00000049520
ENSG00000095713	OTTHUMT00000049754
ENSG00000095739	OTTHUMT00000047374
ENSG00000095777	OTTHUMT00000047259
ENSG00000095787	OTTHUMT00000047360
ENSG00000095787	OTTHUMT00000047371
ENSG00000095794	OTTHUMT00000047551
ENSG00000095794	OTTHUMT00000047552
ENSG00000095794	OTTHUMT00000047554
ENSG00000095794	OTTHUMT00000047558
ENSG00000095794	OTTHUMT00000047562
ENSG00000095794	OTTHUMT00000357708
ENSG00000095794	OTTHUMT00000357799
ENSG00000095794	OTTHUMT00000357929
ENSG00000095906	OTTHUMT00000250510
ENSG00000095917	OTTHUMT00000250320
ENSG00000095951	OTTHUMT00000039870
ENSG00000095970	OTTHUMT00000040499
ENSG00000095981	OTTHUMT00000040452
ENSG00000095981	OTTHUMT00000372087
ENSG00000095981	OTTHUMT00000372088
ENSG00000095981	OTTHUMT00000372089
ENSG00000096063	OTTHUMT00000040319
ENSG00000096070	OTTHUMT00000040335
ENSG00000096080	OTTHUMT00000040697
ENSG00000096088	OTTHUMT00000040521
ENSG00000096092	OTTHUMT00000040916
ENSG00000096093	OTTHUMT00000040905
ENSG00000096264	OTTHUMT00000040510
ENSG00000096264	OTTHUMT00000040511
ENSG00000096384	OTTHUMT00000040728
ENSG00000096395	OTTHUMT00000040211
ENSG00000096395	OTTHUMT00000368058
ENSG00000096401	OTTHUMT00000040743
ENSG00000096433	OTTHUMT00000040204
ENSG00000096654	ENST00000211936
ENSG00000096654	OTTHUMT00000040146
ENSG00000096696	OTTHUMT00000039786
ENSG00000096696	OTTHUMT00000367313
ENSG00000096717	OTTHUMT00000048296
ENSG00000096717	OTTHUMT00000048297
ENSG00000096746	OTTHUMT00000048323
ENSG00000096746	OTTHUMT00000090165
ENSG00000096872	ENST00000433700
ENSG00000096872	ENST00000443698
ENSG00000096872	OTTHUMT00000055476
ENSG00000096872	OTTHUMT00000378557
ENSG00000096968	OTTHUMT00000051609
ENSG00000097007	OTTHUMT00000054684
ENSG00000097007	OTTHUMT00000054685
ENSG00000097021	OTTHUMT00000003773
ENSG00000097021	OTTHUMT00000003774
ENSG00000097021	OTTHUMT00000003776
ENSG00000097021	OTTHUMT00000003777
ENSG00000097021	OTTHUMT00000003778
ENSG00000097033	OTTHUMT00000028287
ENSG00000097033	OTTHUMT00000028288
ENSG00000097046	ENST00000428239
ENSG00000097046	OTTHUMT00000027928
ENSG00000097096	OTTHUMT00000127989
ENSG00000099139	OTTHUMT00000052716
ENSG00000099194	OTTHUMT00000049857
ENSG00000099204	OTTHUMT00000050469
ENSG00000099204	OTTHUMT00000050470
ENSG00000099204	OTTHUMT00000050477
ENSG00000099219	OTTHUMT00000354877
ENSG00000099246	OTTHUMT00000047326
ENSG00000099246	OTTHUMT00000047328
ENSG00000099246	OTTHUMT00000047329
ENSG00000099250	OTTHUMT00000051205
ENSG00000099250	OTTHUMT00000051206
ENSG00000099251	OTTHUMT00000047631
ENSG00000099256	OTTHUMT00000047243
ENSG00000099256	OTTHUMT00000047244
ENSG00000099260	OTTHUMT00000029672
ENSG00000099282	OTTHUMT00000048444
ENSG00000099284	OTTHUMT00000048480
ENSG00000099290	OTTHUMT00000276917
ENSG00000099338	OTTHUMT00000330204
ENSG00000099341	OTTHUMT00000319627
ENSG00000099365	OTTHUMT00000255521
ENSG00000099377	OTTHUMT00000255554
ENSG00000099381	OTTHUMT00000318244
ENSG00000099385	OTTHUMT00000255547
ENSG00000099385	OTTHUMT00000255548
ENSG00000099399	OTTHUMT00000056157
ENSG00000099715	OTTHUMT00000084979
ENSG00000099715	OTTHUMT00000084980
ENSG00000099721	OTTHUMT00000085358
ENSG00000099769	ENST00000415638
ENSG00000099769	OTTHUMT00000250509
