Ensembl ID	PDB ID
ENSG00000085662	1EL3
ENSG00000085662	1IEI
ENSG00000085662	1MAR
ENSG00000085662	1PWL
ENSG00000085662	1PWM
ENSG00000085662	1T40
ENSG00000085662	1T41
ENSG00000085662	1US0
ENSG00000085662	1X96
ENSG00000085662	1X97
ENSG00000085662	1X98
ENSG00000085662	1XGD
ENSG00000085662	1Z3N
ENSG00000085662	1Z89
ENSG00000085662	1Z8A
ENSG00000085662	2ACQ
ENSG00000085662	2ACR
ENSG00000085662	2ACS
ENSG00000085662	2ACU
ENSG00000085662	2AGT
ENSG00000085662	2DUX
ENSG00000085662	2DUZ
ENSG00000085662	2DV0
ENSG00000085662	2F2K
ENSG00000085662	2FZ8
ENSG00000085662	2FZ9
ENSG00000085662	2FZB
ENSG00000085662	2FZD
ENSG00000085662	2HV5
ENSG00000085662	2HVN
ENSG00000085662	2HVO
ENSG00000085662	2I16
ENSG00000085662	2I17
ENSG00000085662	2IKG
ENSG00000085662	2IKH
ENSG00000085662	2IKI
ENSG00000085662	2IKJ
ENSG00000085662	2INE
ENSG00000085662	2INZ
ENSG00000085662	2IPW
ENSG00000085662	2IQ0
ENSG00000085662	2IQD
ENSG00000085662	2IS7
ENSG00000085662	2ISF
ENSG00000085662	2J8T
ENSG00000085662	2NVC
ENSG00000085662	2NVD
ENSG00000085662	2PD5
ENSG00000085662	2PD9
ENSG00000085662	2PDB
ENSG00000085662	2PDC
ENSG00000085662	2PDF
ENSG00000085662	2PDG
ENSG00000085662	2PDH
ENSG00000085662	2PDI
ENSG00000085662	2PDJ
ENSG00000085662	2PDK
ENSG00000085662	2PDL
ENSG00000085662	2PDM
ENSG00000085662	2PDN
ENSG00000085662	2PDP
ENSG00000085662	2PDQ
ENSG00000085662	2PDU
ENSG00000085662	2PDW
ENSG00000085662	2PDX
ENSG00000085662	2PDY
ENSG00000085662	2PEV
ENSG00000085662	2PF8
ENSG00000085662	2PFH
ENSG00000085662	2PZN
ENSG00000085662	2QXW
ENSG00000085662	2R24
ENSG00000085662	3BCJ
ENSG00000085662	3DN5
ENSG00000085662	3G5E
ENSG00000085662	3GHR
ENSG00000085662	3GHS
ENSG00000085662	3GHT
ENSG00000085662	3GHU
ENSG00000085733	1X69
ENSG00000085733	2D1X
ENSG00000085832	1C07
ENSG00000085832	1EH2
ENSG00000085832	1F8H
ENSG00000085832	1FF1
ENSG00000085832	2IV9
ENSG00000085832	2JXC
ENSG00000086015	2KQF
ENSG00000086062	2AE7
ENSG00000086062	2AEC
ENSG00000086062	2AES
ENSG00000086062	2AGD
ENSG00000086062	2AH9
ENSG00000086062	2FY7
ENSG00000086062	2FYA
ENSG00000086062	2FYB
ENSG00000086062	3EE5
ENSG00000086159	1S6E
ENSG00000086189	1ZQ9
ENSG00000086205	1Z8L
ENSG00000086205	2C6C
ENSG00000086205	2C6G
ENSG00000086205	2C6P
ENSG00000086205	2CIJ
ENSG00000086205	2JBJ
ENSG00000086205	2JBK
ENSG00000086205	2OOT
ENSG00000086205	2OR4
ENSG00000086205	2PVV
ENSG00000086205	2PVW
ENSG00000086205	2XEF
ENSG00000086205	2XEG
ENSG00000086205	2XEI
ENSG00000086205	2XEJ
ENSG00000086205	3BHX
ENSG00000086205	3BI0
ENSG00000086205	3BI1
ENSG00000086205	3BXM
ENSG00000086205	3D7D
ENSG00000086205	3D7F
ENSG00000086205	3D7G
ENSG00000086205	3D7H
ENSG00000086205	3IWW
ENSG00000086475	3FD5
ENSG00000086475	3FD6
ENSG00000086544	2A98
ENSG00000086589	2YTC
ENSG00000086730	3MAZ
ENSG00000086758	2EKK
ENSG00000086758	3G1N
ENSG00000086758	3H1D
ENSG00000086967	2E7C
ENSG00000086967	2EDK
ENSG00000086967	2EDN
ENSG00000087053	1LW3
ENSG00000087053	1M7R
ENSG00000087053	1ZSQ
ENSG00000087053	1ZVR
ENSG00000087076	1YDE
ENSG00000087077	1X61
ENSG00000087077	2DLO
ENSG00000087085	1B41
ENSG00000087085	1F8U
ENSG00000087085	1PUV
ENSG00000087085	1PUW
ENSG00000087085	1VZJ
ENSG00000087085	2CLJ
ENSG00000087085	2X8B
ENSG00000087085	3LII
ENSG00000087086	2FFX
ENSG00000087086	2FG4
ENSG00000087086	2FG8
ENSG00000087086	3HX2
ENSG00000087086	3HX5
ENSG00000087086	3HX7
ENSG00000087086	3KXU
ENSG00000087088	1F16
ENSG00000087088	2G5B
ENSG00000087088	2K7W
ENSG00000087128	2OQ5
ENSG00000087152	2KKT
ENSG00000087191	2KRK
ENSG00000087191	3KW6
ENSG00000087237	2OBD
ENSG00000087245	1CK7
ENSG00000087245	1CXW
ENSG00000087245	1EAK
ENSG00000087245	1GEN
ENSG00000087245	1GXD
ENSG00000087245	1HOV
ENSG00000087245	1J7M
ENSG00000087245	1KS0
ENSG00000087245	1QIB
ENSG00000087245	1RTG
ENSG00000087250	2F5H
ENSG00000087250	2FJ4
ENSG00000087250	2FJ5
ENSG00000087266	2CR4
ENSG00000087365	2DO5
ENSG00000087494	1BZG
ENSG00000087494	1ET3
ENSG00000087494	1M5N
ENSG00000087494	3FFD
ENSG00000087494	3H3G
ENSG00000087586	1MQ4
ENSG00000087586	1MUO
ENSG00000087586	1OL5
ENSG00000087586	1OL6
ENSG00000087586	1OL7
ENSG00000087586	2BMC
ENSG00000087586	2C6D
ENSG00000087586	2C6E
ENSG00000087586	2DWB
ENSG00000087586	2J4Z
ENSG00000087586	2J50
ENSG00000087586	2NP8
ENSG00000087586	2W1C
ENSG00000087586	2W1D
ENSG00000087586	2W1E
ENSG00000087586	2W1F
ENSG00000087586	2W1G
ENSG00000087586	2WQE
ENSG00000087586	2WTV
ENSG00000087586	2WTW
ENSG00000087586	2X6D
ENSG00000087586	2X6E
ENSG00000087586	2X81
ENSG00000087586	2XNE
ENSG00000087586	2XNG
ENSG00000087586	2XRU
ENSG00000087586	3COH
ENSG00000087586	3E5A
ENSG00000087586	3EFW
ENSG00000087586	3FDN
ENSG00000087586	3H0Y
ENSG00000087586	3H0Z
ENSG00000087586	3H10
ENSG00000087586	3HA6
ENSG00000087586	3K5U
ENSG00000087586	3LAU
ENSG00000087586	3MYG
ENSG00000087586	3NRM
ENSG00000087589	2CRE
ENSG00000087842	1J1L
ENSG00000087842	3ACL
ENSG00000087884	2AB1
ENSG00000087884	2Q4Q
ENSG00000088002	1Q1Q
ENSG00000088002	1Q1Z
ENSG00000088002	1Q20
ENSG00000088002	1Q22
ENSG00000088053	2GI7
ENSG00000088179	2CS5
ENSG00000088179	2I75
ENSG00000088179	2VPH
ENSG00000088205	3LY5
ENSG00000088247	2HH2
ENSG00000088247	2HH3
ENSG00000088247	2JVZ
ENSG00000088247	2OPU
ENSG00000088247	2OPV
ENSG00000088280	2B0O
ENSG00000088280	3LVQ
ENSG00000088280	3LVR
ENSG00000088305	3FLG
ENSG00000088320	2NZJ
ENSG00000088325	1OL5
ENSG00000088325	3E5A
ENSG00000088325	3HA6
ENSG00000088387	1WG7
ENSG00000088387	2WM9
ENSG00000088387	2WMN
ENSG00000088387	2WMO
ENSG00000088727	3NWN
ENSG00000088832	1A7X
ENSG00000088832	1B6C
ENSG00000088832	1BKF
ENSG00000088832	1BL4
ENSG00000088832	1D6O
ENSG00000088832	1D7H
ENSG00000088832	1D7I
ENSG00000088832	1D7J
ENSG00000088832	1EYM
ENSG00000088832	1F40
ENSG00000088832	1FAP
ENSG00000088832	1FKB
ENSG00000088832	1FKD
ENSG00000088832	1FKF
ENSG00000088832	1FKG
ENSG00000088832	1FKH
ENSG00000088832	1FKI
ENSG00000088832	1FKJ
ENSG00000088832	1FKR
ENSG00000088832	1FKS
ENSG00000088832	1FKT
ENSG00000088832	1J4H
ENSG00000088832	1J4I
ENSG00000088832	1J4R
ENSG00000088832	1NSG
ENSG00000088832	1QPF
ENSG00000088832	1QPL
ENSG00000088832	2DG3
ENSG00000088832	2DG4
ENSG00000088832	2DG9
ENSG00000088832	2FAP
ENSG00000088832	2FKE
ENSG00000088832	2PPN
ENSG00000088832	2PPO
ENSG00000088832	2PPP
ENSG00000088832	3FAP
ENSG00000088832	3H9R
ENSG00000088832	3MDY
ENSG00000088832	4FAP
ENSG00000088833	1SS6
ENSG00000088888	2VGQ
ENSG00000088926	1XX9
ENSG00000088926	1XXD
ENSG00000088926	1XXF
ENSG00000088926	1ZHM
ENSG00000088926	1ZHP
ENSG00000088926	1ZHR
ENSG00000088926	1ZJD
ENSG00000088926	1ZLR
ENSG00000088926	1ZMJ
ENSG00000088926	1ZML
ENSG00000088926	1ZMN
ENSG00000088926	1ZOM
ENSG00000088926	1ZPB
ENSG00000088926	1ZPC
ENSG00000088926	1ZPZ
ENSG00000088926	1ZRK
ENSG00000088926	1ZSJ
ENSG00000088926	1ZSK
ENSG00000088926	1ZSL
ENSG00000088926	1ZTJ
ENSG00000088926	1ZTK
ENSG00000088926	1ZTL
ENSG00000088926	2F83
ENSG00000088926	2FDA
ENSG00000088926	2J8J
ENSG00000088926	2J8L
ENSG00000088926	3BG8
ENSG00000088986	1CMI
ENSG00000089006	1SYS
ENSG00000089012	2JJW
ENSG00000089050	2QS9
ENSG00000089123	2A8I
ENSG00000089123	2A8J
ENSG00000089123	2A8L
ENSG00000089123	2A8M
ENSG00000089159	1KKY
ENSG00000089159	1KL0
ENSG00000089159	2O9V
ENSG00000089159	2VZD
ENSG00000089159	2VZG
ENSG00000089159	2VZI
ENSG00000089159	3GM1
ENSG00000089177	2V14
ENSG00000089220	1BD9
ENSG00000089220	1BEH
ENSG00000089220	2QYQ
ENSG00000089225	2X6U
ENSG00000089225	2X6V
ENSG00000089248	2QC7
ENSG00000089682	2CPX
ENSG00000089685	1E31
ENSG00000089685	1F3H
ENSG00000089685	1XOX
ENSG00000089685	2QFA
ENSG00000089685	2RAW
ENSG00000089685	2RAX
ENSG00000089723	1TFF
ENSG00000089820	2EPD
ENSG00000089902	2IW5
ENSG00000089902	2UXN
ENSG00000089902	2UXX
ENSG00000089902	2V1D
ENSG00000089902	2X0L
ENSG00000089902	2XAF
ENSG00000089902	2XAG
ENSG00000089902	2XAH
ENSG00000089902	2XAJ
ENSG00000089902	2XAQ
ENSG00000089902	2XAS
ENSG00000090013	1HDO
ENSG00000090013	1HE2
ENSG00000090013	1HE3
ENSG00000090013	1HE4
ENSG00000090013	1HE5
ENSG00000090020	1Y4E
ENSG00000090020	2BEC
ENSG00000090020	2E30
ENSG00000090020	2HTG
ENSG00000090020	2KBV
ENSG00000090020	2L0E
ENSG00000090061	2I53
ENSG00000090104	2BV1
ENSG00000090104	2GTP
ENSG00000090339	1D3E
ENSG00000090339	1D3I
ENSG00000090339	1D3L
ENSG00000090339	1IAM
ENSG00000090339	1IC1
ENSG00000090339	1IJ4
ENSG00000090339	1MQ8
ENSG00000090339	1P53
ENSG00000090339	1Z7Z
ENSG00000090339	2OZ4
ENSG00000090382	133L
ENSG00000090382	134L
ENSG00000090382	1B5U
ENSG00000090382	1B5V
ENSG00000090382	1B5W
ENSG00000090382	1B5X
ENSG00000090382	1B5Y
ENSG00000090382	1B5Z
ENSG00000090382	1B7L
ENSG00000090382	1B7M
ENSG00000090382	1B7N
ENSG00000090382	1B7O
ENSG00000090382	1B7P
ENSG00000090382	1B7Q
ENSG00000090382	1B7R
ENSG00000090382	1B7S
ENSG00000090382	1BB3
ENSG00000090382	1BB4
ENSG00000090382	1BB5
ENSG00000090382	1C43
ENSG00000090382	1C45
ENSG00000090382	1C46
ENSG00000090382	1C7P
ENSG00000090382	1CJ6
ENSG00000090382	1CJ7
ENSG00000090382	1CJ8
ENSG00000090382	1CJ9
ENSG00000090382	1CKC
ENSG00000090382	1CKD
ENSG00000090382	1CKF
ENSG00000090382	1CKG
ENSG00000090382	1CKH
ENSG00000090382	1D6P
ENSG00000090382	1D6Q
ENSG00000090382	1DI3
ENSG00000090382	1DI4
ENSG00000090382	1DI5
ENSG00000090382	1EQ4
ENSG00000090382	1EQ5
ENSG00000090382	1EQE
ENSG00000090382	1GAY
ENSG00000090382	1GAZ
ENSG00000090382	1GB0
ENSG00000090382	1GB2
ENSG00000090382	1GB3
ENSG00000090382	1GB5
ENSG00000090382	1GB6
ENSG00000090382	1GB7
ENSG00000090382	1GB8
ENSG00000090382	1GB9
ENSG00000090382	1GBO
ENSG00000090382	1GBW
ENSG00000090382	1GBX
ENSG00000090382	1GBY
ENSG00000090382	1GBZ
ENSG00000090382	1GDW
ENSG00000090382	1GDX
ENSG00000090382	1GE0
ENSG00000090382	1GE1
ENSG00000090382	1GE2
ENSG00000090382	1GE3
ENSG00000090382	1GE4
ENSG00000090382	1GEV
ENSG00000090382	1GEZ
ENSG00000090382	1GF0
ENSG00000090382	1GF3
ENSG00000090382	1GF4
ENSG00000090382	1GF5
ENSG00000090382	1GF6
ENSG00000090382	1GF7
ENSG00000090382	1GF8
ENSG00000090382	1GF9
ENSG00000090382	1GFA
ENSG00000090382	1GFE
ENSG00000090382	1GFG
ENSG00000090382	1GFH
ENSG00000090382	1GFJ
ENSG00000090382	1GFK
ENSG00000090382	1GFR
ENSG00000090382	1GFT
ENSG00000090382	1GFU
ENSG00000090382	1GFV
ENSG00000090382	1HNL
ENSG00000090382	1I1Z
ENSG00000090382	1I20
ENSG00000090382	1I22
ENSG00000090382	1INU
ENSG00000090382	1IOC
ENSG00000090382	1IP1
ENSG00000090382	1IP2
ENSG00000090382	1IP3
ENSG00000090382	1IP4
ENSG00000090382	1IP5
ENSG00000090382	1IP6
ENSG00000090382	1IP7
ENSG00000090382	1IWT
ENSG00000090382	1IWU
ENSG00000090382	1IWV
ENSG00000090382	1IWW
ENSG00000090382	1IWX
ENSG00000090382	1IWY
ENSG00000090382	1IWZ
ENSG00000090382	1IX0
ENSG00000090382	1IY3
ENSG00000090382	1IY4
ENSG00000090382	1JKA
ENSG00000090382	1JKB
ENSG00000090382	1JKC
ENSG00000090382	1JKD
ENSG00000090382	1JSF
ENSG00000090382	1JWR
ENSG00000090382	1LAA
ENSG00000090382	1LHH
ENSG00000090382	1LHI
ENSG00000090382	1LHJ
ENSG00000090382	1LHK
ENSG00000090382	1LHL
ENSG00000090382	1LHM
ENSG00000090382	1LMT
ENSG00000090382	1LOZ
ENSG00000090382	1LYY
ENSG00000090382	1LZ1
ENSG00000090382	1LZ4
ENSG00000090382	1LZ5
ENSG00000090382	1LZ6
ENSG00000090382	1LZR
ENSG00000090382	1LZS
ENSG00000090382	1OP9
ENSG00000090382	1OUA
ENSG00000090382	1OUB
ENSG00000090382	1OUC
ENSG00000090382	1OUD
ENSG00000090382	1OUE
ENSG00000090382	1OUF
ENSG00000090382	1OUG
ENSG00000090382	1OUH
ENSG00000090382	1OUI
ENSG00000090382	1OUJ
ENSG00000090382	1QSW
ENSG00000090382	1RE2
ENSG00000090382	1REM
ENSG00000090382	1REX
ENSG00000090382	1REY
ENSG00000090382	1REZ
ENSG00000090382	1TAY
ENSG00000090382	1TBY
ENSG00000090382	1TCY
ENSG00000090382	1TDY
ENSG00000090382	1UBZ
ENSG00000090382	1W08
ENSG00000090382	1WQM
ENSG00000090382	1WQN
ENSG00000090382	1WQO
ENSG00000090382	1WQP
ENSG00000090382	1WQQ
ENSG00000090382	1WQR
ENSG00000090382	1YAM
ENSG00000090382	1YAN
ENSG00000090382	1YAO
ENSG00000090382	1YAP
ENSG00000090382	1YAQ
ENSG00000090382	207L
ENSG00000090382	208L
ENSG00000090382	2BQA
ENSG00000090382	2BQB
ENSG00000090382	2BQC
ENSG00000090382	2BQD
ENSG00000090382	2BQE
ENSG00000090382	2BQF
ENSG00000090382	2BQG
ENSG00000090382	2BQH
ENSG00000090382	2BQI
ENSG00000090382	2BQJ
ENSG00000090382	2BQK
ENSG00000090382	2BQL
ENSG00000090382	2BQM
ENSG00000090382	2BQN
ENSG00000090382	2BQO
ENSG00000090382	2HEA
ENSG00000090382	2HEB
ENSG00000090382	2HEC
ENSG00000090382	2HED
ENSG00000090382	2HEE
ENSG00000090382	2HEF
ENSG00000090382	2LHM
ENSG00000090382	2MEA
ENSG00000090382	2MEB
ENSG00000090382	2MEC
ENSG00000090382	2MED
ENSG00000090382	2MEE
ENSG00000090382	2MEF
ENSG00000090382	2MEG
ENSG00000090382	2MEH
ENSG00000090382	2MEI
ENSG00000090382	2NWD
ENSG00000090382	2ZIJ
ENSG00000090382	2ZIK
ENSG00000090382	2ZIL
ENSG00000090382	2ZWB
ENSG00000090382	3EBA
ENSG00000090382	3FE0
ENSG00000090382	3LHM
ENSG00000090402	3LPO
ENSG00000090402	3LPP
ENSG00000090534	1V7M
ENSG00000090534	1V7N
ENSG00000090554	1ETE
ENSG00000090565	2D7C
ENSG00000090565	2HV8
ENSG00000090612	2EL4
ENSG00000090612	2EL5
ENSG00000090612	2EL6
ENSG00000090612	2EM1
ENSG00000090612	2EMV
ENSG00000090612	2EMW
ENSG00000090612	2EMX
ENSG00000090612	2EMY
ENSG00000090612	2EN0
ENSG00000090612	2EN6
ENSG00000090612	2EN7
ENSG00000090612	2EOF
ENSG00000090612	2EOG
ENSG00000090612	2EOI
ENSG00000090612	2EOJ
ENSG00000090612	2EOK
ENSG00000090612	2EOL
ENSG00000090612	2EOP
ENSG00000090612	2EPV
ENSG00000090612	2EPW
ENSG00000090612	2EPY
ENSG00000090612	2YTF
ENSG00000090612	2YTQ
ENSG00000090659	1K9I
ENSG00000090659	1SL4
ENSG00000090659	1SL5
ENSG00000090659	2B6B
ENSG00000090659	2IT5
ENSG00000090659	2IT6
ENSG00000091039	1V88
ENSG00000091129	1UEN
ENSG00000091129	1UEY
ENSG00000091140	1ZMC
ENSG00000091140	1ZMD
ENSG00000091140	1ZY8
ENSG00000091140	2F5Z
ENSG00000091164	1GH2
ENSG00000091164	1WWY
ENSG00000091181	1OBX
ENSG00000091181	1OBZ
ENSG00000091483	3E04
ENSG00000091513	1A8E
ENSG00000091513	1A8F
ENSG00000091513	1B3E
ENSG00000091513	1BP5
ENSG00000091513	1BTJ
ENSG00000091513	1D3K
ENSG00000091513	1D4N
ENSG00000091513	1DTG
ENSG00000091513	1FQE
ENSG00000091513	1FQF
ENSG00000091513	1JQF
ENSG00000091513	1N7W
ENSG00000091513	1N7X
ENSG00000091513	1N84
ENSG00000091513	1OQG
ENSG00000091513	1OQH
ENSG00000091513	1RYO
ENSG00000091513	1SUV
ENSG00000091513	2HAU
ENSG00000091513	2HAV
ENSG00000091513	2O7U
ENSG00000091513	2O84
ENSG00000091513	3FGS
ENSG00000091583	1C1Z
ENSG00000091583	1G4F
ENSG00000091583	1G4G
ENSG00000091583	1QUB
ENSG00000091583	2KRI
ENSG00000091592	1PN5
ENSG00000091592	3KAT
ENSG00000091640	2CPM
ENSG00000091704	2V77
ENSG00000091704	3FJU
ENSG00000091831	1A52
ENSG00000091831	1AKF
ENSG00000091831	1ERE
ENSG00000091831	1ERR
ENSG00000091831	1G50
ENSG00000091831	1GWQ
ENSG00000091831	1GWR
ENSG00000091831	1HCP
ENSG00000091831	1HCQ
ENSG00000091831	1L2I
ENSG00000091831	1PCG
ENSG00000091831	1QKT
ENSG00000091831	1QKU
ENSG00000091831	1R5K
ENSG00000091831	1SJ0
ENSG00000091831	1UOM
ENSG00000091831	1X7E
ENSG00000091831	1X7R
ENSG00000091831	1XP1
ENSG00000091831	1XP6
ENSG00000091831	1XP9
ENSG00000091831	1XPC
ENSG00000091831	1XQC
ENSG00000091831	1YIM
ENSG00000091831	1YIN
ENSG00000091831	1ZKY
ENSG00000091831	2AYR
ENSG00000091831	2B1V
ENSG00000091831	2B1Z
ENSG00000091831	2B23
ENSG00000091831	2BJ4
ENSG00000091831	2FAI
ENSG00000091831	2G44
ENSG00000091831	2G5O
ENSG00000091831	2I0J
ENSG00000091831	2IOG
ENSG00000091831	2IOK
ENSG00000091831	2JF9
ENSG00000091831	2JFA
ENSG00000091831	2OCF
ENSG00000091831	2OUZ
ENSG00000091831	2P15
ENSG00000091831	2POG
ENSG00000091831	2Q6J
ENSG00000091831	2Q70
ENSG00000091831	2QA6
ENSG00000091831	2QA8
ENSG00000091831	2QAB
ENSG00000091831	2QE4
ENSG00000091831	2QGT
ENSG00000091831	2QGW
ENSG00000091831	2QH6
ENSG00000091831	2QR9
ENSG00000091831	2QSE
ENSG00000091831	2QXM
ENSG00000091831	2QXS
ENSG00000091831	2QZO
ENSG00000091831	2R6W
ENSG00000091831	2R6Y
ENSG00000091831	3CBM
ENSG00000091831	3CBO
ENSG00000091831	3CBP
ENSG00000091831	3DT3
ENSG00000091831	3ERD
ENSG00000091831	3ERT
ENSG00000091831	3HLV
ENSG00000091831	3HM1
ENSG00000091831	3OS8
ENSG00000091831	3OS9
ENSG00000091831	3OSA
ENSG00000091844	1ZV4
ENSG00000091879	1Z3S
ENSG00000091879	1Z3U
ENSG00000091879	2GY7
ENSG00000092009	1KLT
ENSG00000092009	1NN6
ENSG00000092009	1PJP
ENSG00000092009	1T31
ENSG00000092009	2HVX
ENSG00000092009	3N7O
ENSG00000092010	1AVO
ENSG00000092054	1IK2
ENSG00000092054	2FXM
ENSG00000092054	2FXO
ENSG00000092054	3DTP
ENSG00000092098	2CT7
ENSG00000092148	2DK3
ENSG00000092148	3DKM
ENSG00000092199	1TXP
ENSG00000092199	1WF2
ENSG00000092330	3BQO
ENSG00000092330	3BU8
ENSG00000092445	1RHF
ENSG00000092529	1Y9V
ENSG00000092531	1NHL
ENSG00000092621	2G76
ENSG00000092820	1NI2
ENSG00000092847	1SI2
ENSG00000092847	1SI3
ENSG00000092871	1Y02
ENSG00000092964	2GSE
ENSG00000092964	2VM8
ENSG00000092969	1TFG
ENSG00000092969	2TGI
ENSG00000093000	2EC1
ENSG00000093010	3A7E
ENSG00000093010	3BWM
ENSG00000093010	3BWY
ENSG00000093072	3LGD
ENSG00000093072	3LGG
ENSG00000093100	2D88
ENSG00000094631	3C5K
ENSG00000094631	3GV4
ENSG00000094804	2CCH
ENSG00000094804	2CCI
ENSG00000094916	3FDT
ENSG00000094916	3I3C
ENSG00000095002	2O8B
ENSG00000095002	2O8C
ENSG00000095002	2O8D
ENSG00000095002	2O8E
ENSG00000095002	2O8F
ENSG00000095059	1DHS
ENSG00000095059	1RLZ
ENSG00000095059	1ROZ
ENSG00000095059	1RQD
ENSG00000095321	1NM8
ENSG00000095321	1S5O
ENSG00000095380	1WVO
ENSG00000095383	2DHK
ENSG00000095397	1UEZ
ENSG00000095397	1UF1
ENSG00000095397	1UFX
ENSG00000095637	2DL3
ENSG00000095637	2ECZ
ENSG00000095637	2O2W
ENSG00000095637	2O31
ENSG00000095637	2O9S
ENSG00000095637	2O9V
ENSG00000095951	1BBO
ENSG00000095951	3ZNF
ENSG00000095951	4ZNF
ENSG00000096006	2CQ7
ENSG00000096060	1KT0
ENSG00000096063	1WAK
ENSG00000096063	1WBP
ENSG00000096063	3BEG
ENSG00000096070	3PFS
ENSG00000096088	1AVF
ENSG00000096088	1HTR
ENSG00000096155	1WX9
ENSG00000096264	1HKF
ENSG00000096384	1QZ2
ENSG00000096384	1UYM
ENSG00000096395	1LBJ
ENSG00000096401	2DIM
ENSG00000096401	2DIN
ENSG00000096696	1LM5
ENSG00000096696	1LM7
ENSG00000096968	2B7A
ENSG00000096968	2W1I
ENSG00000096968	3E62
ENSG00000096968	3E63
ENSG00000096968	3E64
ENSG00000096968	3FUP
ENSG00000096968	3IO7
ENSG00000096968	3IOK
ENSG00000096968	3JY9
ENSG00000096968	3KCK
ENSG00000096968	3KRR
ENSG00000096968	3LPB
ENSG00000097007	1AB2
ENSG00000097007	1ABL
ENSG00000097007	1AWO
ENSG00000097007	1BBZ
ENSG00000097007	1JU5
ENSG00000097007	1OPL
ENSG00000097007	1ZZP
ENSG00000097007	2ABL
ENSG00000097007	2E2B
ENSG00000097007	2F4J
ENSG00000097007	2FO0
ENSG00000097007	2G1T
ENSG00000097007	2G2F
ENSG00000097007	2G2H
ENSG00000097007	2G2I
ENSG00000097007	2GQG
ENSG00000097007	2HIW
ENSG00000097007	2HYY
ENSG00000097007	2HZ0
ENSG00000097007	2HZ4
ENSG00000097007	2HZI
ENSG00000097007	2O88
ENSG00000097007	2V7A
ENSG00000097007	3CS9
ENSG00000097007	3EG0
ENSG00000097007	3EG1
ENSG00000097007	3EG2
ENSG00000097007	3EG3
ENSG00000097007	3EGU
ENSG00000097007	3K2M
ENSG00000097021	2QQ2
ENSG00000099246	1X3S
ENSG00000099250	1KEX
ENSG00000099250	2QQI
ENSG00000099250	2QQM
ENSG00000099250	2QQN
ENSG00000099250	3I97
ENSG00000099256	2JBH
ENSG00000099284	2XD7
ENSG00000099308	1V9V
ENSG00000099308	3KHF
ENSG00000099326	2FI2
ENSG00000099617	2WO3
ENSG00000099622	1X5S
ENSG00000099783	2DGV
ENSG00000099783	2DH9
ENSG00000099783	2DO0
ENSG00000099783	2OT8
ENSG00000099797	2DZJ
ENSG00000099804	2OB4
ENSG00000099810	1CB0
ENSG00000099810	1CG6
ENSG00000099810	1K27
ENSG00000099810	1SD1
ENSG00000099810	1SD2
ENSG00000099810	3LN5
ENSG00000099866	1BQS
ENSG00000099866	1GSM
ENSG00000099875	2AC3
ENSG00000099875	2AC5
ENSG00000099875	2HW7
ENSG00000099901	1K5D
ENSG00000099901	1K5G
ENSG00000099917	2GUT
ENSG00000099937	1JMJ
ENSG00000099937	1JMO
ENSG00000099942	2BZX
ENSG00000099942	2BZY
ENSG00000099942	2DBK
ENSG00000099942	2EO3
ENSG00000099954	3NXB
ENSG00000099968	2IPD
ENSG00000099977	1DPT
ENSG00000099985	1EVS
ENSG00000099991	1N6J
ENSG00000099995	1ZKH
ENSG00000099995	2DT6
ENSG00000099995	2DT7
ENSG00000100003	1O6U
ENSG00000100003	1OLM
ENSG00000100014	1MMH
ENSG00000100014	1UPE
ENSG00000100014	3EML
ENSG00000100023	1ZKC
ENSG00000100028	1D3B
ENSG00000100028	3CW1
ENSG00000100029	2EP8
ENSG00000100030	1PME
ENSG00000100030	1TVO
ENSG00000100030	1WZY
ENSG00000100030	2E14
ENSG00000100030	2OJG
ENSG00000100030	2OJI
ENSG00000100030	2OJJ
ENSG00000100030	3D42
ENSG00000100030	3D44
ENSG00000100030	3I5Z
ENSG00000100030	3I60
ENSG00000100079	1HLC
ENSG00000100083	1J2J
ENSG00000100083	1JWF
ENSG00000100083	1JWG
ENSG00000100083	1NA8
ENSG00000100083	1NAF
ENSG00000100083	1NWM
ENSG00000100083	1O3X
ENSG00000100083	1OM9
ENSG00000100083	1OXZ
ENSG00000100083	1PY1
ENSG00000100083	1UJJ
ENSG00000100083	1UJK
ENSG00000100083	1X79
ENSG00000100083	2DWX
ENSG00000100083	2DWY
ENSG00000100083	3G2S
ENSG00000100083	3G2T
ENSG00000100083	3G2U
ENSG00000100083	3G2V
ENSG00000100083	3G2W
ENSG00000100084	2I32
ENSG00000100095	2YRA
ENSG00000100097	1GZW
ENSG00000100097	1W6M
ENSG00000100097	1W6N
ENSG00000100097	1W6O
ENSG00000100097	1W6P
ENSG00000100097	1W6Q
ENSG00000100097	2KM2
ENSG00000100097	2ZKN
ENSG00000100097	3OY8
ENSG00000100097	3OYW
ENSG00000100105	2EPP
ENSG00000100105	2EPQ
ENSG00000100105	2EPR
ENSG00000100105	2EPS
ENSG00000100105	2YT9
ENSG00000100122	1OKI
ENSG00000100138	1E7K
ENSG00000100138	2JNB
ENSG00000100138	2OZB
ENSG00000100139	2KSP
ENSG00000100142	1QKL
ENSG00000100151	2GZV
ENSG00000100197	2F9Q
ENSG00000100206	1V5W
ENSG00000100206	2ZJB
ENSG00000100209	3BVO
ENSG00000100234	3CKI
ENSG00000100243	1M91
ENSG00000100243	1UMK
ENSG00000100253	2IBN
