Ensembl ID	RFAM ID
ENSG00000201302	RF00302
ENSG00000201308	RF00026
ENSG00000201309	RF00019
ENSG00000201311	RF00019
ENSG00000201312	RF00001
ENSG00000201314	RF00019
ENSG00000201315	RF00100
ENSG00000201316	RF00409
ENSG00000201317	RF00015
ENSG00000201318	RF00181
ENSG00000201321	RF00001
ENSG00000201324	RF00026
ENSG00000201325	RF00001
ENSG00000201326	RF00105
ENSG00000201329	RF00012
ENSG00000201330	RF00133
ENSG00000201331	RF00105
ENSG00000201339	RF00019
ENSG00000201340	RF00019
ENSG00000201341	RF00026
ENSG00000201342	RF00015
ENSG00000201343	RF00019
ENSG00000201346	RF00012
ENSG00000201347	RF00001
ENSG00000201348	RF00045
ENSG00000201351	RF00019
ENSG00000201354	RF00019
ENSG00000201355	RF00001
ENSG00000201356	RF00001
ENSG00000201358	RF00100
ENSG00000201361	RF00001
ENSG00000201363	RF00019
ENSG00000201364	RF00100
ENSG00000201365	RF00019
ENSG00000201367	RF00026
ENSG00000201368	RF00012
ENSG00000201370	RF00019
ENSG00000201371	RF00019
ENSG00000201372	RF00026
ENSG00000201376	RF00156
ENSG00000201377	RF00019
ENSG00000201378	RF00019
ENSG00000201379	RF00015
ENSG00000201382	RF00026
ENSG00000201384	RF00421
ENSG00000201386	RF00026
ENSG00000201388	RF00263
ENSG00000201390	RF00026
ENSG00000201392	RF00026
ENSG00000201393	RF00056
ENSG00000201394	RF00001
ENSG00000201395	RF00100
ENSG00000201398	RF00096
ENSG00000201403	RF00016
ENSG00000201405	RF00019
ENSG00000201407	RF00263
ENSG00000201410	RF00342
ENSG00000201412	RF00019
ENSG00000201413	RF00001
ENSG00000201415	RF00001
ENSG00000201416	RF00056
ENSG00000201420	RF00001
ENSG00000201421	RF00019
ENSG00000201423	RF00100
ENSG00000201425	RF00019
ENSG00000201426	RF00019
ENSG00000201428	RF00100
ENSG00000201431	RF00026
ENSG00000201432	RF00019
ENSG00000201433	RF00026
ENSG00000201435	RF00015
ENSG00000201436	RF00026
ENSG00000201439	RF00015
ENSG00000201440	RF00001
ENSG00000201441	RF00026
ENSG00000201442	RF00019
ENSG00000201443	RF00026
ENSG00000201444	RF00026
ENSG00000201447	RF00001
ENSG00000201448	RF00092
ENSG00000201450	RF00026
ENSG00000201451	RF00019
ENSG00000201452	RF00026
ENSG00000201457	RF00431
ENSG00000201458	RF00015
ENSG00000201464	RF00019
ENSG00000201465	RF00432
ENSG00000201466	RF00019
ENSG00000201467	RF00190
ENSG00000201469	RF00001
ENSG00000201470	RF00019
ENSG00000201474	RF00026
ENSG00000201476	RF00001
ENSG00000201482	RF00105
ENSG00000201483	RF00019
ENSG00000201487	RF00279
ENSG00000201489	RF00019
ENSG00000201491	RF00015
ENSG00000201492	RF00001
ENSG00000201493	RF00003
ENSG00000201496	RF00100
ENSG00000201498	RF00019
ENSG00000201499	RF00026
ENSG00000201500	RF00181
ENSG00000201501	RF00019
ENSG00000201502	RF00284
ENSG00000201509	RF00019
ENSG00000201510	RF00100
ENSG00000201511	RF00019
ENSG00000201512	RF00056
ENSG00000201516	RF00432
ENSG00000201517	RF00026
ENSG00000201518	RF00001
ENSG00000201519	RF00026
ENSG00000201523	RF00001
ENSG00000201524	RF00026
ENSG00000201527	RF00001
ENSG00000201529	RF00019
ENSG00000201532	RF00001
ENSG00000201533	RF00100
ENSG00000201535	RF00019
ENSG00000201541	RF00408
ENSG00000201542	RF00091
ENSG00000201544	RF00190
ENSG00000201545	RF00015
ENSG00000201547	RF00019
ENSG00000201548	RF00019
ENSG00000201549	RF00019
ENSG00000201550	RF00026
ENSG00000201554	RF00019
ENSG00000201555	RF00019
ENSG00000201557	RF00181
ENSG00000201558	RF00003
ENSG00000201560	RF00026
ENSG00000201563	RF00019
ENSG00000201564	RF00100
ENSG00000201565	RF00019
ENSG00000201566	RF00019
ENSG00000201567	RF00001
ENSG00000201569	RF00181
ENSG00000201570	RF00015
ENSG00000201573	RF00019
ENSG00000201574	RF00003
ENSG00000201579	RF00026
ENSG00000201581	RF00100
ENSG00000201583	RF00100
ENSG00000201584	RF00019
ENSG00000201586	RF00026
ENSG00000201588	RF00001
ENSG00000201591	RF00026
ENSG00000201592	RF00494
ENSG00000201594	RF00001
ENSG00000201595	RF00001
ENSG00000201596	RF00019
ENSG00000201598	RF00026
ENSG00000201599	RF00056
ENSG00000201600	RF00100
ENSG00000201602	RF00019
ENSG00000201604	RF00026
ENSG00000201607	RF00015
ENSG00000201608	RF00015
ENSG00000201609	RF00015
ENSG00000201610	RF00001
ENSG00000201612	RF00100
ENSG00000201613	RF00026
ENSG00000201614	RF00015
ENSG00000201616	RF00003
ENSG00000201618	RF00001
ENSG00000201619	RF00272
ENSG00000201620	RF00001
ENSG00000201622	RF00026
ENSG00000201623	RF00026
ENSG00000201624	RF00019
ENSG00000201627	RF00019
ENSG00000201628	RF00015
ENSG00000201633	RF00019
ENSG00000201634	RF00105
ENSG00000201635	RF00019
ENSG00000201638	RF00019
ENSG00000201640	RF00100
ENSG00000201641	RF00026
ENSG00000201642	RF00026
ENSG00000201643	RF00397
ENSG00000201644	RF00019
ENSG00000201648	RF00015
ENSG00000201649	RF00019
ENSG00000201654	RF00026
ENSG00000201658	RF00026
ENSG00000201659	RF00007
ENSG00000201660	RF00401
ENSG00000201662	RF00026
ENSG00000201663	RF00019
ENSG00000201665	RF00100
ENSG00000201666	RF00284
ENSG00000201668	RF00019
ENSG00000201669	RF00089
ENSG00000201671	RF00001
ENSG00000201672	RF00181
ENSG00000201674	RF00012
ENSG00000201675	RF00133
ENSG00000201676	RF00019
ENSG00000201678	RF00019
ENSG00000201679	RF00105
ENSG00000201680	RF00019
ENSG00000201683	RF00019
ENSG00000201684	RF00100
ENSG00000201686	RF00001
ENSG00000201687	RF00026
ENSG00000201689	RF00181
ENSG00000201690	RF00019
ENSG00000201692	RF00591
ENSG00000201695	RF00001
ENSG00000201699	RF00003
ENSG00000201700	RF00181
ENSG00000201701	RF00402
ENSG00000201704	RF00001
ENSG00000201707	RF00026
ENSG00000201708	RF00001
ENSG00000201709	RF00026
ENSG00000201710	RF00181
ENSG00000201711	RF00026
ENSG00000201713	RF00001
ENSG00000201715	RF00100
ENSG00000201719	RF00439
ENSG00000201723	RF00019
ENSG00000201724	RF00019
ENSG00000201725	RF00026
ENSG00000201727	RF00001
ENSG00000201728	RF00001
ENSG00000201733	RF00416
ENSG00000201736	RF00001
ENSG00000201737	RF00003
ENSG00000201741	RF00019
ENSG00000201742	RF00026
ENSG00000201744	RF00026
ENSG00000201746	RF00026
ENSG00000201747	RF00026
ENSG00000201749	RF00019
ENSG00000201750	RF00012
ENSG00000201752	RF00026
ENSG00000201754	RF00276
ENSG00000201756	RF00019
ENSG00000201758	RF00100
ENSG00000201761	RF00026
ENSG00000201763	RF00001
ENSG00000201766	RF00001
ENSG00000201770	RF00026
ENSG00000201772	RF00392
ENSG00000201774	RF00019
ENSG00000201775	RF00026
ENSG00000201778	RF00019
ENSG00000201780	RF00026
ENSG00000201782	RF00100
ENSG00000201784	RF00016
ENSG00000201785	RF00137
ENSG00000201786	RF00019
ENSG00000201788	RF00019
ENSG00000201789	RF00026
ENSG00000201790	RF00001
ENSG00000201791	RF00092
ENSG00000201792	RF00026
ENSG00000201793	RF00100
ENSG00000201794	RF00100
ENSG00000201796	RF00026
ENSG00000201800	RF00019
ENSG00000201801	RF00020
ENSG00000201805	RF00026
ENSG00000201806	RF00015
ENSG00000201807	RF00443
ENSG00000201808	RF00045
ENSG00000201809	RF00096
ENSG00000201810	RF00096
ENSG00000201811	RF00056
ENSG00000201812	RF00001
ENSG00000201813	RF00026
ENSG00000201815	RF00026
ENSG00000201816	RF00045
ENSG00000201818	RF00019
ENSG00000201820	RF00019
ENSG00000201821	RF00015
ENSG00000201822	RF00001
ENSG00000201823	RF00282
ENSG00000201825	RF00026
ENSG00000201826	RF00026
ENSG00000201827	RF00438
ENSG00000201830	RF00019
ENSG00000201831	RF00105
ENSG00000201838	RF00213
ENSG00000201839	RF00181
ENSG00000201842	RF00181
ENSG00000201843	RF00019
ENSG00000201846	RF00001
ENSG00000201847	RF00089
ENSG00000201850	RF00019
ENSG00000201852	RF00026
ENSG00000201853	RF00309
ENSG00000201856	RF00001
ENSG00000201860	RF00019
ENSG00000201861	RF00001
ENSG00000201862	RF00019
ENSG00000201863	RF00432
ENSG00000201865	RF00278
ENSG00000201867	RF00019
ENSG00000201868	RF00019
ENSG00000201869	RF00026
ENSG00000201875	RF00100
ENSG00000201876	RF00001
ENSG00000201881	RF00019
ENSG00000201882	RF00493
ENSG00000201884	RF00019
ENSG00000201885	RF00019
ENSG00000201892	RF00019
ENSG00000201894	RF00026
ENSG00000201896	RF00100
ENSG00000201898	RF00139
ENSG00000201899	RF00181
ENSG00000201900	RF00019
ENSG00000201901	RF00100
ENSG00000201902	RF00056
ENSG00000201907	RF00105
ENSG00000201909	RF00026
ENSG00000201910	RF00003
ENSG00000201912	RF00100
ENSG00000201913	RF00019
ENSG00000201916	RF00019
ENSG00000201919	RF00026
ENSG00000201920	RF00001
ENSG00000201922	RF00003
ENSG00000201923	RF00001
ENSG00000201925	RF00001
ENSG00000201931	RF00001
ENSG00000201933	RF00019
ENSG00000201937	RF00105
ENSG00000201938	RF00019
ENSG00000201939	RF00001
ENSG00000201942	RF00001
ENSG00000201943	RF00105
ENSG00000201944	RF00139
ENSG00000201945	RF00156
ENSG00000201950	RF00181
ENSG00000201954	RF00026
ENSG00000201955	RF00019
ENSG00000201957	RF00402
ENSG00000201959	RF00019
ENSG00000201962	RF00001
ENSG00000201965	RF00019
ENSG00000201966	RF00002
ENSG00000201967	RF00100
ENSG00000201968	RF00001
ENSG00000201969	RF00105
ENSG00000201976	RF00003
ENSG00000201980	RF00091
ENSG00000201984	RF00019
ENSG00000201987	RF00019
ENSG00000201988	RF00019
ENSG00000201990	RF00019
ENSG00000201992	RF00105
ENSG00000201998	RF00319
ENSG00000201999	RF00001
ENSG00000202000	RF00003
ENSG00000202001	RF00019
ENSG00000202008	RF00019
ENSG00000202012	RF00019
ENSG00000202014	RF00019
ENSG00000202016	RF00026
ENSG00000202017	RF00026
ENSG00000202019	RF00019
ENSG00000202021	RF00019
ENSG00000202023	RF00136
ENSG00000202024	RF00026
ENSG00000202025	RF00026
ENSG00000202026	RF00026
ENSG00000202027	RF00019
ENSG00000202029	RF00026
ENSG00000202030	RF00006
ENSG00000202031	RF00212
ENSG00000202034	RF00026
ENSG00000202035	RF00019
ENSG00000202039	RF00026
ENSG00000202041	RF00019
ENSG00000202042	RF00277
ENSG00000202044	RF00001
ENSG00000202046	RF00019
ENSG00000202047	RF00001
ENSG00000202048	RF00181
ENSG00000202050	RF00026
ENSG00000202051	RF00026
ENSG00000202054	RF00001
ENSG00000202056	RF00001
ENSG00000202058	RF00100
ENSG00000202059	RF00408
ENSG00000202060	RF00001
ENSG00000202063	RF00001
ENSG00000202064	RF00003
ENSG00000202067	RF00019
ENSG00000202069	RF00015
ENSG00000202070	RF00026
ENSG00000202071	RF00019
ENSG00000202072	RF00019
ENSG00000202074	RF00026
ENSG00000202077	RF00003
ENSG00000202078	RF00019
ENSG00000202079	RF00019
ENSG00000202081	RF00026
ENSG00000202082	RF00026
ENSG00000202089	RF00026
ENSG00000202092	RF00001
ENSG00000202093	RF00151
ENSG00000202095	RF00026
ENSG00000202099	RF00026
ENSG00000202100	RF00019
ENSG00000202103	RF00015
ENSG00000202105	RF00019
ENSG00000202107	RF00188
ENSG00000202111	RF00006
ENSG00000202112	RF00026
ENSG00000202119	RF00026
ENSG00000202124	RF00019
ENSG00000202125	RF00003
ENSG00000202129	RF00019
ENSG00000202137	RF00019
ENSG00000202140	RF00019
ENSG00000202141	RF00019
ENSG00000202142	RF00181
ENSG00000202144	RF00019
ENSG00000202146	RF00019
ENSG00000202147	RF00001
ENSG00000202150	RF00026
ENSG00000202151	RF00019
ENSG00000202157	RF00015
ENSG00000202159	RF00026
ENSG00000202160	RF00020
ENSG00000202164	RF00001
ENSG00000202167	RF00003
ENSG00000202169	RF00019
ENSG00000202172	RF00026
ENSG00000202174	RF00002
ENSG00000202175	RF00001
ENSG00000202176	RF00105
ENSG00000202177	RF00019
ENSG00000202178	RF00019
ENSG00000202181	RF00015
ENSG00000202182	RF00019
ENSG00000202183	RF00394
ENSG00000202184	RF00026
ENSG00000202186	RF00026
ENSG00000202187	RF00001
ENSG00000202188	RF00105
ENSG00000202189	RF00415
ENSG00000202190	RF00019
ENSG00000202191	RF00181
ENSG00000202193	RF00001
ENSG00000202195	RF00019
ENSG00000202198	RF00100
ENSG00000202199	RF00003
ENSG00000202200	RF00019
ENSG00000202205	RF00026
ENSG00000202206	RF00026
ENSG00000202211	RF00019
ENSG00000202215	RF00003
ENSG00000202216	RF00416
ENSG00000202217	RF00100
ENSG00000202220	RF00019
ENSG00000202222	RF00019
ENSG00000202224	RF00019
ENSG00000202225	RF00001
ENSG00000202227	RF00026
ENSG00000202229	RF00026
ENSG00000202231	RF00411
ENSG00000202233	RF00012
ENSG00000202237	RF00026
ENSG00000202239	RF00026
ENSG00000202240	RF00026
ENSG00000202241	RF00100
ENSG00000202242	RF00026
ENSG00000202245	RF00026
ENSG00000202248	RF00001
ENSG00000202249	RF00020
ENSG00000202250	RF00026
ENSG00000202251	RF00019
ENSG00000202252	RF00016
ENSG00000202254	RF00019
ENSG00000202255	RF00019
ENSG00000202257	RF00001
ENSG00000202259	RF00026
ENSG00000202260	RF00100
ENSG00000202261	RF00105
ENSG00000202263	RF00001
ENSG00000202264	RF00001
ENSG00000202265	RF00026
ENSG00000202268	RF00012
ENSG00000202269	RF00096
ENSG00000202270	RF00181
ENSG00000202272	RF00019
ENSG00000202273	RF00019
ENSG00000202275	RF00280
ENSG00000202276	RF00019
ENSG00000202279	RF00019
ENSG00000202281	RF00001
ENSG00000202283	RF00438
ENSG00000202285	RF00026
ENSG00000202290	RF00001
ENSG00000202293	RF00181
ENSG00000202294	RF00026
ENSG00000202296	RF00026
ENSG00000202297	RF00019
ENSG00000202300	RF00026
ENSG00000202304	RF00026
ENSG00000202306	RF00019
ENSG00000202308	RF00026
ENSG00000202309	RF00019
ENSG00000202310	RF00019
ENSG00000202313	RF00003
ENSG00000202314	RF00342
ENSG00000202317	RF00003
ENSG00000202318	RF00019
ENSG00000202322	RF00001
ENSG00000202323	RF00026
ENSG00000202324	RF00001
ENSG00000202329	RF00026
ENSG00000202331	RF00001
ENSG00000202332	RF00019
ENSG00000202334	RF00001
ENSG00000202335	RF00278
ENSG00000202336	RF00026
ENSG00000202337	RF00026
ENSG00000202339	RF00015
ENSG00000202341	RF00026
ENSG00000202343	RF00410
ENSG00000202344	RF00100
ENSG00000202345	RF00019
ENSG00000202347	RF00003
ENSG00000202350	RF00026
ENSG00000202351	RF00100
ENSG00000202354	RF00019
ENSG00000202356	RF00001
ENSG00000202357	RF00019
ENSG00000202358	RF00026
ENSG00000202360	RF00100
ENSG00000202361	RF00019
ENSG00000202363	RF00091
ENSG00000202364	RF00012
ENSG00000202368	RF00019
ENSG00000202373	RF00105
ENSG00000202374	RF00091
ENSG00000202377	RF00402
ENSG00000202379	RF00156
ENSG00000202380	RF00003
ENSG00000202382	RF00019
ENSG00000202383	RF00001
ENSG00000202385	RF00019
ENSG00000202386	RF00001
ENSG00000202388	RF00019
ENSG00000202389	RF00156
ENSG00000202392	RF00100
ENSG00000202394	RF00281
ENSG00000202395	RF00100
ENSG00000202398	RF00026
ENSG00000202399	RF00019
ENSG00000202400	RF00158
ENSG00000202402	RF00019
ENSG00000202406	RF00100
ENSG00000202407	RF00019
ENSG00000202408	RF00003
ENSG00000202410	RF00019
ENSG00000202411	RF00001
ENSG00000202412	RF00019
ENSG00000202414	RF00019
ENSG00000202415	RF00100
ENSG00000202417	RF00019
ENSG00000202422	RF00001
ENSG00000202423	RF00026
ENSG00000202427	RF00026
ENSG00000202428	RF00026
ENSG00000202429	RF00015
ENSG00000202430	RF00001
ENSG00000202431	RF00026
ENSG00000202433	RF00026
ENSG00000202434	RF00394
ENSG00000202438	RF00019
ENSG00000202440	RF00150
ENSG00000202441	RF00019
ENSG00000202444	RF00020
ENSG00000202445	RF00026
ENSG00000202449	RF00092
ENSG00000202459	RF00019
ENSG00000202461	RF00019
ENSG00000202468	RF00015
ENSG00000202469	RF00019
ENSG00000202470	RF00019
ENSG00000202471	RF00015
ENSG00000202472	RF00001
ENSG00000202473	RF00100
ENSG00000202474	RF00001
ENSG00000202476	RF00019
ENSG00000202477	RF01188
ENSG00000202478	RF00026
ENSG00000202479	RF00016
ENSG00000202482	RF00012
ENSG00000202485	RF00026
ENSG00000202487	RF00019
ENSG00000202490	RF00026
ENSG00000202491	RF00026
ENSG00000202495	RF00019
ENSG00000202496	RF00003
ENSG00000202497	RF00026
ENSG00000202498	RF00108
ENSG00000202499	RF00105
ENSG00000202502	RF00001
ENSG00000202503	RF00147
ENSG00000202508	RF00019
ENSG00000202512	RF00100
ENSG00000202513	RF00026
ENSG00000202514	RF00019
ENSG00000202515	RF00006
ENSG00000202517	RF00264
ENSG00000202521	RF00001
ENSG00000202522	RF00019
ENSG00000202523	RF00019
ENSG00000202526	RF00001
ENSG00000202528	RF00026
ENSG00000202529	RF00093
ENSG00000202532	RF00026
ENSG00000202533	RF00019
ENSG00000202534	RF00026
ENSG00000202536	RF00019
ENSG00000202537	RF00096
ENSG00000202538	RF00015
ENSG00000202542	RF00019
ENSG00000206582	RF00019
ENSG00000206583	RF00026
ENSG00000206585	RF00003
ENSG00000206587	RF00026
ENSG00000206588	RF00003
ENSG00000206589	RF00026
ENSG00000206590	RF00026
ENSG00000206592	RF00425
ENSG00000206593	RF00026
ENSG00000206595	RF00026
ENSG00000206596	RF00003
ENSG00000206597	RF00191
ENSG00000206598	RF00026
ENSG00000206599	RF00026
ENSG00000206600	RF00026
ENSG00000206601	RF00026
ENSG00000206602	RF00151
ENSG00000206603	RF00414
ENSG00000206604	RF00026
ENSG00000206605	RF00026
ENSG00000206606	RF00026
ENSG00000206607	RF00287
ENSG00000206609	RF00108
ENSG00000206610	RF00026
ENSG00000206611	RF00069
ENSG00000206612	RF00410
ENSG00000206613	RF00026
ENSG00000206614	RF00026
ENSG00000206615	RF00026
ENSG00000206616	RF00026
ENSG00000206617	RF00019
ENSG00000206618	RF00026
ENSG00000206620	RF00279
ENSG00000206621	RF00108
ENSG00000206622	RF00265
ENSG00000206623	RF00026
ENSG00000206624	RF00003
ENSG00000206625	RF00026
ENSG00000206627	RF00026
ENSG00000206629	RF00003
ENSG00000206630	RF00271
ENSG00000206631	RF00026
ENSG00000206633	RF00406
ENSG00000206634	RF00414
ENSG00000206635	RF00026
ENSG00000206636	RF00019
ENSG00000206637	RF00156
ENSG00000206638	RF00026
ENSG00000206639	RF00019
ENSG00000206640	RF00019
ENSG00000206641	RF00026
ENSG00000206644	RF00026
ENSG00000206645	RF00019
ENSG00000206646	RF00019
ENSG00000206647	RF00410
ENSG00000206649	RF00401
ENSG00000206650	RF00156
ENSG00000206651	RF00019
ENSG00000206652	RF00003
ENSG00000206653	RF00070
ENSG00000206654	RF00026
ENSG00000206656	RF00108
ENSG00000206658	RF00026
ENSG00000206659	RF00019
ENSG00000206660	RF00019
ENSG00000206661	RF00156
ENSG00000206662	RF00019
ENSG00000206663	RF00019
ENSG00000206665	RF00026
ENSG00000206668	RF00019
ENSG00000206669	RF00019
ENSG00000206671	RF00026
ENSG00000206672	RF00019
ENSG00000206673	RF00019
ENSG00000206674	RF00026
ENSG00000206675	RF00026
ENSG00000206676	RF00019
ENSG00000206677	RF00019
ENSG00000206678	RF00026
ENSG00000206679	RF00019
ENSG00000206680	RF00068
ENSG00000206681	RF00026
ENSG00000206682	RF00019
ENSG00000206684	RF00026
ENSG00000206685	RF00026
ENSG00000206686	RF00026
ENSG00000206687	RF00003
ENSG00000206688	RF00108
ENSG00000206690	RF00019
ENSG00000206692	RF00019
ENSG00000206693	RF00417
ENSG00000206694	RF00003
ENSG00000206695	RF00026
ENSG00000206696	RF00151
ENSG00000206697	RF00019
ENSG00000206698	RF00003
ENSG00000206699	RF00019
ENSG00000206700	RF00026
ENSG00000206701	RF00026
ENSG00000206702	RF00003
ENSG00000206703	RF00026
ENSG00000206704	RF00019
ENSG00000206705	RF00019
ENSG00000206706	RF00019
ENSG00000206708	RF00026
ENSG00000206709	RF00026
ENSG00000206710	RF00026
ENSG00000206711	RF00019
ENSG00000206712	RF00026
ENSG00000206713	RF00019
ENSG00000206714	RF00019
ENSG00000206715	RF00026
ENSG00000206716	RF00026
ENSG00000206717	RF00019
ENSG00000206718	RF00026
ENSG00000206719	RF00019
ENSG00000206721	RF00019
ENSG00000206722	RF00026
ENSG00000206723	RF00026
ENSG00000206724	RF00026
ENSG00000206725	RF00026
ENSG00000206726	RF00026
ENSG00000206727	RF00108
ENSG00000206728	RF00019
ENSG00000206729	RF00026
ENSG00000206730	RF00026
ENSG00000206731	RF00340
ENSG00000206732	RF00026
ENSG00000206733	RF00026
ENSG00000206734	RF00019
ENSG00000206737	RF00003
ENSG00000206738	RF00019
ENSG00000206739	RF00019
ENSG00000206741	RF00019
ENSG00000206743	RF00026
ENSG00000206744	RF00026
ENSG00000206745	RF00026
ENSG00000206746	RF00026
ENSG00000206747	RF00026
ENSG00000206749	RF00026
ENSG00000206750	RF00019
ENSG00000206751	RF00019
ENSG00000206752	RF00026
ENSG00000206753	RF00026
ENSG00000206754	RF00186
ENSG00000206755	RF00415
ENSG00000206756	RF00019
ENSG00000206758	RF00026
ENSG00000206759	RF00026
ENSG00000206760	RF00091
ENSG00000206761	RF00012
ENSG00000206762	RF00026
ENSG00000206763	RF00026
ENSG00000206764	RF00026
ENSG00000206765	RF00026
ENSG00000206766	RF00026
ENSG00000206767	RF00026
ENSG00000206768	RF00019
ENSG00000206769	RF00026
ENSG00000206770	RF00019
ENSG00000206772	RF00026
ENSG00000206774	RF00026
ENSG00000206775	RF00440
ENSG00000206776	RF00421
ENSG00000206777	RF00026
ENSG00000206778	RF00026
ENSG00000206779	RF00019
ENSG00000206780	RF00072
ENSG00000206781	RF00019
ENSG00000206782	RF00026
ENSG00000206783	RF00026
ENSG00000206784	RF00019
ENSG00000206785	RF00398
ENSG00000206786	RF00026
ENSG00000206787	RF00026
ENSG00000206788	RF00026
ENSG00000206790	RF00019
ENSG00000206791	RF00003
ENSG00000206792	RF00019
ENSG00000206794	RF00275
ENSG00000206795	RF00019
ENSG00000206796	RF00026
ENSG00000206797	RF00019
ENSG00000206799	RF00421
ENSG00000206800	RF00019
ENSG00000206801	RF00026
ENSG00000206802	RF00026
ENSG00000206803	RF00026
ENSG00000206804	RF00026
ENSG00000206805	RF00019
ENSG00000206806	RF00019
ENSG00000206807	RF00026
ENSG00000206808	RF00019
ENSG00000206811	RF00264
ENSG00000206812	RF00026
ENSG00000206813	RF00019
ENSG00000206814	RF00019
ENSG00000206815	RF00026
ENSG00000206816	RF00019
ENSG00000206817	RF00019
ENSG00000206818	RF00026
ENSG00000206819	RF00026
ENSG00000206820	RF00003
ENSG00000206822	RF00019
ENSG00000206823	RF00399
ENSG00000206824	RF00019
ENSG00000206826	RF00026
ENSG00000206827	RF00026
ENSG00000206828	RF00003
ENSG00000206830	RF00026
ENSG00000206832	RF00026
ENSG00000206833	RF00026
ENSG00000206834	RF00408
ENSG00000206835	RF00003
ENSG00000206836	RF00026
ENSG00000206838	RF00392
ENSG00000206839	RF00026
ENSG00000206840	RF00019
ENSG00000206841	RF00026
ENSG00000206842	RF00026
ENSG00000206843	RF00026
ENSG00000206844	RF00019
ENSG00000206845	RF00026
ENSG00000206846	RF00019
ENSG00000206847	RF00019
ENSG00000206848	RF00026
ENSG00000206849	RF00425
ENSG00000206850	RF00019
ENSG00000206852	RF00026
ENSG00000206853	RF00432
ENSG00000206854	RF00019
ENSG00000206855	RF00026
ENSG00000206856	RF00026
ENSG00000206857	RF00026
ENSG00000206858	RF00019
ENSG00000206859	RF00026
ENSG00000206861	RF00153
ENSG00000206862	RF00019
ENSG00000206863	RF00020
ENSG00000206864	RF00026
ENSG00000206865	RF00019
ENSG00000206866	RF00026
ENSG00000206867	RF00026
ENSG00000206869	RF00156
ENSG00000206870	RF00026
ENSG00000206871	RF00026
ENSG00000206872	RF00153
ENSG00000206874	RF00087
ENSG00000206875	RF00026
ENSG00000206877	RF00026
ENSG00000206878	RF00432
ENSG00000206880	RF00026
ENSG00000206881	RF00026
ENSG00000206882	RF00001
ENSG00000206885	RF00072
ENSG00000206886	RF00156
ENSG00000206887	RF00026
ENSG00000206888	RF00026
ENSG00000206889	RF00026
ENSG00000206891	RF00026
ENSG00000206892	RF00026
ENSG00000206895	RF00019
ENSG00000206896	RF00026
ENSG00000206897	RF00411
ENSG00000206898	RF00432
ENSG00000206899	RF00026
ENSG00000206900	RF00026
ENSG00000206901	RF00139
ENSG00000206902	RF00019
ENSG00000206903	RF00399
ENSG00000206905	RF00019
ENSG00000206906	RF00026
ENSG00000206907	RF00026
ENSG00000206908	RF00003
ENSG00000206909	RF00156
ENSG00000206910	RF00429
ENSG00000206911	RF00019
ENSG00000206912	RF00019
ENSG00000206913	RF00409
ENSG00000206914	RF00019
ENSG00000206915	RF00026
ENSG00000206917	RF00003
ENSG00000206918	RF00026
ENSG00000206920	RF00019
ENSG00000206921	RF00026
ENSG00000206922	RF00026
ENSG00000206923	RF00026
ENSG00000206924	RF00026
ENSG00000206925	RF00019
ENSG00000206926	RF00026
ENSG00000206927	RF00019
ENSG00000206929	RF00019
ENSG00000206931	RF00026
ENSG00000206932	RF00026
ENSG00000206935	RF00026
ENSG00000206936	RF00015
ENSG00000206937	RF00156
ENSG00000206938	RF00015
ENSG00000206939	RF00026
ENSG00000206941	RF00067
ENSG00000206942	RF00411
ENSG00000206944	RF00026
ENSG00000206946	RF00026
ENSG00000206947	RF00401
ENSG00000206948	RF00340
ENSG00000206949	RF00026
ENSG00000206950	RF00019
ENSG00000206951	RF00019
ENSG00000206952	RF00598
ENSG00000206954	RF00026
ENSG00000206956	RF00277
ENSG00000206957	RF00019
ENSG00000206958	RF00156
ENSG00000206959	RF00019
ENSG00000206960	RF00026
ENSG00000206961	RF00432
ENSG00000206962	RF00026
ENSG00000206963	RF00026
ENSG00000206964	RF00019
ENSG00000206965	RF00026
ENSG00000206967	RF00019
ENSG00000206968	RF00003
ENSG00000206969	RF00026
ENSG00000206970	RF00026
ENSG00000206972	RF00026
ENSG00000206973	RF00026
ENSG00000206974	RF00026
ENSG00000206975	RF00026
ENSG00000206976	RF00409
ENSG00000206977	RF00393
ENSG00000206978	RF00019
ENSG00000206979	RF00270
ENSG00000206980	RF00026
ENSG00000206981	RF00026
ENSG00000206982	RF00019
ENSG00000206983	RF00026
ENSG00000206985	RF00026
ENSG00000206987	RF00096
ENSG00000206989	RF00154
ENSG00000206990	RF00019
ENSG00000206991	RF00026
ENSG00000206992	RF00026
ENSG00000206995	RF00019
ENSG00000206996	RF00026
ENSG00000206997	RF00026
ENSG00000206998	RF00019
ENSG00000206999	RF00026
ENSG00000207000	RF00026
ENSG00000207001	RF00108
ENSG00000207002	RF00392
ENSG00000207003	RF00026
ENSG00000207004	RF00026
ENSG00000207005	RF00003
ENSG00000207007	RF00026
ENSG00000207008	RF00430
ENSG00000207009	RF00019
ENSG00000207010	RF00026
ENSG00000207011	RF00019
ENSG00000207012	RF00026
ENSG00000207013	RF00026
ENSG00000207014	RF00108
ENSG00000207016	RF00340
ENSG00000207017	RF00019
ENSG00000207019	RF00026
ENSG00000207020	RF00019
ENSG00000207021	RF00019
ENSG00000207022	RF00432
ENSG00000207023	RF00026
ENSG00000207024	RF00019
