Ensembl ID	RFAM_transcript_name ID
ENSG00000201044	U6.221-201
ENSG00000201047	Y_RNA.242-201
ENSG00000201048	Y_RNA.243-201
ENSG00000201050	U6.222-201
ENSG00000201059	5S_rRNA.111-201
ENSG00000201061	7SK.45-201
ENSG00000201065	U6.223-201
ENSG00000201066	7SK.46-201
ENSG00000201070	U4.18-201
ENSG00000201071	Y_RNA.244-201
ENSG00000201074	Y_RNA.245-201
ENSG00000201075	Y_RNA.246-201
ENSG00000201076	U4.19-201
ENSG00000201077	U6.224-201
ENSG00000201078	7SK.47-201
ENSG00000201080	U6.225-201
ENSG00000201084	Y_RNA.247-201
ENSG00000201085	U6.226-201
ENSG00000201086	5S_rRNA.112-201
ENSG00000201088	Y_RNA.248-201
ENSG00000201095	U6.227-201
ENSG00000201096	5S_rRNA.113-201
ENSG00000201097	U6.228-201
ENSG00000201102	Y_RNA.249-201
ENSG00000201103	U6.229-201
ENSG00000201104	U6.230-201
ENSG00000201105	U1.38-201
ENSG00000201109	5S_rRNA.114-201
ENSG00000201113	U6.231-201
ENSG00000201114	Y_RNA.250-201
ENSG00000201118	Y_RNA.251-201
ENSG00000201119	U1.39-201
ENSG00000201121	Y_RNA.252-201
ENSG00000201126	U6.232-201
ENSG00000201129	SNORA58.2-201
ENSG00000201133	SNORA4.1-201
ENSG00000201134	Y_RNA.253-201
ENSG00000201135	U6.233-201
ENSG00000201136	U6.234-201
ENSG00000201138	Y_RNA.254-201
ENSG00000201140	7SK.48-201
ENSG00000201142	U1.40-201
ENSG00000201145	5S_rRNA.115-201
ENSG00000201148	5S_rRNA.116-201
ENSG00000201151	SNORD56.5-201
ENSG00000201153	U6.235-201
ENSG00000201155	U1.41-201
ENSG00000201157	SNORA62.1-201
ENSG00000201160	Y_RNA.255-201
ENSG00000201161	7SK.49-201
ENSG00000201162	U6.236-201
ENSG00000201164	U4.20-201
ENSG00000201165	U6.237-201
ENSG00000201168	5S_rRNA.117-201
ENSG00000201170	U1.42-201
ENSG00000201176	U6.238-201
ENSG00000201178	Y_RNA.256-201
ENSG00000201179	U6.239-201
ENSG00000201180	U6.240-201
ENSG00000201182	U6.241-201
ENSG00000201183	U1.43-201
ENSG00000201184	U4.21-201
ENSG00000201185	5S_rRNA.118-201
ENSG00000201186	U4.22-201
ENSG00000201196	Y_RNA.257-201
ENSG00000201198	U6.242-201
ENSG00000201199	snoU2_19.3-201
ENSG00000201201	7SK.50-201
ENSG00000201204	Y_RNA.258-201
ENSG00000201207	Y_RNA.259-201
ENSG00000201208	Y_RNA.260-201
ENSG00000201209	SNORD42.1-201
ENSG00000201210	5S_rRNA.119-201
ENSG00000201216	Y_RNA.261-201
ENSG00000201217	Y_RNA.262-201
ENSG00000201218	Y_RNA.263-201
ENSG00000201221	U4.23-201
ENSG00000201223	U6.243-201
ENSG00000201227	5_8S_rRNA.3-201
ENSG00000201228	Y_RNA.264-201
ENSG00000201229	SNORA63.7-201
ENSG00000201231	U4.24-201
ENSG00000201239	Y_RNA.265-201
ENSG00000201241	U6.244-201
ENSG00000201242	Y_RNA.266-201
ENSG00000201243	U6.245-201
ENSG00000201245	SNORA25.7-201
ENSG00000201253	U4.25-201
ENSG00000201255	U6.246-201
ENSG00000201260	U6.247-201
ENSG00000201264	SNORD73.1-201
ENSG00000201270	U6.248-201
ENSG00000201271	U1.44-201
ENSG00000201273	U6.249-201
ENSG00000201274	5S_rRNA.120-201
ENSG00000201277	Y_RNA.267-201
ENSG00000201279	Y_RNA.268-201
ENSG00000201282	Y_RNA.269-201
ENSG00000201283	U6.250-201
ENSG00000201285	5S_rRNA.121-201
ENSG00000201287	7SK.51-201
ENSG00000201288	U6.251-201
ENSG00000201289	7SK.52-201
ENSG00000201291	U1.45-201
ENSG00000201292	U6.252-201
ENSG00000201294	U6.253-201
ENSG00000201296	U4.26-201
ENSG00000201297	Y_RNA.270-201
ENSG00000201298	U6.254-201
ENSG00000201300	SNORD115.2-201
ENSG00000201301	5S_rRNA.122-201
ENSG00000201308	U6.255-201
ENSG00000201309	Y_RNA.271-201
ENSG00000201311	Y_RNA.272-201
ENSG00000201312	5S_rRNA.123-201
ENSG00000201314	Y_RNA.273-201
ENSG00000201315	7SK.53-201
ENSG00000201316	SNORA7.2-201
ENSG00000201317	U4.27-201
ENSG00000201324	U6.256-201
ENSG00000201325	5S_rRNA.124-201
ENSG00000201329	U3.15-201
ENSG00000201339	Y_RNA.274-201
ENSG00000201340	Y_RNA.275-201
ENSG00000201341	U6.257-201
ENSG00000201342	U4.28-201
ENSG00000201343	Y_RNA.276-201
ENSG00000201346	U3.16-201
ENSG00000201347	5S_rRNA.125-201
ENSG00000201351	Y_RNA.277-201
ENSG00000201354	Y_RNA.278-201
ENSG00000201356	5S_rRNA.126-201
ENSG00000201358	7SK.54-201
ENSG00000201361	5S_rRNA.127-201
ENSG00000201363	Y_RNA.279-201
ENSG00000201364	7SK.55-201
ENSG00000201365	Y_RNA.280-201
ENSG00000201367	U6.258-201
ENSG00000201368	U3.17-201
ENSG00000201370	Y_RNA.281-201
ENSG00000201371	Y_RNA.282-201
ENSG00000201372	U6.259-201
ENSG00000201376	SNORA70.2-201
ENSG00000201377	Y_RNA.283-201
ENSG00000201378	Y_RNA.284-201
ENSG00000201379	U4.29-201
ENSG00000201382	U6.260-201
ENSG00000201384	SNORA32.1-201
ENSG00000201386	U6.261-201
ENSG00000201388	SNORA68.1-201
ENSG00000201390	U6.262-201
ENSG00000201392	U6.263-201
ENSG00000201393	SNORA71.2-201
ENSG00000201394	5S_rRNA.128-201
ENSG00000201395	7SK.56-201
ENSG00000201398	U8.6-201
ENSG00000201405	Y_RNA.285-201
ENSG00000201407	SNORA68.2-201
ENSG00000201410	snoZ40.1-201
ENSG00000201412	Y_RNA.286-201
ENSG00000201413	5S_rRNA.129-201
ENSG00000201415	5S_rRNA.130-201
ENSG00000201420	5S_rRNA.131-201
ENSG00000201421	Y_RNA.287-201
ENSG00000201423	7SK.57-201
ENSG00000201425	Y_RNA.288-201
ENSG00000201426	Y_RNA.289-201
ENSG00000201428	7SK.58-201
ENSG00000201431	U6.264-201
ENSG00000201432	Y_RNA.290-201
ENSG00000201433	U6.265-201
ENSG00000201435	U4.30-201
ENSG00000201436	U6.266-201
ENSG00000201439	U4.31-201
ENSG00000201440	5S_rRNA.132-201
ENSG00000201441	U6.267-201
ENSG00000201442	Y_RNA.291-201
ENSG00000201443	U6.268-201
ENSG00000201444	U6.269-201
ENSG00000201447	5S_rRNA.133-201
ENSG00000201448	SNORA63.8-201
ENSG00000201450	U6.270-201
ENSG00000201451	Y_RNA.292-201
ENSG00000201452	U6.271-201
ENSG00000201464	Y_RNA.293-201
ENSG00000201465	SNORA51.2-201
ENSG00000201466	Y_RNA.294-201
ENSG00000201467	SNORA16.1-201
ENSG00000201469	5S_rRNA.134-201
ENSG00000201474	U6.272-201
ENSG00000201476	5S_rRNA.135-201
ENSG00000201483	Y_RNA.295-201
ENSG00000201489	Y_RNA.296-201
ENSG00000201491	U4.32-201
ENSG00000201492	5S_rRNA.136-201
ENSG00000201493	U1.46-201
ENSG00000201496	7SK.59-201
ENSG00000201498	Y_RNA.297-201
ENSG00000201499	U6.273-201
ENSG00000201500	SNORD113.3-201
ENSG00000201501	Y_RNA.298-201
ENSG00000201502	SNORD74.6-201
ENSG00000201509	Y_RNA.299-201
ENSG00000201510	7SK.60-201
ENSG00000201511	Y_RNA.300-201
ENSG00000201516	SNORA51.3-201
ENSG00000201517	U6.274-201
ENSG00000201518	5S_rRNA.137-201
ENSG00000201519	U6.275-201
ENSG00000201523	5S_rRNA.138-201
ENSG00000201524	U6.276-201
ENSG00000201527	5S_rRNA.139-201
ENSG00000201529	Y_RNA.301-201
ENSG00000201532	5S_rRNA.140-201
ENSG00000201533	7SK.61-201
ENSG00000201535	Y_RNA.302-201
ENSG00000201541	SNORA1.2-201
ENSG00000201542	SNORA62.2-201
ENSG00000201545	U4.33-201
ENSG00000201547	Y_RNA.303-201
ENSG00000201548	Y_RNA.304-201
ENSG00000201549	Y_RNA.305-201
ENSG00000201550	U6.277-201
ENSG00000201554	Y_RNA.306-201
ENSG00000201555	Y_RNA.307-201
ENSG00000201558	U1.47-201
ENSG00000201560	U6.278-201
ENSG00000201563	Y_RNA.308-201
ENSG00000201564	7SK.62-201
ENSG00000201565	Y_RNA.309-201
ENSG00000201566	Y_RNA.310-201
ENSG00000201567	5S_rRNA.141-201
ENSG00000201570	U4.34-201
ENSG00000201573	Y_RNA.311-201
ENSG00000201574	U1.48-201
ENSG00000201579	U6.279-201
ENSG00000201581	7SK.63-201
ENSG00000201583	7SK.64-201
ENSG00000201584	Y_RNA.312-201
ENSG00000201586	U6.280-201
ENSG00000201591	U6.281-201
ENSG00000201592	snoU2_19.4-201
ENSG00000201594	5S_rRNA.142-201
ENSG00000201595	5S_rRNA.143-201
ENSG00000201596	Y_RNA.313-201
ENSG00000201598	U6.282-201
ENSG00000201600	7SK.65-201
ENSG00000201602	Y_RNA.314-201
ENSG00000201604	U6.283-201
ENSG00000201607	U4.35-201
ENSG00000201608	U4.36-201
ENSG00000201609	U4.37-201
ENSG00000201610	5S_rRNA.144-201
ENSG00000201612	7SK.66-201
ENSG00000201613	U6.284-201
ENSG00000201614	U4.38-201
ENSG00000201616	U1.49-201
ENSG00000201618	5S_rRNA.145-201
ENSG00000201619	SNORA67.1-201
ENSG00000201620	5S_rRNA.146-201
ENSG00000201622	U6.285-201
ENSG00000201623	U6.286-201
ENSG00000201624	Y_RNA.315-201
ENSG00000201627	Y_RNA.316-201
ENSG00000201633	Y_RNA.317-201
ENSG00000201635	Y_RNA.318-201
ENSG00000201638	Y_RNA.319-201
ENSG00000201640	7SK.67-201
ENSG00000201641	U6.287-201
ENSG00000201642	U6.288-201
ENSG00000201644	Y_RNA.320-201
ENSG00000201648	U4.39-201
ENSG00000201649	Y_RNA.321-201
ENSG00000201654	U6.289-201
ENSG00000201658	U6.290-201
ENSG00000201660	SNORA20.1-201
ENSG00000201662	U6.291-201
ENSG00000201663	Y_RNA.322-201
ENSG00000201665	7SK.68-201
ENSG00000201666	SNORD74.7-201
ENSG00000201668	Y_RNA.323-201
ENSG00000201671	5S_rRNA.147-201
ENSG00000201674	U3.18-201
ENSG00000201676	Y_RNA.324-201
ENSG00000201678	Y_RNA.325-201
ENSG00000201680	Y_RNA.326-201
ENSG00000201683	Y_RNA.327-201
ENSG00000201684	7SK.69-201
ENSG00000201686	5S_rRNA.148-201
ENSG00000201687	U6.292-201
ENSG00000201690	Y_RNA.328-201
ENSG00000201695	5S_rRNA.149-201
ENSG00000201699	U1.50-201
ENSG00000201701	SNORA25.8-201
ENSG00000201704	5S_rRNA.150-201
ENSG00000201707	U6.293-201
ENSG00000201708	5S_rRNA.151-201
ENSG00000201709	U6.294-201
ENSG00000201710	SNORD113.4-201
ENSG00000201711	U6.295-201
ENSG00000201713	5S_rRNA.152-201
ENSG00000201715	7SK.70-201
ENSG00000201723	Y_RNA.329-201
ENSG00000201724	Y_RNA.330-201
ENSG00000201725	U6.296-201
ENSG00000201727	5S_rRNA.153-201
ENSG00000201728	5S_rRNA.154-201
ENSG00000201733	SNORA43.2-201
ENSG00000201736	5S_rRNA.155-201
ENSG00000201737	U1.51-201
ENSG00000201741	Y_RNA.331-201
ENSG00000201742	U6.297-201
ENSG00000201744	U6.298-201
ENSG00000201746	U6.299-201
ENSG00000201747	U6.300-201
ENSG00000201749	Y_RNA.332-201
ENSG00000201752	U6.301-201
ENSG00000201756	Y_RNA.333-201
ENSG00000201758	7SK.71-201
ENSG00000201761	U6.302-201
ENSG00000201763	5S_rRNA.156-201
ENSG00000201766	5S_rRNA.157-201
ENSG00000201770	U6.303-201
ENSG00000201774	Y_RNA.334-201
ENSG00000201775	U6.304-201
ENSG00000201778	Y_RNA.335-201
ENSG00000201780	U6.305-201
ENSG00000201782	7SK.72-201
ENSG00000201786	Y_RNA.336-201
ENSG00000201788	Y_RNA.337-201
ENSG00000201789	U6.306-201
ENSG00000201790	5S_rRNA.158-201
ENSG00000201791	SNORA63.9-201
ENSG00000201792	U6.307-201
ENSG00000201793	7SK.73-201
ENSG00000201794	7SK.74-201
ENSG00000201796	U6.308-201
ENSG00000201800	Y_RNA.338-201
ENSG00000201801	U5.8-201
ENSG00000201805	U6.309-201
ENSG00000201807	SNORA27.3-201
ENSG00000201809	U8.7-201
ENSG00000201810	U8.8-201
ENSG00000201811	SNORA71.3-201
ENSG00000201812	5S_rRNA.159-201
ENSG00000201813	U6.310-201
ENSG00000201815	U6.311-201
ENSG00000201816	SNORA73.2-201
ENSG00000201818	Y_RNA.339-201
ENSG00000201820	Y_RNA.340-201
ENSG00000201821	U4.40-201
ENSG00000201822	5S_rRNA.160-201
ENSG00000201825	U6.312-201
ENSG00000201826	U6.313-201
ENSG00000201827	SNORA33.1-201
ENSG00000201830	Y_RNA.341-201
ENSG00000201843	Y_RNA.342-201
ENSG00000201846	5S_rRNA.161-201
ENSG00000201847	SNORD31.1-201
ENSG00000201850	Y_RNA.343-201
ENSG00000201852	U6.314-201
ENSG00000201853	snosnR60_Z15.1-201
ENSG00000201856	5S_rRNA.162-201
ENSG00000201860	Y_RNA.344-201
ENSG00000201861	5S_rRNA.163-201
ENSG00000201862	Y_RNA.345-201
ENSG00000201863	SNORA51.4-201
ENSG00000201867	Y_RNA.346-201
ENSG00000201868	Y_RNA.347-201
ENSG00000201869	U6.315-201
ENSG00000201875	7SK.75-201
ENSG00000201876	5S_rRNA.164-201
ENSG00000201881	Y_RNA.348-201
ENSG00000201882	snoU2-30.2-201
ENSG00000201884	Y_RNA.349-201
ENSG00000201885	Y_RNA.350-201
ENSG00000201892	Y_RNA.351-201
ENSG00000201894	U6.316-201
ENSG00000201896	7SK.76-201
ENSG00000201898	SNORA72.2-201
ENSG00000201900	Y_RNA.352-201
ENSG00000201901	7SK.77-201
ENSG00000201909	U6.317-201
ENSG00000201910	U1.52-201
ENSG00000201912	7SK.78-201
ENSG00000201913	Y_RNA.353-201
ENSG00000201916	Y_RNA.354-201
ENSG00000201919	U6.318-201
ENSG00000201920	5S_rRNA.165-201
ENSG00000201922	U1.53-201
ENSG00000201923	5S_rRNA.166-201
ENSG00000201931	5S_rRNA.167-201
ENSG00000201933	Y_RNA.355-201
ENSG00000201938	Y_RNA.356-201
ENSG00000201939	5S_rRNA.168-201
ENSG00000201942	5S_rRNA.169-201
ENSG00000201944	SNORA72.3-201
ENSG00000201945	SNORA70.3-201
ENSG00000201954	U6.319-201
ENSG00000201955	Y_RNA.357-201
ENSG00000201957	SNORA25.9-201
ENSG00000201959	Y_RNA.358-201
ENSG00000201962	5S_rRNA.170-201
ENSG00000201965	Y_RNA.359-201
ENSG00000201966	5_8S_rRNA.4-201
ENSG00000201967	7SK.79-201
ENSG00000201968	5S_rRNA.171-201
ENSG00000201976	U1.54-201
ENSG00000201980	SNORA62.3-201
ENSG00000201984	Y_RNA.360-201
ENSG00000201987	Y_RNA.361-201
ENSG00000201988	Y_RNA.362-201
ENSG00000201990	Y_RNA.363-201
ENSG00000201999	5S_rRNA.172-201
ENSG00000202000	U1.55-201
ENSG00000202001	Y_RNA.364-201
ENSG00000202008	Y_RNA.365-201
ENSG00000202012	Y_RNA.366-201
ENSG00000202014	Y_RNA.367-201
ENSG00000202016	U6.320-201
ENSG00000202017	U6.321-201
ENSG00000202019	Y_RNA.368-201
ENSG00000202021	Y_RNA.369-201
ENSG00000202023	SNORD81.2-201
ENSG00000202024	U6.322-201
ENSG00000202025	U6.323-201
ENSG00000202026	U6.324-201
ENSG00000202027	Y_RNA.370-201
ENSG00000202029	U6.325-201
ENSG00000202034	U6.326-201
ENSG00000202035	Y_RNA.371-201
ENSG00000202039	U6.327-201
ENSG00000202041	Y_RNA.372-201
ENSG00000202044	5S_rRNA.173-201
ENSG00000202046	Y_RNA.373-201
ENSG00000202047	5S_rRNA.174-201
ENSG00000202050	U6.328-201
ENSG00000202051	U6.329-201
ENSG00000202054	5S_rRNA.175-201
ENSG00000202056	5S_rRNA.176-201
ENSG00000202058	7SK.80-201
ENSG00000202059	SNORA1.3-201
ENSG00000202060	5S_rRNA.177-201
ENSG00000202063	5S_rRNA.178-201
ENSG00000202064	U1.56-201
ENSG00000202067	Y_RNA.374-201
ENSG00000202069	U4.41-201
ENSG00000202070	U6.330-201
ENSG00000202071	Y_RNA.375-201
ENSG00000202072	Y_RNA.376-201
ENSG00000202074	U6.331-201
ENSG00000202077	U1.57-201
ENSG00000202078	Y_RNA.377-201
ENSG00000202079	Y_RNA.378-201
ENSG00000202081	U6.332-201
ENSG00000202082	U6.333-201
ENSG00000202089	U6.334-201
ENSG00000202092	5S_rRNA.179-201
ENSG00000202095	U6.335-201
ENSG00000202099	U6.336-201
ENSG00000202100	Y_RNA.379-201
ENSG00000202103	U4.42-201
ENSG00000202105	Y_RNA.380-201
ENSG00000202112	U6.337-201
ENSG00000202119	U6.338-201
ENSG00000202125	U1.58-201
ENSG00000202129	Y_RNA.381-201
ENSG00000202137	Y_RNA.382-201
ENSG00000202140	Y_RNA.383-201
ENSG00000202141	Y_RNA.384-201
ENSG00000202144	Y_RNA.385-201
ENSG00000202146	Y_RNA.386-201
ENSG00000202147	5S_rRNA.180-201
ENSG00000202150	U6.339-201
ENSG00000202151	Y_RNA.387-201
ENSG00000202157	U4.43-201
ENSG00000202159	U6.340-201
ENSG00000202160	U5.9-201
ENSG00000202164	5S_rRNA.181-201
ENSG00000202167	U1.59-201
ENSG00000202169	Y_RNA.388-201
ENSG00000202172	U6.341-201
ENSG00000202174	5_8S_rRNA.5-201
ENSG00000202175	5S_rRNA.182-201
ENSG00000202177	Y_RNA.389-201
ENSG00000202178	Y_RNA.390-201
ENSG00000202181	U4.44-201
ENSG00000202182	Y_RNA.391-201
ENSG00000202183	SNORA4.2-201
ENSG00000202184	U6.342-201
ENSG00000202186	U6.343-201
ENSG00000202187	5S_rRNA.183-201
ENSG00000202189	SNORA30.2-201
ENSG00000202190	Y_RNA.392-201
ENSG00000202193	5S_rRNA.184-201
ENSG00000202195	Y_RNA.393-201
ENSG00000202199	U1.60-201
ENSG00000202200	Y_RNA.394-201
ENSG00000202205	U6.344-201
ENSG00000202206	U6.345-201
ENSG00000202211	Y_RNA.395-201
ENSG00000202215	U1.61-201
ENSG00000202216	SNORA43.3-201
ENSG00000202217	7SK.81-201
ENSG00000202220	Y_RNA.396-201
ENSG00000202222	Y_RNA.397-201
ENSG00000202224	Y_RNA.398-201
ENSG00000202225	5S_rRNA.185-201
ENSG00000202227	U6.346-201
ENSG00000202229	U6.347-201
ENSG00000202231	SNORA9.2-201
ENSG00000202233	U3.19-201
ENSG00000202237	U6.348-201
ENSG00000202239	U6.349-201
ENSG00000202240	U6.350-201
ENSG00000202241	7SK.82-201
ENSG00000202242	U6.351-201
ENSG00000202245	U6.352-201
ENSG00000202248	5S_rRNA.186-201
ENSG00000202249	U5.10-201
ENSG00000202250	U6.353-201
ENSG00000202251	Y_RNA.399-201
ENSG00000202254	Y_RNA.400-201
ENSG00000202255	Y_RNA.401-201
ENSG00000202259	U6.354-201
ENSG00000202260	7SK.83-201
ENSG00000202263	5S_rRNA.187-201
ENSG00000202264	5S_rRNA.188-201
ENSG00000202265	U6.355-201
ENSG00000202268	U3.20-201
ENSG00000202269	U8.9-201
ENSG00000202272	Y_RNA.402-201
ENSG00000202273	Y_RNA.403-201
ENSG00000202275	SNORD51.1-201
ENSG00000202276	Y_RNA.404-201
ENSG00000202279	Y_RNA.405-201
ENSG00000202281	5S_rRNA.189-201
ENSG00000202283	SNORA33.2-201
ENSG00000202285	U6.356-201
ENSG00000202290	5S_rRNA.190-201
ENSG00000202294	U6.357-201
ENSG00000202296	U6.358-201
ENSG00000202297	Y_RNA.406-201
ENSG00000202300	U6.359-201
ENSG00000202304	U6.360-201
ENSG00000202306	Y_RNA.407-201
ENSG00000202308	U6.361-201
ENSG00000202309	Y_RNA.408-201
ENSG00000202310	Y_RNA.409-201
ENSG00000202313	U1.62-201
ENSG00000202317	U1.63-201
ENSG00000202318	Y_RNA.410-201
ENSG00000202322	5S_rRNA.191-201
ENSG00000202323	U6.362-201
ENSG00000202324	5S_rRNA.192-201
ENSG00000202329	U6.363-201
ENSG00000202331	5S_rRNA.193-201
ENSG00000202332	Y_RNA.411-201
ENSG00000202334	5S_rRNA.194-201
ENSG00000202335	SNORD50.2-201
ENSG00000202336	U6.364-201
ENSG00000202337	U6.365-201
ENSG00000202339	U4.45-201
ENSG00000202341	U6.366-201
ENSG00000202343	SNORA2.2-201
ENSG00000202344	7SK.84-201
ENSG00000202345	Y_RNA.412-201
ENSG00000202347	U1.64-201
ENSG00000202350	U6.367-201
ENSG00000202351	7SK.85-201
ENSG00000202356	5S_rRNA.195-201
ENSG00000202357	Y_RNA.413-201
ENSG00000202358	U6.368-201
ENSG00000202360	7SK.86-201
ENSG00000202361	Y_RNA.414-201
ENSG00000202363	SNORA62.4-201
ENSG00000202368	Y_RNA.415-201
ENSG00000202374	SNORA62.5-201
ENSG00000202377	SNORA25.10-201
ENSG00000202379	SNORA70.4-201
ENSG00000202380	U1.65-201
ENSG00000202382	Y_RNA.416-201
ENSG00000202383	5S_rRNA.196-201
ENSG00000202385	Y_RNA.417-201
ENSG00000202386	5S_rRNA.197-201
ENSG00000202388	Y_RNA.418-201
ENSG00000202389	SNORA70.5-201
ENSG00000202392	7SK.87-201
ENSG00000202395	7SK.88-201
ENSG00000202398	U6.369-201
ENSG00000202399	Y_RNA.419-201
ENSG00000202402	Y_RNA.420-201
ENSG00000202406	7SK.89-201
ENSG00000202407	Y_RNA.421-201
ENSG00000202408	U1.66-201
ENSG00000202410	Y_RNA.422-201
ENSG00000202411	5S_rRNA.198-201
ENSG00000202412	Y_RNA.423-201
ENSG00000202414	Y_RNA.424-201
ENSG00000202415	7SK.90-201
ENSG00000202417	Y_RNA.425-201
ENSG00000202422	5S_rRNA.199-201
ENSG00000202423	U6.370-201
ENSG00000202427	U6.371-201
ENSG00000202428	U6.372-201
ENSG00000202429	U4.46-201
ENSG00000202430	5S_rRNA.200-201
ENSG00000202431	U6.373-201
ENSG00000202433	U6.374-201
ENSG00000202434	SNORA4.3-201
ENSG00000202438	Y_RNA.426-201
ENSG00000202440	SNORD42.2-201
ENSG00000202441	Y_RNA.427-201
ENSG00000202444	U5.11-201
ENSG00000202445	U6.375-201
ENSG00000202449	SNORA63.10-201
ENSG00000202459	Y_RNA.428-201
ENSG00000202461	Y_RNA.429-201
ENSG00000202468	U4.47-201
ENSG00000202469	Y_RNA.430-201
ENSG00000202470	Y_RNA.431-201
ENSG00000202471	U4.48-201
ENSG00000202472	5S_rRNA.201-201
ENSG00000202473	7SK.91-201
ENSG00000202474	5S_rRNA.202-201
ENSG00000202476	Y_RNA.432-201
ENSG00000202478	U6.376-201
ENSG00000202479	SNORD14.1-201
ENSG00000202482	U3.21-201
ENSG00000202485	U6.377-201
ENSG00000202487	Y_RNA.433-201
ENSG00000202490	U6.378-201
ENSG00000202491	U6.379-201
ENSG00000202495	Y_RNA.434-201
ENSG00000202496	U1.67-201
ENSG00000202497	U6.380-201
ENSG00000202498	SNORD116.1-201
ENSG00000202502	5S_rRNA.203-201
ENSG00000202508	Y_RNA.435-201
ENSG00000202512	7SK.92-201
ENSG00000202513	U6.381-201
ENSG00000202514	Y_RNA.436-201
ENSG00000202517	SNORA64.3-201
ENSG00000202522	Y_RNA.437-201
ENSG00000202523	Y_RNA.438-201
ENSG00000202528	U6.382-201
ENSG00000202532	U6.383-201
ENSG00000202533	Y_RNA.439-201
ENSG00000202534	U6.384-201
ENSG00000202536	Y_RNA.440-201
ENSG00000202537	U8.10-201
ENSG00000202542	Y_RNA.441-201
ENSG00000206582	Y_RNA.442-201
ENSG00000206583	U6.385-201
ENSG00000206587	U6.386-201
ENSG00000206589	U6.387-201
ENSG00000206590	U6.388-201
ENSG00000206592	SNORA18.2-201
ENSG00000206593	U6.389-201
ENSG00000206595	U6.390-201
ENSG00000206598	U6.391-201
ENSG00000206599	U6.392-201
ENSG00000206600	U6.393-201
ENSG00000206601	U6.394-201
ENSG00000206603	SNORA22.2-201
ENSG00000206604	U6.395-201
ENSG00000206605	U6.396-201
ENSG00000206606	U6.397-201
ENSG00000206610	U6.398-201
ENSG00000206613	U6.399-201
ENSG00000206614	U6.400-201
ENSG00000206615	U6.401-201
ENSG00000206616	U6.402-201
ENSG00000206617	Y_RNA.443-201
ENSG00000206618	U6.403-201
ENSG00000206623	U6.404-201
ENSG00000206624	U1.68-201
ENSG00000206627	U6.405-201
ENSG00000206629	U1.69-201
ENSG00000206631	U6.406-201
ENSG00000206635	U6.407-201
ENSG00000206636	Y_RNA.444-201
ENSG00000206637	SNORA70.6-201
ENSG00000206638	U6.408-201
ENSG00000206639	Y_RNA.445-201
ENSG00000206640	Y_RNA.446-201
ENSG00000206641	U6.409-201
ENSG00000206644	U6.410-201
ENSG00000206645	Y_RNA.447-201
ENSG00000206646	Y_RNA.448-201
ENSG00000206647	SNORA2.3-201
ENSG00000206649	SNORA20.2-201
ENSG00000206651	Y_RNA.449-201
ENSG00000206654	U6.411-201
ENSG00000206658	U6.412-201
ENSG00000206659	Y_RNA.450-201
ENSG00000206660	Y_RNA.451-201
ENSG00000206661	SNORA70.7-201
ENSG00000206662	Y_RNA.452-201
ENSG00000206663	Y_RNA.453-201
ENSG00000206665	U6.413-201
ENSG00000206668	Y_RNA.454-201
ENSG00000206669	Y_RNA.455-201
ENSG00000206671	U6.414-201
ENSG00000206672	Y_RNA.456-201
ENSG00000206673	Y_RNA.457-201
ENSG00000206674	U6.415-201
ENSG00000206675	U6.416-201
ENSG00000206676	Y_RNA.458-201
ENSG00000206677	Y_RNA.459-201
ENSG00000206678	U6.417-201
ENSG00000206679	Y_RNA.460-201
ENSG00000206681	U6.418-201
ENSG00000206682	Y_RNA.461-201
ENSG00000206684	U6.419-201
ENSG00000206685	U6.420-201
ENSG00000206686	U6.421-201
ENSG00000206687	U1.70-201
ENSG00000206690	Y_RNA.462-201
ENSG00000206692	Y_RNA.463-201
ENSG00000206694	U1.71-201
ENSG00000206695	U6.422-201
ENSG00000206697	Y_RNA.464-201
ENSG00000206698	U1.72-201
ENSG00000206699	Y_RNA.465-201
ENSG00000206700	U6.423-201
ENSG00000206701	U6.424-201
ENSG00000206703	U6.425-201
ENSG00000206704	Y_RNA.466-201
ENSG00000206705	Y_RNA.467-201
ENSG00000206706	Y_RNA.468-201
ENSG00000206708	U6.426-201
ENSG00000206709	U6.427-201
ENSG00000206710	U6.428-201
ENSG00000206711	Y_RNA.469-201
ENSG00000206712	U6.429-201
ENSG00000206713	Y_RNA.470-201
ENSG00000206714	Y_RNA.471-201
ENSG00000206715	U6.430-201
ENSG00000206716	U6.431-201
ENSG00000206717	Y_RNA.472-201
ENSG00000206718	U6.432-201
ENSG00000206719	Y_RNA.473-201
ENSG00000206721	Y_RNA.474-201
ENSG00000206722	U6.433-201
ENSG00000206723	U6.434-201
ENSG00000206724	U6.435-201
ENSG00000206725	U6.436-201
ENSG00000206726	U6.437-201
ENSG00000206728	Y_RNA.475-201
ENSG00000206729	U6.438-201
ENSG00000206730	U6.439-201
ENSG00000206731	SNORA36.2-201
ENSG00000206732	U6.440-201
ENSG00000206733	U6.441-201
ENSG00000206734	Y_RNA.476-201
ENSG00000206738	Y_RNA.477-201
ENSG00000206739	Y_RNA.478-201
ENSG00000206741	Y_RNA.479-201
ENSG00000206743	U6.442-201
ENSG00000206744	U6.443-201
ENSG00000206745	U6.444-201
ENSG00000206746	U6.445-201
ENSG00000206747	U6.446-201
ENSG00000206749	U6.447-201
ENSG00000206750	Y_RNA.480-201
