EntrezGene	Ensembl
1401	ENSG00000132693
1400	ENSG00000072832
79041	ENSG00000072954
1406	ENSG00000105392
1404	ENSG00000145681
4215	ENSG00000198909
4214	ENSG00000095015
4217	ENSG00000197442
4216	ENSG00000085511
4211	ENSG00000143995
4210	ENSG00000103313
4212	ENSG00000134138
27239	ENSG00000250510
5790	ENSG00000213402
100129792	ENSG00000198865
4218	ENSG00000167461
171568	ENSG00000100413
100508422	ENSG00000256065
51266	ENSG00000165682
81620	ENSG00000167513
696	ENSG00000124557
342898	ENSG00000179751
132720	ENSG00000174749
192286	ENSG00000146066
84294	ENSG00000147679
694	ENSG00000133639
5579	ENSG00000166501
5578	ENSG00000154229
5577	ENSG00000005249
5576	ENSG00000114302
100509525	ENSG00000153989
5573	ENSG00000108946
84296	ENSG00000147536
5571	ENSG00000181929
5570	ENSG00000135549
79269	ENSG00000122741
353376	ENSG00000243414
353376	ENSG00000251201
79598	ENSG00000182504
100287387	ENSG00000255939
10787	ENSG00000061676
79591	ENSG00000120029
79590	ENSG00000143314
79596	ENSG00000152193
79595	ENSG00000136715
79594	ENSG00000090432
114134	ENSG00000151229
699	ENSG00000169679
339	ENSG00000111701
338	ENSG00000084674
114132	ENSG00000161640
130540	ENSG00000155749
335	ENSG00000118137
334	ENSG00000084234
337	ENSG00000110244
336	ENSG00000158874
331	ENSG00000101966
330	ENSG00000023445
333	ENSG00000105290
332	ENSG00000089685
93661	ENSG00000177938
93663	ENSG00000146376
93664	ENSG00000081803
11228	ENSG00000123094
11227	ENSG00000136542
11226	ENSG00000139629
11224	ENSG00000136942
11222	ENSG00000114686
11221	ENSG00000143507
374308	ENSG00000182077
374308	ENSG00000256163
51348	ENSG00000150045
8710	ENSG00000166396
1938	ENSG00000167658
51438	ENSG00000046774
51439	ENSG00000137414
51340	ENSG00000101343
51341	ENSG00000178951
51434	ENSG00000196510
51343	ENSG00000105325
51433	ENSG00000089053
51430	ENSG00000094975
51347	ENSG00000135090
25904	ENSG00000182973
25907	ENSG00000249992
25906	ENSG00000110200
25901	ENSG00000024862
25900	ENSG00000010295
25903	ENSG00000162745
25902	ENSG00000120254
7084	ENSG00000166548
25909	ENSG00000153207
149986	ENSG00000149657
162073	ENSG00000205730
3291	ENSG00000176387
642273	ENSG00000184731
81856	ENSG00000213020
9535	ENSG00000130755
79709	ENSG00000130309
23433	ENSG00000119729
23432	ENSG00000143147
23431	ENSG00000081014
23430	ENSG00000095917
340024	ENSG00000174358
23435	ENSG00000120948
23434	ENSG00000198685
23439	ENSG00000101892
23438	ENSG00000112855
100510447	ENSG00000163682
401474	ENSG00000177570
441639	ENSG00000170605
219539	ENSG00000166793
9534	ENSG00000213096
348235	ENSG00000182628
441631	ENSG00000110900
388662	ENSG00000197106
147699	ENSG00000213889
5901	ENSG00000132341
92822	ENSG00000158805
100526664	ENSG00000054219
100526664	ENSG00000248672
93081	ENSG00000151287
9533	ENSG00000171453
386678	ENSG00000243489
84948	ENSG00000179886
10369	ENSG00000166862
100510712	ENSG00000255891
100510712	ENSG00000256617
100288255	ENSG00000205097
100288254	ENSG00000203389
55973	ENSG00000075790
55972	ENSG00000075303
55971	ENSG00000006453
55970	ENSG00000172380
55975	ENSG00000122550
55974	ENSG00000169241
729574	ENSG00000237847
55607	ENSG00000158528
4524	ENSG00000177000
53336	ENSG00000147183
6103	ENSG00000156313
6102	ENSG00000102218
6101	ENSG00000104237
6100	ENSG00000164610
159296	ENSG00000119919
256329	ENSG00000185522
9796	ENSG00000168490
10938	ENSG00000110047
10939	ENSG00000141385
64881	ENSG00000197991
100287428	ENSG00000235961
100287428	ENSG00000257088
10934	ENSG00000185787
10935	ENSG00000165672
10936	ENSG00000119737
100507135	ENSG00000120664
10930	ENSG00000124701
9361	ENSG00000196365
10933	ENSG00000185787
57539	ENSG00000118965
57538	ENSG00000136383
100286906	ENSG00000218672
9448	ENSG00000071054
57531	ENSG00000085382
9110	ENSG00000108389
9113	ENSG00000131023
57020	ENSG00000103544
57535	ENSG00000116299
57534	ENSG00000101752
9117	ENSG00000093183
9440	ENSG00000042429
283948	ENSG00000257108
150726	ENSG00000163013
219972	ENSG00000197629
219970	ENSG00000156689
54827	ENSG00000137634
5757	ENSG00000187514
55601	ENSG00000137628
255189	ENSG00000168907
5004	ENSG00000229314
1595	ENSG00000001630
3240	ENSG00000257017
54534	ENSG00000136897
3840	ENSG00000186432
257240	ENSG00000185915
162282	ENSG00000153930
26108	ENSG00000171016
54536	ENSG00000138190
64089	ENSG00000104497
64087	ENSG00000131844
81876	ENSG00000174903
81875	ENSG00000143319
64084	ENSG00000158258
64083	ENSG00000113384
81300	ENSG00000181927
64081	ENSG00000108187
26103	ENSG00000148602
10317	ENSG00000183778
51326	ENSG00000185829
51326	ENSG00000228696
254531	ENSG00000176454
345456	ENSG00000196570
494119	ENSG00000203924
494118	ENSG00000203923
56141	ENSG00000204963
3416	ENSG00000119912
8530	ENSG00000077984
22933	ENSG00000068903
22932	ENSG00000146707
22934	ENSG00000153574
22937	ENSG00000114650
22936	ENSG00000118985
22938	ENSG00000100603
3418	ENSG00000182054
3419	ENSG00000166411
79863	ENSG00000101546
79862	ENSG00000188295
79861	ENSG00000178462
8533	ENSG00000141030
79867	ENSG00000168778
79866	ENSG00000136122
79865	ENSG00000112195
79864	ENSG00000109944
56954	ENSG00000114021
56955	ENSG00000152595
56956	ENSG00000143355
79868	ENSG00000101901
56950	ENSG00000143499
56951	ENSG00000113583
56952	ENSG00000099256
8535	ENSG00000141582
10664	ENSG00000102974
10665	ENSG00000204296
10665	ENSG00000206245
10666	ENSG00000150637
404636	ENSG00000119979
10660	ENSG00000138136
10661	ENSG00000105610
55602	ENSG00000168564
10663	ENSG00000172215
4862	ENSG00000170485
55573	ENSG00000091527
2017	ENSG00000085733
4861	ENSG00000130751
10668	ENSG00000100532
2010	ENSG00000102119
4864	ENSG00000141458
2012	ENSG00000134531
7441	ENSG00000169575
390916	ENSG00000213965
55571	ENSG00000158435
100290062	ENSG00000204946
5618	ENSG00000113494
441549	ENSG00000185267
158983	ENSG00000123569
221301	ENSG00000164451
1937	ENSG00000254772
389320	ENSG00000196900
50626	ENSG00000187954
51673	ENSG00000159713
353131	ENSG00000186844
353137	ENSG00000240386
353135	ENSG00000186226
170689	ENSG00000166106
125336	ENSG00000167210
5161	ENSG00000163114
7447	ENSG00000163032
152137	ENSG00000152492
100507132	ENSG00000189348
4893	ENSG00000213281
255252	ENSG00000180979
10592	ENSG00000136824
375484	ENSG00000170085
10590	ENSG00000079689
10591	ENSG00000112667
113746	ENSG00000177947
10594	ENSG00000174231
10595	ENSG00000134398
10598	ENSG00000100591
51659	ENSG00000131153
345895	ENSG00000111834
100505593	ENSG00000179038
9119	ENSG00000170454
54700	ENSG00000085721
643866	ENSG00000139899
29099	ENSG00000110442
9118	ENSG00000148798
4892	ENSG00000197893
29098	ENSG00000108961
29097	ENSG00000143771
27434	ENSG00000122678
27433	ENSG00000160404
91107	ENSG00000132481
27430	ENSG00000038274
51327	ENSG00000169877
9293	ENSG00000203737
7014	ENSG00000132604
27439	ENSG00000183307
284459	ENSG00000181666
9039	ENSG00000144744
115749	ENSG00000185306
339761	ENSG00000186684
100506940	ENSG00000236454
284451	ENSG00000181781
221806	ENSG00000146530
9730	ENSG00000214619
7013	ENSG00000147601
9111	ENSG00000123609
123041	ENSG00000140090
10257	ENSG00000125257
57530	ENSG00000143375
146227	ENSG00000166546
389766	ENSG00000187753
146225	ENSG00000140932
7011	ENSG00000129566
146223	ENSG00000183723
57533	ENSG00000132405
147798	ENSG00000167608
9444	ENSG00000112531
219790	ENSG00000182010
9443	ENSG00000155868
254950	ENSG00000186970
157848	ENSG00000165066
9114	ENSG00000159720
143496	ENSG00000221996
9441	ENSG00000105085
196513	ENSG00000151065
57026	ENSG00000241360
57536	ENSG00000150477
340204	ENSG00000204140
8326	ENSG00000188763
390038	ENSG00000197428
390037	ENSG00000232268
390036	ENSG00000196778
389827	ENSG00000187616
29028	ENSG00000156802
127795	ENSG00000162598
79676	ENSG00000111325
1349	ENSG00000131174
440804	ENSG00000196934
79675	ENSG00000138399
79672	ENSG00000141560
79856	ENSG00000157734
79670	ENSG00000083223
79671	ENSG00000160703
1340	ENSG00000126267
727851	ENSG00000169629
283820	ENSG00000185164
729873	ENSG00000197681
1345	ENSG00000164919
1346	ENSG00000161281
1347	ENSG00000112695
643596	ENSG00000233198
126206	ENSG00000171487
6929	ENSG00000071564
6928	ENSG00000108753
283598	ENSG00000176605
59285	ENSG00000130433
6924	ENSG00000011007
6927	ENSG00000135100
8111	ENSG00000119714
6921	ENSG00000154582
100508006	ENSG00000151632
6923	ENSG00000103363
8115	ENSG00000100721
2157	ENSG00000185010
26747	ENSG00000083635
7712	ENSG00000147117
5800	ENSG00000151490
26740	ENSG00000197233
7716	ENSG00000136451
92106	ENSG00000154814
92105	ENSG00000149262
374955	ENSG00000187144
123879	ENSG00000188215
26748	ENSG00000215269
26748	ENSG00000236362
26748	ENSG00000241465
26749	ENSG00000205775
541468	ENSG00000171357
126526	ENSG00000160392
259285	ENSG00000236398
338661	ENSG00000204300
338662	ENSG00000181518
114836	ENSG00000162739
259286	ENSG00000221937
171177	ENSG00000104140
653203	ENSG00000182824
10869	ENSG00000172046
4761	ENSG00000171532
259287	ENSG00000221855
8372	ENSG00000186792
84616	ENSG00000171396
8370	ENSG00000124529
8370	ENSG00000158406
8370	ENSG00000182217
8370	ENSG00000183941
8370	ENSG00000188987
8370	ENSG00000196176
8370	ENSG00000197061
8370	ENSG00000197238
8370	ENSG00000197837
8370	ENSG00000197914
8370	ENSG00000198327
8370	ENSG00000198339
8370	ENSG00000198518
8370	ENSG00000198558
833	ENSG00000110619
345275	ENSG00000170509
401285	ENSG00000166984
8379	ENSG00000002822
51594	ENSG00000151779
27098	ENSG00000079101
55324	ENSG00000161204
157567	ENSG00000186106
100510297	ENSG00000174450
119678	ENSG00000176787
119679	ENSG00000205495
51005	ENSG00000162066
338440	ENSG00000185101
7746	ENSG00000137185
338442	ENSG00000182782
830	ENSG00000198898
350383	ENSG00000257008
134359	ENSG00000152359
28951	ENSG00000071575
219417	ENSG00000172199
28952	ENSG00000101997
28955	ENSG00000182108
28954	ENSG00000088320
151449	ENSG00000143869
28956	ENSG00000116586
28959	ENSG00000106565
28958	ENSG00000183978
100287515	ENSG00000198393
100287515	ENSG00000236575
151112	ENSG00000163012
347240	ENSG00000186638
64943	ENSG00000168268
831	ENSG00000153113
29896	ENSG00000164548
127077	ENSG00000183130
85378	ENSG00000128159
127074	ENSG00000196944
85379	ENSG00000197077
26353	ENSG00000152137
750	ENSG00000221819
26355	ENSG00000114023
26354	ENSG00000163938
92689	ENSG00000197712
757	ENSG00000142188
757	ENSG00000256086
119710	ENSG00000166352
81469	ENSG00000177476
4008	ENSG00000136153
4009	ENSG00000162761
836	ENSG00000164305
124961	ENSG00000180787
4000	ENSG00000160789
4001	ENSG00000113368
29890	ENSG00000179837
4004	ENSG00000166407
4005	ENSG00000135363
4007	ENSG00000012211
55704	ENSG00000115355
51086	ENSG00000116783
51085	ENSG00000009950
3972	ENSG00000104826
55700	ENSG00000116871
55701	ENSG00000165801
3977	ENSG00000113594
55703	ENSG00000013503
3978	ENSG00000105486
1056	ENSG00000170835
23269	ENSG00000174197
55709	ENSG00000123444
51088	ENSG00000109790
3628	ENSG00000151689
389792	ENSG00000188483
758	ENSG00000186732
3621	ENSG00000153487
3620	ENSG00000131203
3623	ENSG00000123999
3622	ENSG00000168556
3625	ENSG00000163083
3624	ENSG00000122641
3627	ENSG00000169245
3626	ENSG00000175189
81792	ENSG00000151388
81793	ENSG00000174123
81790	ENSG00000120925
55768	ENSG00000151092
81796	ENSG00000137571
81797	ENSG00000112462
81797	ENSG00000204692
81797	ENSG00000224487
81797	ENSG00000242022
81794	ENSG00000142303
60370	ENSG00000119986
114659	ENSG00000185158
57703	ENSG00000163510
57700	ENSG00000151553
57701	ENSG00000167566
57706	ENSG00000119522
57707	ENSG00000140950
57704	ENSG00000070610
57705	ENSG00000128815
81873	ENSG00000136950
201294	ENSG00000092929
57709	ENSG00000013293
201292	ENSG00000141569
100510436	ENSG00000224608
81872	ENSG00000212725
51663	ENSG00000056097
55769	ENSG00000167766
51661	ENSG00000079150
51660	ENSG00000060762
51667	ENSG00000013374
55565	ENSG00000102984
51665	ENSG00000065802
55567	ENSG00000158486
55568	ENSG00000164574
51669	ENSG00000133872
51668	ENSG00000081870
494470	ENSG00000141622
80071	ENSG00000149548
56033	ENSG00000131668
494115	ENSG00000213516
56034	ENSG00000145431
100507855	ENSG00000162433
150221	ENSG00000183246
389860	ENSG00000238269
100507851	ENSG00000116721
100507676	ENSG00000178605
51495	ENSG00000074696
344905	ENSG00000187527
440585	ENSG00000186973
124602	ENSG00000196169
4477	ENSG00000138294
134285	ENSG00000157111
80221	ENSG00000167107
85300	ENSG00000167654
80223	ENSG00000156675
80222	ENSG00000143374
729368	ENSG00000232423
80224	ENSG00000151413
6447	ENSG00000166922
613211	ENSG00000205882
80228	ENSG00000160991
148362	ENSG00000162819
613212	ENSG00000205279
113026	ENSG00000161714
51496	ENSG00000137770
256223	ENSG00000214819
135656	ENSG00000168631
2953	ENSG00000133433
1379	ENSG00000197721
139170	ENSG00000198889
55894	ENSG00000176797
55894	ENSG00000177243
100134052	ENSG00000160185
162494	ENSG00000141314
6444	ENSG00000170624
527	ENSG00000185883
5345	ENSG00000167711
134526	ENSG00000172497
147685	ENSG00000177025
5346	ENSG00000166819
199699	ENSG00000179284
5806	ENSG00000163661
100129335	ENSG00000205858
5347	ENSG00000166851
728318	ENSG00000240542
838	ENSG00000137757
100510451	ENSG00000189306
1021	ENSG00000105810
5341	ENSG00000115956
777	ENSG00000198216
22931	ENSG00000099246
389119	ENSG00000185614
286410	ENSG00000101974
22930	ENSG00000115839
125997	ENSG00000230522
1022	ENSG00000134058
1022	ENSG00000255665
6310	ENSG00000124788
100290651	ENSG00000198252
6317	ENSG00000057149
6314	ENSG00000163635
6318	ENSG00000206073
6319	ENSG00000099194
139716	ENSG00000160219
90025	ENSG00000118420
203562	ENSG00000179363
5348	ENSG00000221857
3426	ENSG00000205403
1028	ENSG00000129757
10439	ENSG00000130558
9653	ENSG00000153936
9650	ENSG00000066855
10128	ENSG00000138095
9308	ENSG00000112149
9657	ENSG00000173226
9654	ENSG00000135912
9655	ENSG00000171150
10123	ENSG00000188042
10430	ENSG00000105677
9658	ENSG00000101493
10120	ENSG00000115073
10127	ENSG00000006194
10434	ENSG00000120992
6443	ENSG00000163069
10124	ENSG00000122644
54934	ENSG00000139620
54935	ENSG00000158716
54936	ENSG00000116863
54937	ENSG00000120669
54930	ENSG00000092036
54931	ENSG00000174173
4343	ENSG00000155363
54933	ENSG00000158315
729201	ENSG00000171478
729201	ENSG00000171489
54938	ENSG00000104835
54939	ENSG00000140365
375387	ENSG00000174004
285268	ENSG00000172888
653067	ENSG00000183461
653067	ENSG00000204375
653067	ENSG00000204376
653067	ENSG00000204379
653067	ENSG00000204382
8969	ENSG00000184348
8969	ENSG00000196747
8969	ENSG00000196787
8969	ENSG00000198374
8969	ENSG00000233224
8968	ENSG00000124693
8968	ENSG00000182572
8968	ENSG00000196532
8968	ENSG00000196966
8968	ENSG00000197153
8968	ENSG00000197409
8968	ENSG00000198366
8968	ENSG00000203813
8968	ENSG00000256018
8968	ENSG00000256316
200424	ENSG00000187605
653061	ENSG00000185182
255057	ENSG00000099625
149095	ENSG00000163357
377007	ENSG00000168427
100508632	ENSG00000256765
66005	ENSG00000177830
9455	ENSG00000103942
493901	ENSG00000206171
138162	ENSG00000160345
399512	ENSG00000125434
26276	ENSG00000184056
125228	ENSG00000177150
4950	ENSG00000197822
94056	ENSG00000169895
1645	ENSG00000187134
1644	ENSG00000132437
1647	ENSG00000116717
1646	ENSG00000151632
1641	ENSG00000077279
353091	ENSG00000203722
1643	ENSG00000134574
1642	ENSG00000167986
79171	ENSG00000126254
1649	ENSG00000175197
285343	ENSG00000179152
9456	ENSG00000152413
388951	ENSG00000178021
162427	ENSG00000141699
383	ENSG00000118520
84218	ENSG00000185128
84219	ENSG00000127580
100134189	ENSG00000160563
169714	ENSG00000165661
84215	ENSG00000118156
84216	ENSG00000139173
84217	ENSG00000066185
255275	ENSG00000185105
79869	ENSG00000149532
56109	ENSG00000253731
579	ENSG00000109705
578	ENSG00000030110
29949	ENSG00000142224
29948	ENSG00000140961
604	ENSG00000113916
573	ENSG00000107262
573	ENSG00000254882
572	ENSG00000002330
29947	ENSG00000142182
570	ENSG00000136881
577	ENSG00000135298
29940	ENSG00000111817
29943	ENSG00000142623
29942	ENSG00000172733
151613	ENSG00000163728
23108	ENSG00000132359
4956	ENSG00000155087
2802	ENSG00000090615
1209	ENSG00000104853
2800	ENSG00000136935
2801	ENSG00000167110
2806	ENSG00000125166
2804	ENSG00000173230
2805	ENSG00000120053
1421	ENSG00000118231
5433	ENSG00000144231
5430	ENSG00000181222
5431	ENSG00000047315
5436	ENSG00000168002
5437	ENSG00000163882
5434	ENSG00000099817
5435	ENSG00000100142
1429	ENSG00000116791
1428	ENSG00000103316
5438	ENSG00000105258
602	ENSG00000069399
3360	ENSG00000164270
3361	ENSG00000157219
58477	ENSG00000144867
58476	ENSG00000078804
23137	ENSG00000198887
4957	ENSG00000136811
115353	ENSG00000116212
115352	ENSG00000160856
115350	ENSG00000163534
2019	ENSG00000163064
1207	ENSG00000074201
79065	ENSG00000198925
79064	ENSG00000168569
503582	ENSG00000186103
114336	ENSG00000104818
388015	ENSG00000254656
171546	ENSG00000165389
114335	ENSG00000213030
79799	ENSG00000135220
201140	ENSG00000184544
79798	ENSG00000140691
5555	ENSG00000134551
2015	ENSG00000174837
5557	ENSG00000198056
50618	ENSG00000198399
5551	ENSG00000180644
23105	ENSG00000053108
5553	ENSG00000186652
5552	ENSG00000122862
283420	ENSG00000197992
55333	ENSG00000213463
5558	ENSG00000146143
55330	ENSG00000186222
132299	ENSG00000145247
284390	ENSG00000197054
2016	ENSG00000135638
100509540	ENSG00000168781
9452	ENSG00000078596
91646	ENSG00000173809
2011	ENSG00000072518
91319	ENSG00000099958
10669	ENSG00000138028
143570	ENSG00000166435
732419	ENSG00000160072
131920	ENSG00000198398
59343	ENSG00000163904
2013	ENSG00000213853
100290936	ENSG00000171314
8581	ENSG00000167656
59344	ENSG00000179148
100509156	ENSG00000255659
643699	ENSG00000232653
30818	ENSG00000115041
100293817	ENSG00000144460
9453	ENSG00000152904
5129	ENSG00000117266
7008	ENSG00000167074
5883	ENSG00000172613
51657	ENSG00000127952
23181	ENSG00000160305
5880	ENSG00000128340
5887	ENSG00000119318
51411	ENSG00000110934
23185	ENSG00000107929
23184	ENSG00000117899
23635	ENSG00000145687
23189	ENSG00000107104
5888	ENSG00000051180
93643	ENSG00000137221
150921	ENSG00000163792
23633	ENSG00000025800
23632	ENSG00000118298
6554	ENSG00000100652
6555	ENSG00000125255
6556	ENSG00000018280
6557	ENSG00000074803
6550	ENSG00000066230
5873	ENSG00000069974
30811	ENSG00000142149
6558	ENSG00000064651
6559	ENSG00000070915
25923	ENSG00000184743
129852	ENSG00000177994
25921	ENSG00000156599
5871	ENSG00000168067
25927	ENSG00000119865
25926	ENSG00000130935
25925	ENSG00000198795
25924	ENSG00000170011
55630	ENSG00000147804
25929	ENSG00000082516
25928	ENSG00000171243
5877	ENSG00000183155
259289	ENSG00000255374
55632	ENSG00000092140
8204	ENSG00000180530
5875	ENSG00000100949
219431	ENSG00000174982
149018	ENSG00000203784
23451	ENSG00000115524
23450	ENSG00000189091
153241	ENSG00000168944
23452	ENSG00000136859
23457	ENSG00000150967
23456	ENSG00000135776
115825	ENSG00000139668
27299	ENSG00000134028
9666	ENSG00000198919
27293	ENSG00000130768
27292	ENSG00000086189
196264	ENSG00000160588
27290	ENSG00000122711
245930	ENSG00000215545
27296	ENSG00000124251
27295	ENSG00000154553
27294	ENSG00000104808
9887	ENSG00000116698
356	ENSG00000117560
355	ENSG00000026103
7507	ENSG00000136936
9883	ENSG00000196313
9882	ENSG00000136111
351	ENSG00000142192
350	ENSG00000091583
5460	ENSG00000204531
5460	ENSG00000206454
5460	ENSG00000229094
5460	ENSG00000230336
5460	ENSG00000233911
5460	ENSG00000235068
5460	ENSG00000237582
5460	ENSG00000256919
7508	ENSG00000154767
3106	ENSG00000234745
9889	ENSG00000100426
9662	ENSG00000174799
56851	ENSG00000134153
653598	ENSG00000198161
653598	ENSG00000255854
653598	ENSG00000255963
3758	ENSG00000151704
100506959	ENSG00000186031
8476	ENSG00000143776
3101	ENSG00000160883
6125	ENSG00000122406
10116	ENSG00000169018
56676	ENSG00000176009
6121	ENSG00000116745
51084	ENSG00000165475
6123	ENSG00000140986
6122	ENSG00000100316
55911	ENSG00000184730
401494	ENSG00000188921
136991	ENSG00000154438
55915	ENSG00000132434
55914	ENSG00000112851
55917	ENSG00000143079
55916	ENSG00000101888
157855	ENSG00000215262
57124	ENSG00000174807
56673	ENSG00000176029
84851	ENSG00000183718
255877	ENSG00000161940
10440	ENSG00000134375
5729	ENSG00000168229
84858	ENSG00000165655
100506084	ENSG00000185829
100506084	ENSG00000228696
9616	ENSG00000114125
10959	ENSG00000086598
120065	ENSG00000183303
9669	ENSG00000158417
64718	ENSG00000059145
10952	ENSG00000106803
10953	ENSG00000025772
10950	ENSG00000154640
10951	ENSG00000108468
10956	ENSG00000135506
64860	ENSG00000125962
64863	ENSG00000101574
64710	ENSG00000069275
493753	ENSG00000183513
100506243	ENSG00000240747
57540	ENSG00000204624
161835	ENSG00000150667
121227	ENSG00000139263
100506248	ENSG00000187514
219952	ENSG00000172381
219954	ENSG00000172377
100294020	ENSG00000183169
150709	ENSG00000151687
219957	ENSG00000186513
283849	ENSG00000179044
219959	ENSG00000172774
116328	ENSG00000165084
349565	ENSG00000163864
653659	ENSG00000163444
3225	ENSG00000180806
440563	ENSG00000179172
4632	ENSG00000168530
119504	ENSG00000166295
653656	ENSG00000205718
90806	ENSG00000174606
26168	ENSG00000161956
81328	ENSG00000181958
2259	ENSG00000102466
2258	ENSG00000129682
2257	ENSG00000114279
2256	ENSG00000161958
2255	ENSG00000070193
2254	ENSG00000102678
2253	ENSG00000107831
26167	ENSG00000113209
2251	ENSG00000111241
2250	ENSG00000138675
200407	ENSG00000175874
387680	ENSG00000099290
4635	ENSG00000198336
139818	ENSG00000147251
200403	ENSG00000168658
128061	ENSG00000143633
56604	ENSG00000173213
2197	ENSG00000149806
200159	ENSG00000173728
158431	ENSG00000196597
5376	ENSG00000109099
22919	ENSG00000101367
22918	ENSG00000125810
22917	ENSG00000149506
22916	ENSG00000114503
22915	ENSG00000138722
22914	ENSG00000213809
22913	ENSG00000125970
3681	ENSG00000156886
22911	ENSG00000085433
54785	ENSG00000196544
4800	ENSG00000001167
4801	ENSG00000120837
4802	ENSG00000066136
4803	ENSG00000134259
4804	ENSG00000064300
2780	ENSG00000134183
2783	ENSG00000172354
2782	ENSG00000078369
94031	ENSG00000170801
4809	ENSG00000100138
79803	ENSG00000166189
56931	ENSG00000141994
79805	ENSG00000143494
56937	ENSG00000124225
79807	ENSG00000138780
257	ENSG00000156150
9465	ENSG00000118507
9464	ENSG00000164107
57515	ENSG00000111897
9466	ENSG00000104998
10606	ENSG00000128050
57512	ENSG00000151025
9463	ENSG00000100151
9462	ENSG00000075391
2073	ENSG00000134899
2072	ENSG00000175595
90231	ENSG00000116685
2070	ENSG00000112319
9469	ENSG00000122863
9468	ENSG00000102230
57519	ENSG00000159433
3226	ENSG00000180818
54893	ENSG00000166912
54892	ENSG00000146918
54891	ENSG00000114933
55192	ENSG00000104129
54549	ENSG00000069188
54896	ENSG00000040487
54894	ENSG00000108375
54545	ENSG00000150712
54544	ENSG00000169509
54899	ENSG00000168297
152816	ENSG00000174792
54541	ENSG00000168209
54540	ENSG00000146067
54543	ENSG00000196683
54542	ENSG00000056586
54923	ENSG00000203896
267020	ENSG00000249222
8971	ENSG00000184897
55196	ENSG00000174718
54921	ENSG00000168802
157285	ENSG00000182319
100288520	ENSG00000223569
10599	ENSG00000134538
100508755	ENSG00000168781
120939	ENSG00000165685
5734	ENSG00000171522
8974	ENSG00000072682
120935	ENSG00000165972
955	ENSG00000197586
23585	ENSG00000183726
54926	ENSG00000107341
9793	ENSG00000175216
9792	ENSG00000179833
9791	ENSG00000156471
9790	ENSG00000165733
9797	ENSG00000157014
54925	ENSG00000140987
161829	ENSG00000178997
9794	ENSG00000161021
5731	ENSG00000160951
388695	ENSG00000163155
9798	ENSG00000182149
254048	ENSG00000157741
23582	ENSG00000166946
84665	ENSG00000138347
54768	ENSG00000157423
84667	ENSG00000179111
84666	ENSG00000163515
84661	ENSG00000162961
23581	ENSG00000105141
84663	ENSG00000131002
84662	ENSG00000126603
54093	ENSG00000185917
54760	ENSG00000115257
54763	ENSG00000065371
118429	ENSG00000163297
54765	ENSG00000166326
84668	ENSG00000122591
285527	ENSG00000075539
8208	ENSG00000159259
118426	ENSG00000165714
11316	ENSG00000105669
91120	ENSG00000197124
54707	ENSG00000142751
118424	ENSG00000160087
340267	ENSG00000215018
347344	ENSG00000197779
5739	ENSG00000160013
54704	ENSG00000164951
8416	ENSG00000143412
100505981	ENSG00000254936
93349	ENSG00000185404
23589	ENSG00000153048
728858	ENSG00000214700
163351	ENSG00000183347
202374	ENSG00000169302
120146	ENSG00000189253
84435	ENSG00000197177
54769	ENSG00000165023
51136	ENSG00000189050
100463285	ENSG00000232196
54708	ENSG00000198060
56160	ENSG00000185115
157869	ENSG00000164764
730256	ENSG00000231360
9411	ENSG00000137962
728577	ENSG00000154529
225689	ENSG00000181085
225689	ENSG00000256244
442361	ENSG00000221989
57007	ENSG00000144476
7589	ENSG00000166529
390059	ENSG00000184698
152015	ENSG00000114547
7083	ENSG00000167900
7082	ENSG00000104067
51548	ENSG00000077463
7087	ENSG00000105376
27436	ENSG00000143924
7089	ENSG00000065717
9412	ENSG00000152944
390053	ENSG00000248953
55048	ENSG00000167987
390054	ENSG00000171944
388228	ENSG00000188322
7584	ENSG00000169981
646643	ENSG00000187550
51547	ENSG00000187531
9805	ENSG00000136193
256006	ENSG00000145700
6495	ENSG00000126778
6494	ENSG00000213445
6497	ENSG00000157933
6496	ENSG00000138083
8174	ENSG00000099866
8175	ENSG00000104897
6493	ENSG00000159263
6492	ENSG00000112246
8178	ENSG00000105656
51542	ENSG00000143952
79656	ENSG00000162373
79657	ENSG00000005175
79650	ENSG00000103005
79651	ENSG00000129667
79652	ENSG00000131634
283208	ENSG00000149380
6949	ENSG00000070814
57419	ENSG00000185052
55041	ENSG00000115762
100508578	ENSG00000117262
100508578	ENSG00000188092
6943	ENSG00000118526
6942	ENSG00000100207
6942	ENSG00000256587
6941	ENSG00000137310
729085	ENSG00000144649
6947	ENSG00000134827
6945	ENSG00000108788
6944	ENSG00000163159
55705	ENSG00000198700
114815	ENSG00000108018
51024	ENSG00000214253
25834	ENSG00000182050
161823	ENSG00000168803
26762	ENSG00000113249
114818	ENSG00000119771
121549	ENSG00000187855
147040	ENSG00000213859
148979	ENSG00000174332
126755	ENSG00000162494
91749	ENSG00000173214
9500	ENSG00000179222
55706	ENSG00000058804
140032	ENSG00000157828
9415	ENSG00000134824
8398	ENSG00000184381
8399	ENSG00000069764
144245	ENSG00000175548
333929	ENSG00000185669
8394	ENSG00000143398
8395	ENSG00000107242
8396	ENSG00000141720
126204	ENSG00000173572
8390	ENSG00000183024
127670	ENSG00000203730
8392	ENSG00000159961
91875	ENSG00000136319
729756	ENSG00000226074
119694	ENSG00000176925
119695	ENSG00000176937
119692	ENSG00000176922
147664	ENSG00000251255
9416	ENSG00000174243
