ID	Symbol	Description
ENSG00000255751	AC124789.1	suppressor of cytokine signaling 7  [Source:RefSeq peptide;Acc:NP_055413]
ENSG00000227304	RP11-791G16.2	
ENSG00000231010	RP6-109B7.2	
ENSG00000235159	RP6-109B7.4	
ENSG00000204771	CTD-3232M19.2	
ENSG00000230634	RP5-996D20.3	
ENSG00000234869	RP3-439F8.1	
ENSG00000215719	AL356585.3	
ENSG00000215608	AL356585.2	
ENSG00000126870	WDR60	WD repeat domain 60 [Source:HGNC Symbol;Acc:21862]
ENSG00000103429	BFAR	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:17613]
ENSG00000100266	PACSIN2	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:8571]
ENSG00000215764	KIR3DS1	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:6340]
ENSG00000224715	CITF22-49D8.1	
ENSG00000205634	RP11-191L9.6	
ENSG00000249960	RP11-791G16.5	
ENSG00000248113	RP11-791G16.4	
ENSG00000224271	RP11-191L9.4	
ENSG00000231782	C4orf11	chromosome 4 open reading frame 11 [Source:HGNC Symbol;Acc:21342]
ENSG00000203275	AL590226.1	
ENSG00000232897	RP11-191L9.5	
ENSG00000230345	RP13-455A7.1	
ENSG00000172889	EGFL7	EGF-like-domain, multiple 7 [Source:HGNC Symbol;Acc:20594]
ENSG00000235154	CTA-280A3__B.2	
ENSG00000238192	LL22NC03-121E8.4	
ENSG00000103569	AQP9	aquaporin 9 [Source:HGNC Symbol;Acc:643]
ENSG00000230907	AL662828.4	FK506-binding protein-like [Source:UniProtKB/Swiss-Prot;Acc:Q9UIM3]
ENSG00000225845	CR759773.2	Butyrophilin-like 2 (MHC class II associated) [Source:UniProtKB/TrEMBL;Acc:A2AB00]
ENSG00000229071	AL662828.3	Proline-rich transmembrane protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q99946]
ENSG00000160588	MPZL3	myelin protein zero-like 3 [Source:HGNC Symbol;Acc:27279]
ENSG00000069764	PLA2G10	phospholipase A2, group X [Source:HGNC Symbol;Acc:9029]
ENSG00000248794	CTD-2248H3.1	
ENSG00000249483	CTD-2249K22.1	
ENSG00000251022	RP11-163O17.1	
ENSG00000229275	LL22NC03-121E8.3	
ENSG00000214857	SHFM1P1	split hand/foot malformation (ectrodactyly) type 1 pseudogene 1 [Source:HGNC Symbol;Acc:24454]
ENSG00000236447	RP11-356D23.3	
ENSG00000251495	PPIAP11	peptidylprolyl isomerase A (cyclophilin A) pseudogene 11 [Source:HGNC Symbol;Acc:9263]
ENSG00000233179	RP11-536P6.3	
ENSG00000248192	RP11-356D23.2	
ENSG00000251374	RPS23P5	ribosomal protein S23 pseudogene 5 [Source:HGNC Symbol;Acc:35726]
ENSG00000205632	WI2-81516E3.1	
ENSG00000248393	CTD-2015A6.1	
ENSG00000226142	RPL35P8	ribosomal protein L35 pseudogene 8 [Source:HGNC Symbol;Acc:36158]
ENSG00000248870	CTD-2015A6.2	
ENSG00000213402	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein [Source:HGNC Symbol;Acc:9667]
ENSG00000212939	RP1-29C18.10	
ENSG00000149573	MPZL2	myelin protein zero-like 2 [Source:HGNC Symbol;Acc:3496]
ENSG00000230726	CR759779.1	HLA class II histocompatibility antigen, DR alpha chain [Source:UniProtKB/Swiss-Prot;Acc:P01903]
ENSG00000224712	RP11-719K4.1	
ENSG00000249100	CTD-2218K11.2	
ENSG00000240411	CTD-2218K11.1	
ENSG00000172725	CORO1B	coronin, actin binding protein, 1B [Source:HGNC Symbol;Acc:2253]
ENSG00000213279	RP1-29C18.9	
ENSG00000234799	BX294158.2	
ENSG00000163389	POGLUT1	protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:22954]
ENSG00000235877	HCG19P	HLA complex group 19 pseudogene [Source:HGNC Symbol;Acc:31336]
ENSG00000235111	RP1-29C18.8	
ENSG00000231021	CR788250.2	HLA class II histocompatibility antigen, DR beta 4 chain [Source:UniProtKB/Swiss-Prot;Acc:P13762]
ENSG00000226954	RP5-983L19.2	
ENSG00000166035	LIPC	lipase, hepatic [Source:HGNC Symbol;Acc:6619]
ENSG00000067048	DDX3Y	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked [Source:HGNC Symbol;Acc:2699]
ENSG00000106018	VIPR2	vasoactive intestinal peptide receptor 2 [Source:HGNC Symbol;Acc:12695]
ENSG00000214727	RP5-983L19.1	
ENSG00000236867	RP3-522J7.5	
ENSG00000229409	RP11-494O16.3	
ENSG00000254852	RP11-719K4.2	
ENSG00000227484	XX-C283C717.1	
ENSG00000226738	CTA-384D8.31	
ENSG00000205559	CTA-384D8.20	
ENSG00000248105	CTD-2218K11.3	
ENSG00000099882	AC000036.5	
ENSG00000248112	RP11-78C3.1	
ENSG00000254690	GS1-393G12.12	
ENSG00000249857	CTD-2227C6.3	
ENSG00000254849	AF205589.1	microRNA 939 (MIR939), microRNA [Source:RefSeq DNA;Acc:NR_030635]
ENSG00000248400	ST13P12	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12 [Source:HGNC Symbol;Acc:38787]
ENSG00000198851	CD3E	CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:1674]
ENSG00000183426	NPIP	nuclear pore complex interacting protein [Source:HGNC Symbol;Acc:7909]
ENSG00000149452	SLC22A8	solute carrier family 22 (organic anion transporter), member 8 [Source:HGNC Symbol;Acc:10972]
ENSG00000027697	IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:5439]
ENSG00000230441	BX294158.1	
ENSG00000167433	ARHGAP23	Rho GTPase activating protein 23 [Source:HGNC Symbol;Acc:29293]
ENSG00000206324	AL845464.5	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Source:UniProtKB/Swiss-Prot;Acc:Q99943]
ENSG00000257093	AC004918.4	protein LCHN  [Source:RefSeq peptide;Acc:NP_001073861]
ENSG00000256964	AC004918.3	
ENSG00000256431	AC004918.2	wee1-like protein kinase 2  [Source:RefSeq peptide;Acc:NP_001099028]
ENSG00000225929	AC000036.4	
ENSG00000244758	AC093627.6	
ENSG00000254499	AC002056.5	
ENSG00000231644	AC004918.1	Single-stranded DNA binding protein 1, isoform CRA_ccDNA FLJ51825, highly similar to Single-stranded DNA-binding protein, mitochondrial [Source:UniProtKB/TrEMBL;Acc:B7Z268]
ENSG00000213683	AC002056.3	
ENSG00000227572	AC092037.2	mesencephalic astrocyte-derived neurotrophic factor precursor  [Source:RefSeq peptide;Acc:NP_006001]
ENSG00000167286	CD3D	CD3d molecule, delta (CD3-TCR complex) [Source:HGNC Symbol;Acc:1673]
ENSG00000231785	MICC	MHC class I polypeptide-related sequence C [Source:HGNC Symbol;Acc:7092]
ENSG00000137845	ADAM10	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:188]
ENSG00000214619	AC092037.1	Protein VPRBP [Source:UniProtKB/Swiss-Prot;Acc:Q9Y4B6]
ENSG00000249664	CTD-2227C6.2	
ENSG00000243385	CTD-2110K23.1	
ENSG00000251552	CTC-556K20.1	
ENSG00000232600	AC084125.4	
ENSG00000251395	FTH1P9	ferritin, heavy polypeptide 1 pseudogene 9 [Source:HGNC Symbol;Acc:39089]
ENSG00000249835	CTC-348L14.1	
ENSG00000228284	CR933859.1	Major histocompatibility complex, class II, DQ alpha 1 [Source:UniProtKB/TrEMBL;Acc:B0UZ32]
ENSG00000127955	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 [Source:HGNC Symbol;Acc:4384]
ENSG00000242858	CTC-484M2.1	
ENSG00000250013	RP11-456A14.1	
ENSG00000250320	CTD-2269F5.1	
ENSG00000232325	AC093627.7	
ENSG00000214853	RP11-509M23.1	
ENSG00000242611	AC093627.8	
ENSG00000242474	AC093627.9	
ENSG00000249349	CTC-384G19.1	
ENSG00000248674	RP11-1072N2.1	
ENSG00000250253	RP11-1072N2.2	
ENSG00000249792	RP11-1072N2.3	
ENSG00000240859	AC093627.10	
ENSG00000215635	AC145205.1	
ENSG00000230422	TMPOP1	thymopoietin pseudogene 1 [Source:HGNC Symbol;Acc:21364]
ENSG00000250864	AC092037.4	
ENSG00000248170	RP11-1072N2.4	
ENSG00000256574	AL512324.1	olfactory receptor 13A1  [Source:RefSeq peptide;Acc:NP_001004297]
ENSG00000248667	CTD-2331D11.2	
ENSG00000249023	CTD-2331D11.3	
ENSG00000239262	AL163540.1	
ENSG00000239715	AC093627.11	
ENSG00000249842	CTD-2331D11.4	
ENSG00000206256	AL662828.1	Palmitoyl-protein thioesterase 2 [Source:UniProtKB/TrEMBL;Acc:A2ABC8]
ENSG00000243859	CTD-2331D11.1	
ENSG00000240093	AC093627.12	
ENSG00000256561	AL731567.1	arachidonate 5-lipoxygenase  [Source:RefSeq peptide;Acc:NP_000689]
ENSG00000251066	CTC-534B23.1	
ENSG00000248411	CTD-2517M14.5	
ENSG00000248999	WI2-2373I1.1	forkhead box L1-like (LOC100288524), mRNA [Source:RefSeq DNA;Acc:NM_001195127]
ENSG00000250874	CTC-480C2.1	
ENSG00000250057	RP11-576N17.5	
ENSG00000241965	CTD-2036A18.1	
ENSG00000248767	WI2-2373I1.2	
ENSG00000255681	AC084125.2	
ENSG00000249153	CTD-2036A18.2	
ENSG00000256822	AC084125.4	
ENSG00000249574	AC226118.1	
ENSG00000184319	AC002055.4	ribosomal protein L23a pseudogene 7 (RPL23AP7), transcript variant 4, non-coding RNA [Source:RefSeq DNA;Acc:NR_024530]
ENSG00000250677	RP11-576N17.2	
ENSG00000250359	CTC-447O6.1	
ENSG00000205449	NBPF22P	neuroblastoma breakpoint family, member 22 (pseudogene) [Source:HGNC Symbol;Acc:28731]
ENSG00000256921	AL513523.5	Integrator complex subunit 3 [Source:UniProtKB/Swiss-Prot;Acc:Q68E01]
ENSG00000255456	CTD-2517M22.9	
ENSG00000248401	RP11-576N17.3	
ENSG00000248195	CTC-261N6.3	
ENSG00000160654	CD3G	CD3g molecule, gamma (CD3-TCR complex) [Source:HGNC Symbol;Acc:1675]
ENSG00000254618	TMED10P1	transmembrane emp24-like trafficking protein 10 (yeast) pseudogene 1 [Source:HGNC Symbol;Acc:30754]
ENSG00000175514	GPR152	G protein-coupled receptor 152 [Source:HGNC Symbol;Acc:23622]
ENSG00000169692	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:HGNC Symbol;Acc:325]
ENSG00000177468	OLIG3	oligodendrocyte transcription factor 3 [Source:HGNC Symbol;Acc:18003]
ENSG00000248363	CTC-261N6.1	
ENSG00000255876	AC136443.1	
ENSG00000175544	CABP4	calcium binding protein 4 [Source:HGNC Symbol;Acc:1386]
ENSG00000103512	NOMO1	NODAL modulator 1 [Source:HGNC Symbol;Acc:30060]
ENSG00000234471	AC147651.1	
ENSG00000118503	TNFAIP3	tumor necrosis factor, alpha-induced protein 3 [Source:HGNC Symbol;Acc:11896]
ENSG00000255530	RP5-1047A19.6	
ENSG00000223855	AC147651.3	
ENSG00000237865	BX936375.1	
ENSG00000251647	RP11-576N17.4	
ENSG00000137321	RANP1	RAN, member RAS oncogene family pseudogene 1 [Source:HGNC Symbol;Acc:21631]
ENSG00000229380	AC147651.5	
ENSG00000255000	AC139103.1	
ENSG00000232523	XXbac-BPG249D20.9	
ENSG00000237181	AC147651.4	
ENSG00000224889	PTMAP1	prothymosin, alpha pseudogene 1 (gene sequence 26) [Source:HGNC Symbol;Acc:9624]
ENSG00000236522	XXbac-BPG27H4.7	
ENSG00000225146	AC073957.15	
ENSG00000238216	BX914213.1	
ENSG00000213608	RP11-722P15.2	
ENSG00000224079	AC091729.7	
ENSG00000237890	BX571801.1	
ENSG00000239525	RP11-722P15.1	
ENSG00000226291	AC091729.8	
ENSG00000249171	RP11-767N15.1	
ENSG00000229126	XXbac-BPG118E17.9	panbronchiolitis related mucin-like 1 (PBMUCL1), mRNA [Source:RefSeq DNA;Acc:NM_001198815]
ENSG00000229043	AC091729.9	
ENSG00000237093	HCG22	HLA complex group 22 [Source:HGNC Symbol;Acc:27780]
ENSG00000250546	RP11-8L2.1	
ENSG00000224056	PSORS1C3	psoriasis susceptibility 1 candidate 3 (non-protein coding) [Source:HGNC Symbol;Acc:17203]
ENSG00000233082	AC073094.4	
ENSG00000231286	CR933859.2	Major histocompatibility complex, class II, DQ beta 1 [Source:UniProtKB/TrEMBL;Acc:B0V1U9]
ENSG00000225981	AC102953.4	
ENSG00000231927	AC102953.6	
ENSG00000256005	AC093734.1	
ENSG00000241181	AC093734.13	
ENSG00000241340	AC093734.14	
ENSG00000230487	AC093734.11	
ENSG00000187908	DMBT1	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:2926]
ENSG00000237375	BX072566.1	POTE ankyrin domain family member D [Source:UniProtKB/Swiss-Prot;Acc:Q86YR6]
ENSG00000256711	AL731567.2	Membrane-associated ring finger (C3HC4) 8 [Source:UniProtKB/TrEMBL;Acc:Q5JQ16]
ENSG00000110344	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast) [Source:HGNC Symbol;Acc:12499]
ENSG00000231281	HCG27	HLA complex group 27 [Source:HGNC Symbol;Acc:27366]
ENSG00000217792	AL133414.1	1060P11.10 (Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2 (NKAT4)) [Source:UniProtKB/TrEMBL;Acc:Q8N734]
ENSG00000226892	CR752644.1	Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:C9J270]
ENSG00000250124	CTC-261N6.2	
ENSG00000255912	AL513523.3	
ENSG00000228580	AL513523.1	long-chain fatty acid transport protein 3  [Source:RefSeq peptide;Acc:NP_077306]
ENSG00000251585	CTD-2299E8.1	
ENSG00000250544	CTC-493L21.1	
ENSG00000229075	XXbac-BPG299F13.14	
ENSG00000225029	BX248310.2	
ENSG00000248701	CTC-493L21.2	
ENSG00000183574	AL845464.1	E3 ubiquitin-protein ligase RNF5 [Source:UniProtKB/Swiss-Prot;Acc:Q99942]
ENSG00000242477	CTD-2161E19.1	
ENSG00000249061	RP11-72L22.1	
ENSG00000249362	CTD-2316B1.1	
ENSG00000248708	CTD-2316B1.2	
ENSG00000197071	AC010243.1	
ENSG00000247828	CTC-358I24.1	
ENSG00000227749	AC016489.1	
ENSG00000182625	AC091046.1	Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:A6NC00]
ENSG00000227672	RPL3P2	ribosomal protein L3 pseudogene 2 [Source:HGNC Symbol;Acc:17834]
ENSG00000225403	WASF5P	WAS protein family, member 5 pseudogene [Source:HGNC Symbol;Acc:21665]
ENSG00000128923	FAM63B	family with sequence similarity 63, member B [Source:HGNC Symbol;Acc:26954]
ENSG00000226834	XXbac-BPG248L24.10	
ENSG00000233161	DHFRP2	dihydrofolate reductase pseudogene 2 [Source:HGNC Symbol;Acc:2863]
ENSG00000256277	PECAM1	platelet/endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:8823]
ENSG00000232244	BX248310.4	
ENSG00000229741	CR752644.2	Butyrophilin-like 2 (MHC class II associated) [Source:UniProtKB/TrEMBL;Acc:A2AAZ9]
ENSG00000227405	BX119958.2	
ENSG00000172663	TMEM134	transmembrane protein 134 [Source:HGNC Symbol;Acc:26142]
ENSG00000226027	BX119958.1	
ENSG00000137776	SLTM	SAFB-like, transcription modulator [Source:HGNC Symbol;Acc:20709]
ENSG00000235462	TAB3P1	TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1 [Source:HGNC Symbol;Acc:37723]
ENSG00000161267	BDH1	3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:1027]
ENSG00000226768	XXbac-BPG181B23.4	
ENSG00000230389	HCP5	HLA complex P5 [Source:HGNC Symbol;Acc:21659]
ENSG00000206320	AL845464.4	Advanced glycosylation end product-specific receptor [Source:UniProtKB/Swiss-Prot;Acc:Q15109]
ENSG00000228987	CR753634.1	HLA class II histocompatibility antigen, DR alpha chain [Source:UniProtKB/Swiss-Prot;Acc:P01903]
ENSG00000255762	AL513523.2	transcriptional repressor p66-beta  [Source:RefSeq peptide;Acc:NP_065750]
ENSG00000230444	TFAMP1	transcription factor A, mitochondrial pseudogene 1 [Source:HGNC Symbol;Acc:11636]
ENSG00000196411	EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:3395]
ENSG00000231476	AC074389.5	
ENSG00000234977	AC074389.7	
ENSG00000206301	CR759848.1	Hla-dcalpha partial alpha 2 domain (extra cellular domain). [Source:UniProtKB/TrEMBL;Acc:O19697]
ENSG00000255564	AC145291.3	HEATR7A protein [Source:UniProtKB/TrEMBL;Acc:Q96AG6]
ENSG00000225968	AC074389.8	
ENSG00000235596	BX005439.2	
ENSG00000236081	AC074389.9	
ENSG00000254778	XXbac-BCX105D18.9	Palmitoyl-protein thioesterase 2 [Source:UniProtKB/TrEMBL;Acc:B0UYY6]
ENSG00000227990	AC110781.5	
ENSG00000230914	AC004840.8	
ENSG00000175873	AC004840.9	
ENSG00000256388	AC145291.4	ribosome biogenesis protein BOP1  [Source:RefSeq peptide;Acc:NP_056016]
ENSG00000236734	GRIFIN	galectin-related inter-fiber protein [Source:HGNC Symbol;Acc:4577]
ENSG00000228246	AC006028.9	
ENSG00000233202	AC006028.10	
ENSG00000231623	RPL15P4	ribosomal protein L15 pseudogene 4 [Source:HGNC Symbol;Acc:21663]
ENSG00000231357	AC006028.11	
ENSG00000237286	AC004906.3	
ENSG00000228334	AC024028.1	
ENSG00000183878	UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked [Source:HGNC Symbol;Acc:12638]
ENSG00000256877	AC138932.3	cDNA FLJ59024 [Source:UniProtKB/TrEMBL;Acc:B7Z384]
ENSG00000231892	AC073316.2	
ENSG00000256516	AC138932.2	
ENSG00000236708	AC073316.1	
ENSG00000224593	RP11-30B1.1	
ENSG00000179889	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:28995]
ENSG00000236510	AC011284.3	
ENSG00000213935	AC092610.12	
ENSG00000254873	RP11-770J1.5	
ENSG00000196204	RNF216L	ring finger protein 216-like [Source:HGNC Symbol;Acc:33610]
ENSG00000240083	CTC-498M16.1	
ENSG00000215713	CU179654.1	
ENSG00000250306	CTC-498M16.3	
ENSG00000250156	CTC-498M16.2	
ENSG00000256743	C17orf60	chromosome 17 open reading frame 60 [Source:HGNC Symbol;Acc:27570]
ENSG00000245526	CTC-547D20.1	microRNA 9-2 (MIR9-2), microRNA [Source:RefSeq DNA;Acc:NR_030741]
ENSG00000214980	RP11-274J2.1	
ENSG00000248749	RP11-42A4.1	
ENSG00000251260	RP11-147K21.1	
ENSG00000180769	NCRNA00247	non-protein coding RNA 247 [Source:HGNC Symbol;Acc:21603]
ENSG00000236767	AC145291.2	basic helix-loop-helix transcription factor scleraxis  [Source:RefSeq peptide;Acc:NP_001073983]
ENSG00000255852	AC233992.3	Heat shock factor protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q00613]
ENSG00000248725	RP11-218C23.1	
ENSG00000167283	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G [Source:HGNC Symbol;Acc:14247]
ENSG00000112378	PERP	PERP, TP53 apoptosis effector [Source:HGNC Symbol;Acc:17637]
ENSG00000135218	CD36	CD36 molecule (thrombospondin receptor) [Source:HGNC Symbol;Acc:1663]
ENSG00000214135	AC024560.3	succinate dehydrogenase complex, subunit A, flavoprotein pseudogene (LOC220729), non-coding RNA [Source:RefSeq DNA;Acc:NR_003266]
ENSG00000256864	AC009131.1	
ENSG00000181322	TXNDC6	thioredoxin domain containing 6 [Source:HGNC Symbol;Acc:21343]
ENSG00000255574	AC234063.1	DNA polymerase subunit gamma-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9UHN1]
ENSG00000157450	RNF111	ring finger protein 111 [Source:HGNC Symbol;Acc:17384]
ENSG00000255799	AC009994.1	probable ATP-dependent RNA helicase DDX5  [Source:RefSeq peptide;Acc:NP_004387]
ENSG00000255384	RP11-770J1.4	
ENSG00000228245	XXbac-BPG296P20.15	
ENSG00000228254	CR759848.2	HLA class II histocompatibility antigen, DQ beta 2 chain [Source:UniProtKB/Swiss-Prot;Acc:P05538]
ENSG00000118058	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) [Source:HGNC Symbol;Acc:7132]
ENSG00000228926	BX248305.1	
ENSG00000236884	CR753309.2	HLA class II histocompatibility antigen, DRB1-7 beta chain [Source:UniProtKB/Swiss-Prot;Acc:P13761]
ENSG00000255862	AC138932.1	
ENSG00000157045	NTAN1	N-terminal asparagine amidase [Source:HGNC Symbol;Acc:29909]
ENSG00000227853	XXbac-BPG296P20.14	
ENSG00000256998	AC233992.10	diacylglycerol O-acyltransferase 1  [Source:RefSeq peptide;Acc:NP_036211]
ENSG00000224766	DASS-36P22.4	
ENSG00000225773	XXbac-BPG116M5.14	
ENSG00000232577	XXbac-BPG116M5.15	
ENSG00000250705	CTC-470C15.1	
ENSG00000245864	CTC-467M3.1	
ENSG00000236418	CR753846.5	Major histocompatibility complex, class II, DQ alpha 1 [Source:UniProtKB/TrEMBL;Acc:B0UZ32]
ENSG00000110711	AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:358]
ENSG00000157456	CCNB2	cyclin B2 [Source:HGNC Symbol;Acc:1580]
ENSG00000256078	AC145060.1	
ENSG00000256785	AC009994.3	Coiled-coil domain-containing protein 45 [Source:UniProtKB/Swiss-Prot;Acc:Q96GE4]
ENSG00000234328	TNXA	tenascin XA pseudogene [Source:HGNC Symbol;Acc:11975]
ENSG00000250062	RP11-778J15.1	
ENSG00000112379	KIAA1244	KIAA1244 [Source:HGNC Symbol;Acc:21213]
ENSG00000243312	RP11-397E7.1	
ENSG00000165716	FAM69B	family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]
ENSG00000241910	CT009502.3	HLA class II histocompatibility antigen, DO beta chain [Source:UniProtKB/Swiss-Prot;Acc:P13765]
ENSG00000085721	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30346]
ENSG00000250202	RP11-397E7.2	
ENSG00000256163	AL355493.1	patched domain-containing protein 3  [Source:RefSeq peptide;Acc:NP_001030014]
ENSG00000255797	AC233992.2	
ENSG00000256416	AC233992.6	
ENSG00000242038	AL662828.7	EGF-like-domain, multiple 8 [Source:UniProtKB/TrEMBL;Acc:A2ABD2]
ENSG00000113845	C3orf1	chromosome 3 open reading frame 1 [Source:HGNC Symbol;Acc:1321]
ENSG00000256289	AC233992.4	
ENSG00000256065	AC212493.1	
ENSG00000256397	AC233992.5	riboflavin transporter 3 precursor  [Source:RefSeq peptide;Acc:NP_078807]
ENSG00000248989	STK19P	serine/threonine kinase 19 pseudogene [Source:HGNC Symbol;Acc:21668]
ENSG00000251411	RP11-397E7.4	
ENSG00000238170	XXbac-BPG116M5.16	
ENSG00000250555	CTC-467M3.2	
ENSG00000255821	AC009994.2	SMURF2 protein [Source:UniProtKB/TrEMBL;Acc:Q96DE7]
ENSG00000237295	BX119999.1	
ENSG00000250377	CTC-467M3.3	
ENSG00000235043	RP11-397E7.3	
ENSG00000206315	AL845464.3	Pre-B-cell leukemia transcription factor 2 [Source:UniProtKB/Swiss-Prot;Acc:P40425]
ENSG00000255728	AC233992.1	
ENSG00000248309	CTC-454M9.1	
ENSG00000157483	MYO1E	myosin IE [Source:HGNC Symbol;Acc:7599]
ENSG00000197658	SLC22A24	solute carrier family 22, member 24 [Source:HGNC Symbol;Acc:28542]
ENSG00000256962	ATP5J2P4	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 pseudogene 4 [Source:HGNC Symbol;Acc:32451]
ENSG00000253145	AC008739.1	zinc finger protein 85  [Source:RefSeq peptide;Acc:NP_003420]
ENSG00000204003	LCN6	lipocalin 6 [Source:HGNC Symbol;Acc:17337]
ENSG00000256775	AC233992.8	cleavage and polyadenylation specificity factor subunit 1  [Source:RefSeq peptide;Acc:NP_037423]
ENSG00000171989	LDHAL6B	lactate dehydrogenase A-like 6B [Source:HGNC Symbol;Acc:21481]
ENSG00000224507	HCG23	HLA complex group 23 [Source:HGNC Symbol;Acc:19713]
ENSG00000157470	FAM81A	family with sequence similarity 81, member A [Source:HGNC Symbol;Acc:28379]
ENSG00000232705	BX120007.1	
ENSG00000235228	DASS-397D15.4	
ENSG00000226227	DASS-397D15.5	
ENSG00000237599	CT009502.2	Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:UniProtKB/TrEMBL;Acc:B0V2J7]
ENSG00000140297	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type [Source:HGNC Symbol;Acc:4205]
ENSG00000145016	KIAA0226	KIAA0226 [Source:HGNC Symbol;Acc:28991]
ENSG00000146828	SLC12A9	solute carrier family 12 (potassium/chloride transporters), member 9 [Source:HGNC Symbol;Acc:17435]
ENSG00000140307	GTF2A2	general transcription factor IIA, 2, 12kDa [Source:HGNC Symbol;Acc:4647]
ENSG00000256038	AL157402.3	V-type proton ATPase subunit G 3 isoform a  [Source:RefSeq peptide;Acc:NP_573569]
ENSG00000248196	RP11-476C8.2	
ENSG00000256729	AC008739.2	
ENSG00000248180	GAPDHP60	glyceraldehyde-3-phosphate dehydrogenase pseudogene 60 [Source:HGNC Symbol;Acc:4153]
ENSG00000256669	AC148477.2	GALNT9 protein [Source:UniProtKB/TrEMBL;Acc:B2RXG6]
ENSG00000250163	RP11-476C8.3	
ENSG00000256026	AL157402.2	Protein tyrosine phosphatase, receptor type, C [Source:UniProtKB/TrEMBL;Acc:Q5T9M0]
ENSG00000250572	RP11-529H2.1	
ENSG00000081087	OSTM1	osteopetrosis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:21652]
ENSG00000233697	HLA-DRB8	major histocompatibility complex, class II, DR beta 8 (pseudogene) [Source:HGNC Symbol;Acc:4956]
ENSG00000235324	DASS-23B5.1	
ENSG00000235116	DASS-23B5.2	
ENSG00000188599	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6 [Source:HGNC Symbol;Acc:30070]
ENSG00000233209	CR753846.4	HLA class II histocompatibility antigen, DQ beta 1 chain [Source:UniProtKB/Swiss-Prot;Acc:P01920]
ENSG00000204589	AC148477.1	
ENSG00000215615	AL354822.1	
ENSG00000255643	AL157402.1	CD45 [Source:UniProtKB/TrEMBL;Acc:Q6QIM3]
ENSG00000256432	AC233992.7	CDNA FLJ20482 fis, clone KAT07592 [Source:UniProtKB/TrEMBL;Acc:Q9NX22]
ENSG00000255723	RP11-529H2.2	
ENSG00000159904	ZNF890P	zinc finger protein 890, pseudogene [Source:HGNC Symbol;Acc:38691]
ENSG00000256887	AC233992.9	vacuolar protein sorting-associated protein 28 homolog isoform 1  [Source:RefSeq peptide;Acc:NP_057292]
ENSG00000249262	RP11-710E1.1	
ENSG00000184999	SLC22A10	solute carrier family 22, member 10 [Source:HGNC Symbol;Acc:18057]
ENSG00000241269	AC093620.5	
ENSG00000227099	HLA-DRB7	major histocompatibility complex, class II, DR beta 7 (pseudogene) [Source:HGNC Symbol;Acc:4955]
ENSG00000256867	AC009414.1	
ENSG00000188365	AC092171.2	
ENSG00000140299	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2 [Source:HGNC Symbol;Acc:1083]
ENSG00000238101	FAM8A5P	family with sequence similarity 8, member A5 pseudogene [Source:HGNC Symbol;Acc:16376]
ENSG00000230414	XXbac-BPG254F23.5	
