ID	Symbol	Name	Species	Date	Remarks
100129034	LOC100129034	hypothetical protein LOC100129034	Hs	06/30/2011	
100128343	LOC100128343	hypothetical protein LOC100128343	Hs	06/30/2011	
131583	FAM43A	family with sequence similarity 43, member A	Hs	06/30/2011	
150275	CCDC117	coiled-coil domain containing 117	Hs	06/30/2011	
5978	REST	RE1-silencing transcription factor	Hs	06/30/2011	
400258	C14orf180	chromosome 14 open reading frame 180	Hs	06/30/2011	
440051	KRTAP5-11	keratin associated protein 5-11	Hs	06/30/2011	
16153	Il10	interleukin 10	Hs	06/30/2011	
51741	WWOX	WW domain containing oxidoreductase	Hs	06/30/2011	
100033799	SNORD115-22	small nucleolar RNA, C/D box 115-22	Hs	06/30/2011	
100192379	LOC100192379	hypothetical LOC100192379	Hs	06/30/2011	
100129946	LOC100129946	hypothetical LOC100129946	Hs	06/30/2011	
154197	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	Hs	06/30/2011	
130678	RPLP1P5	ribosomal protein, large, P1 pseudogene 5	Hs	06/30/2011	
641522	ARL17	ADP-ribosylation factor-like 17	Hs	06/30/2011	
286083	LOC286083	hypothetical protein LOC286083	Hs	06/30/2011	
286087	LOC286087	hypothetical protein LOC286087	Hs	06/30/2011	
56990	CDC42SE2	CDC42 small effector 2	Hs	06/30/2011	
100131928	LOC100131928	Hypothetical protein LOC100131928	Hs	06/30/2011	
56994	CHPT1	choline phosphotransferase 1	Hs	06/30/2011	
56995	TULP4	Tubby like protein 4	Hs	06/30/2011	
286557	RBMY1A3P	RNA binding motif protein, Y-linked, family 1, member A3 pseudogene	Hs	06/30/2011	
100131929	LOC100131929	hypothetical LOC100131929	Hs	06/30/2011	
6011	GRK1	G protein-coupled receptor kinase 1	Hs	06/30/2011	
6010	RHO	rhodopsin	Hs	06/30/2011	
6013	RLN1	relaxin 1	Hs	06/30/2011	
6015	RING1	ring finger protein 1	Hs	06/30/2011	
6014	RIT2	Ras-like without CAAX 2	Hs	06/30/2011	
6017	RLBP1	retinaldehyde binding protein 1	Hs	06/30/2011	
6016	RIT1	Ras-like without CAAX 1	Hs	06/30/2011	
6019	RLN2	relaxin 2	Hs	06/30/2011	
6018	RLF	rearranged L-myc fusion	Hs	06/30/2011	
25786	DGCR11	DiGeorge syndrome critical region gene 11	Hs	06/30/2011	
10048	RANBP9	RAN binding protein 9	Hs	06/30/2011	
10049	DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	Hs	06/30/2011	
10040	TOM1L1	target of myb1 (chicken)-like 1	Hs	06/30/2011	
10042	HMGXB4	HMG box domain containing 4	Hs	06/30/2011	
10043	TOM1	target of myb1 (chicken)	Hs	06/30/2011	
10044	SH2D3C	SH2 domain containing 3C	Hs	06/30/2011	
10045	SH2D3A	SH2 domain containing 3A	Hs	06/30/2011	
10046	MAMLD1	mastermind-like domain containing 1	Hs	06/30/2011	
10047	CST8	cystatin 8 (cystatin-related epididymal specific)	Hs	06/30/2011	
401663	OR51H1P	olfactory receptor, family 51, subfamily H, member 1 pseudogene	Hs	06/30/2011	
401665	OR51T1	olfactory receptor, family 51, subfamily T, member 1	Hs	06/30/2011	
401667	OR51A2	olfactory receptor, family 51, subfamily A, member 2	Hs	06/30/2011	
401666	OR51A4	olfactory receptor, family 51, subfamily A, member 4	Hs	06/30/2011	
25789	TMEM59L	transmembrane protein 59-like	Hs	06/30/2011	
121536	AEBP2	AE binding protein 2	Hs	06/30/2011	
378832	NCRNA00175	non-protein coding RNA 175	Hs	06/30/2011	
255119	C4orf22	chromosome 4 open reading frame 22	Hs	06/30/2011	
345757	FAM174A	family with sequence similarity 174, member A	Hs	06/30/2011	
134359	C5orf37	chromosome 5 open reading frame 37	Hs	06/30/2011	
134353	LSM11	LSM11, U7 small nuclear RNA associated	Hs	06/30/2011	
5089	PBX2	pre-B-cell leukemia homeobox 2	Hs	06/30/2011	
653275	CFC1B	Cripto, FRL-1, cryptic family 1B	Hs	06/30/2011	
5083	PAX9	paired box 9	Hs	06/30/2011	
391123	VSIG8	V-set and immunoglobulin domain containing 8	Hs	06/30/2011	
5081	PAX7	paired box 7	Hs	06/30/2011	
5080	PAX6	paired box 6	Hs	06/30/2011	
5087	PBX1	pre-B-cell leukemia homeobox 1	Hs	06/30/2011	
100130389	LOC100130389	hypothetical LOC100130389	Hs	06/30/2011	
5331	PLCB3	phospholipase C, beta 3 (phosphatidylinositol-specific)	Hs	06/30/2011	
5330	PLCB2	phospholipase C, beta 2	Hs	06/30/2011	
5333	PLCD1	phospholipase C, delta 1	Hs	06/30/2011	
5332	PLCB4	Phospholipase C, beta 4	Hs	06/30/2011	
5335	PLCG1	phospholipase C, gamma 1	Hs	06/30/2011	
5337	PLD1	phospholipase D1, phosphatidylcholine-specific	Hs	06/30/2011	
5336	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	Hs	06/30/2011	
5339	PLEC1	plectin 1, intermediate filament binding protein 500kDa	Hs	06/30/2011	
5338	PLD2	phospholipase D2	Hs	06/30/2011	
400539	FLJ27243	FLJ27243 protein	Hs	06/30/2011	
400535	FLJ44674	FLJ44674 protein	Hs	06/30/2011	
400533	FLJ26245	hypothetical gene supported by AK129756	Hs	06/30/2011	
164395	TTLL9	tubulin tyrosine ligase-like family, member 9	Hs	06/30/2011	
123970	C16orf78	chromosome 16 open reading frame 78	Hs	06/30/2011	
136051	ZNF786	zinc finger protein 786	Hs	06/30/2011	
200315	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	Hs	06/30/2011	
200316	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	Hs	06/30/2011	
27328	PCDH11X	protocadherin 11 X-linked	Hs	06/30/2011	
87178	PNPT1	polyribonucleotide nucleotidyltransferase 1	Hs	06/30/2011	
137872	ADHFE1	alcohol dehydrogenase, iron containing, 1	Hs	06/30/2011	
83666	PARP9	poly (ADP-ribose) polymerase family, member 9	Hs	06/30/2011	
83667	SESN2	sestrin 2	Hs	06/30/2011	
83660	TLN2	talin 2	Hs	06/30/2011	
83661	MS4A8B	membrane-spanning 4-domains, subfamily A, member 8B	Hs	06/30/2011	
129446	XIRP2	xin actin-binding repeat containing 2	Hs	06/30/2011	
729073	FAM92A2	family with sequence similarity 92, member A2	Hs	06/30/2011	
729070	LOC729070	Similar to hCG2030186	Hs	06/30/2011	
100131472	LOC100131472	similar to hCG2040563	Hs	06/30/2011	
8000	PSCA	prostate stem cell antigen	Hs	06/30/2011	
8001	GLRA3	glycine receptor, alpha 3	Hs	06/30/2011	
50939	IMPG2	interphotoreceptor matrix proteoglycan 2	Hs	06/30/2011	
7469	WHSC2	Wolf-Hirschhorn syndrome candidate 2	Hs	06/30/2011	
7468	WHSC1	Wolf-Hirschhorn syndrome candidate 1	Hs	06/30/2011	
7462	LAT2	linker for activation of T cells family, member 2	Hs	06/30/2011	
7461	CLIP2	CAP-GLY domain containing linker protein 2	Hs	06/30/2011	
7466	WFS1	Wolfram syndrome 1 (wolframin)	Hs	06/30/2011	
7465	WEE1	WEE1 homolog (S. pombe)	Hs	06/30/2011	
7464	CORO2A	coronin, actin binding protein, 2A	Hs	06/30/2011	
65095	KRI1	KRI1 homolog (S. cerevisiae)	Hs	06/30/2011	
65094	JMJD4	jumonji domain containing 4	Hs	06/30/2011	
146779	EFCAB3	EF-hand calcium binding domain 3	Hs	06/30/2011	
161271	OR4H12P	olfactory receptor, family 4, subfamily H, member 12 pseudogene	Hs	06/30/2011	
10899	JTB	jumping translocation breakpoint	Hs	06/30/2011	
10898	CPSF4	cleavage and polyadenylation specific factor 4, 30kDa	Hs	06/30/2011	
10892	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	Hs	06/30/2011	
10891	PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	Hs	06/30/2011	
10897	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	Hs	06/30/2011	
10896	OCLM	oculomedin	Hs	06/30/2011	
10895	PPBPL2	pro-platelet basic protein-like 2	Hs	06/30/2011	
10894	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	Hs	06/30/2011	
160897	GPR180	G protein-coupled receptor 180	Hs	06/30/2011	
348120	LOC348120	Hypothetical protein LOC348120	Hs	06/30/2011	
257236	CCDC96	coiled-coil domain containing 96	Hs	06/30/2011	
139341	FUNDC1	FUN14 domain containing 1	Hs	06/30/2011	
119467	CLRN3	clarin 3	Hs	06/30/2011	
2318	FLNC	filamin C, gamma (actin binding protein 280)	Hs	06/30/2011	
2319	FLOT2	flotillin 2	Hs	06/30/2011	
2316	FLNA	filamin A, alpha (actin binding protein 280)	Hs	06/30/2011	
81537	SGPP1	sphingosine-1-phosphate phosphatase 1	Hs	06/30/2011	
2315	MLANA	melan-A	Hs	06/30/2011	
2312	FLG	filaggrin	Hs	06/30/2011	
2310	FOXO3B	forkhead box O3B pseudogene	Hs	06/30/2011	
5858	PZP	pregnancy-zone protein	Hs	06/30/2011	
5859	QARS	glutaminyl-tRNA synthetase	Hs	06/30/2011	
408029	C2orf27B	chromosome 2 open reading frame 27B	Hs	06/30/2011	
730909	LOC730909	Similar to hect domain and RLD 2	Hs	06/30/2011	
56833	SLAMF8	SLAM family member 8	Hs	06/30/2011	
56832	IFNK	interferon, kappa	Hs	06/30/2011	
56834	GPR137	G protein-coupled receptor 137	Hs	06/30/2011	
90826	LOC90826	hypothetical protein BC004337	Hs	06/30/2011	
63932	CXorf56	chromosome X open reading frame 56	Hs	06/30/2011	
63933	CCDC90A	Coiled-coil domain containing 90A	Hs	06/30/2011	
63931	MRPS14	mitochondrial ribosomal protein S14	Hs	06/30/2011	
63934	ZNF667	zinc finger protein 667	Hs	06/30/2011	
63935	PCIF1	PDX1 C-terminal inhibiting factor 1	Hs	06/30/2011	
63939	C20orf177	chromosome 20 open reading frame 177	Hs	06/30/2011	
391825	RPL23AP44	ribosomal protein L23a pseudogene 44	Hs	06/30/2011	
90799	CCDC45	coiled-coil domain containing 45	Hs	06/30/2011	
100132815	LOC100132815	Hypothetical protein LOC100132815	Hs	06/30/2011	
148418	SAMD13	sterile alpha motif domain containing 13	Hs	06/30/2011	
649330	LOC649330	heterogeneous nuclear ribonucleoprotein C-like	Hs	06/30/2011	
767564	SNORD113-4	small nucleolar RNA, C/D box 113-4	Hs	06/30/2011	
767563	SNORD113-3	small nucleolar RNA, C/D box 113-3	Hs	06/30/2011	
100134410	LOC100134410	similar to POU domain, class 6, transcription factor 2 (Retina-derived POU domain factor 1) (RPF-1)	Hs	06/30/2011	
344	APOC2	Apolipoprotein C-II	Hs	06/30/2011	
7516	XRCC2	X-ray repair complementing defective repair in Chinese hamster cells 2	Hs	06/30/2011	
283897	C16orf54	chromosome 16 open reading frame 54	Hs	06/30/2011	
347	APOD	apolipoprotein D	Hs	06/30/2011	
341	APOC1	apolipoprotein C-I	Hs	06/30/2011	
414926	C15orf50	chromosome 15 open reading frame 50	Hs	06/30/2011	
414927	MGC34796	SPR pseudogene	Hs	06/30/2011	
10563	CXCL13	chemokine (C-X-C motif) ligand 13	Hs	06/30/2011	
10562	OLFM4	olfactomedin 4	Hs	06/30/2011	
10561	IFI44	interferon-induced protein 44	Hs	06/30/2011	
10560	SLC19A2	solute carrier family 19 (thiamine transporter), member 2	Hs	06/30/2011	
10567	RABAC1	Rab acceptor 1 (prenylated)	Hs	06/30/2011	
10566	AKAP3	A kinase (PRKA) anchor protein 3	Hs	06/30/2011	
10565	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	Hs	06/30/2011	
10564	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	Hs	06/30/2011	
388630	LOC388630	UPF0632 protein A	Hs	06/30/2011	
10569	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	Hs	06/30/2011	
10568	SLC34A2	solute carrier family 34 (sodium phosphate), member 2	Hs	06/30/2011	
64006	ERVK6	endogenous retroviral sequence K, 6	Hs	06/30/2011	
8839	WISP2	WNT1 inducible signaling pathway protein 2	Hs	06/30/2011	
8838	WISP3	WNT1 inducible signaling pathway protein 3	Hs	06/30/2011	
8835	SOCS2	suppressor of cytokine signaling 2	Hs	06/30/2011	
8834	TMEM11	transmembrane protein 11	Hs	06/30/2011	
8837	CFLAR	CASP8 and FADD-like apoptosis regulator	Hs	06/30/2011	
8836	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	Hs	06/30/2011	
8831	SYNGAP1	synaptic Ras GTPase activating protein 1 homolog (rat)	Hs	06/30/2011	
8833	GMPS	guanine monphosphate synthetase	Hs	06/30/2011	
8832	CD84	CD84 molecule	Hs	06/30/2011	
143689	PIWIL4	piwi-like 4 (Drosophila)	Hs	06/30/2011	
729862	LOC729862	similar to Striatin	Hs	06/30/2011	
115024	NT5C3L	5'-nucleotidase, cytosolic III-like	Hs	06/30/2011	
143684	FAM76B	family with sequence similarity 76, member B	Hs	06/30/2011	
9227	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	Hs	06/30/2011	
26809	SNORD42A	small nucleolar RNA, C/D box 42A	Hs	06/30/2011	
26808	SNORD42B	small nucleolar RNA, C/D box 42B	Hs	06/30/2011	
26805	SNORD45A	small nucleolar RNA, C/D box 45A	Hs	06/30/2011	
26804	SNORD45B	small nucleolar RNA, C/D box 45B	Hs	06/30/2011	
26807	SNORD43	small nucleolar RNA, C/D box 43	Hs	06/30/2011	
26806	SNORD44	small nucleolar RNA, C/D box 44	Hs	06/30/2011	
26800	SNORD49A	small nucleolar RNA, C/D box 49A	Hs	06/30/2011	
26802	SNORD47	small nucleolar RNA, C/D box 47	Hs	06/30/2011	
100129239	CXorf51	chromosome X open reading frame 51	Hs	06/30/2011	
100129238	LOC100129238	hypothetical protein LOC100129238	Hs	06/30/2011	
9220	TIAF1	TGFB1-induced anti-apoptotic factor 1	Hs	06/30/2011	
100129230	LOC100129230	hypothetical protein LOC100129230	Hs	06/30/2011	
100128185	LOC100128185	PNAS-19	Hs	06/30/2011	
100128180	LOC100128180	PRO2116	Hs	06/30/2011	
729940	LOC729940	similar to hCG2036908	Hs	06/30/2011	
728064	LOC728064	similar to cubilin (intrinsic factor-cobalamin receptor)	Hs	06/30/2011	
728061	hCG_2003663	hCG2003663	Hs	06/30/2011	
728060	LOC728060	hypothetical LOC728060	Hs	06/30/2011	
58527	C6orf115	chromosome 6 open reading frame 115	Hs	06/30/2011	
58526	MID1IP1	MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))	Hs	06/30/2011	
58525	WIZ	widely interspaced zinc finger motifs	Hs	06/30/2011	
58524	DMRT3	doublesex and mab-3 related transcription factor 3	Hs	06/30/2011	
58529	MYOZ1	myozenin 1	Hs	06/30/2011	
58528	RRAGD	Ras-related GTP binding D	Hs	06/30/2011	
100129583	FAM47E	family with sequence similarity 47, member E	Hs	06/30/2011	
1579	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	Hs	06/30/2011	
689	BTF3	Basic transcription factor 3	Hs	06/30/2011	
688	KLF5	Kruppel-like factor 5 (intestinal)	Hs	06/30/2011	
685	BTC	betacellulin	Hs	06/30/2011	
1572	CYP2F1	cytochrome P450, family 2, subfamily F, polypeptide 1	Hs	06/30/2011	
79717	PPCS	phosphopantothenoylcysteine synthetase	Hs	06/30/2011	
79716	NPEPL1	aminopeptidase-like 1	Hs	06/30/2011	
1577	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	Hs	06/30/2011	
680	BRS3	bombesin-like receptor 3	Hs	06/30/2011	
683	BST1	bone marrow stromal cell antigen 1	Hs	06/30/2011	
682	BSG	basigin (Ok blood group)	Hs	06/30/2011	
55111	PLEKHJ1	pleckstrin homology domain containing, family J member 1	Hs	06/30/2011	
55110	MAGOHB	mago-nashi homolog B (Drosophila)	Hs	06/30/2011	
55113	XKR8	XK, Kell blood group complex subunit-related family, member 8	Hs	06/30/2011	
55112	WDR60	WD repeat domain 60	Hs	06/30/2011	
55114	ARHGAP17	Rho GTPase activating protein 17	Hs	06/30/2011	
55117	SLC6A15	solute carrier family 6 (neutral amino acid transporter), member 15	Hs	06/30/2011	
55116	TMEM39B	transmembrane protein 39B	Hs	06/30/2011	
55119	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	Hs	06/30/2011	
55118	CRTAC1	cartilage acidic protein 1	Hs	06/30/2011	
114044	MCM3APAS	MCM3AP antisense RNA (non-protein coding)	Hs	06/30/2011	
114041	C21orf88	chromosome 21 open reading frame 88	Hs	06/30/2011	
114042	C21orf89	chromosome 21 open reading frame 89	Hs	06/30/2011	
114043	C21orf90	chromosome 21 open reading frame 90	Hs	06/30/2011	
114049	WBSCR22	Williams Beuren syndrome chromosome region 22	Hs	06/30/2011	
389668	XKR9	XK, Kell blood group complex subunit-related family, member 9	Hs	06/30/2011	
283933	ZNF843	zinc finger protein 843	Hs	06/30/2011	
283981	NCRNA00107	non-protein coding RNA 107	Hs	06/30/2011	
10969	EBNA1BP2	EBNA1 binding protein 2	Hs	06/30/2011	
337978	KRTAP21-2	keratin associated protein 21-2	Hs	06/30/2011	
55803	ADAP2	ArfGAP with dual PH domains 2	Hs	06/30/2011	
55802	DCP1A	DCP1 decapping enzyme homolog A (S. cerevisiae)	Hs	06/30/2011	
55801	IL26	interleukin 26	Hs	06/30/2011	
55800	SCN3B	sodium channel, voltage-gated, type III, beta	Hs	06/30/2011	
117531	TMC1	transmembrane channel-like 1	Hs	06/30/2011	
55806	HR	hairless homolog (mouse)	Hs	06/30/2011	
55805	LRP2BP	LRP2 binding protein	Hs	06/30/2011	
117532	TMC2	transmembrane channel-like 2	Hs	06/30/2011	
55809	TRERF1	transcriptional regulating factor 1	Hs	06/30/2011	
55808	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Hs	06/30/2011	
57409	MIF4GD	MIF4G domain containing	Hs	06/30/2011	
57408	LRTM1	leucine-rich repeats and transmembrane domains 1	Hs	06/30/2011	
57403	RAB22A	RAB22A, member RAS oncogene family	Hs	06/30/2011	
57402	S100A14	S100 calcium binding protein A14	Hs	06/30/2011	
57405	SPC25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	Hs	06/30/2011	
57404	CYP20A1	cytochrome P450, family 20, subfamily A, polypeptide 1	Hs	06/30/2011	
57407	NMRAL1	NmrA-like family domain containing 1	Hs	06/30/2011	
57406	ABHD6	abhydrolase domain containing 6	Hs	06/30/2011	
441377	RPS26P35	ribosomal protein S26 pseudogene 35	Hs	06/30/2011	
441376	C8orf85	chromosome 8 open reading frame 85	Hs	06/30/2011	
3698	ITIH2	inter-alpha (globulin) inhibitor H2	Hs	06/30/2011	
3699	ITIH3	inter-alpha (globulin) inhibitor H3	Hs	06/30/2011	
645317	LOC645317	similar to 16.7Kd protein	Hs	06/30/2011	
3691	ITGB4	Integrin, beta 4	Hs	06/30/2011	
3692	EIF6	eukaryotic translation initiation factor 6	Hs	06/30/2011	
3693	ITGB5	Integrin, beta 5	Hs	06/30/2011	
3694	ITGB6	Integrin, beta 6	Hs	06/30/2011	
645312	GLTPP1	glycolipid transfer protein pseudogene 1	Hs	06/30/2011	
3696	ITGB8	integrin, beta 8	Hs	06/30/2011	
3697	ITIH1	inter-alpha (globulin) inhibitor H1	Hs	06/30/2011	
153830	RNF145	Ring finger protein 145	Hs	06/30/2011	
26038	CHD5	chromodomain helicase DNA binding protein 5	Hs	06/30/2011	
26039	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	Hs	06/30/2011	
26034	IPCEF1	interaction protein for cytohesin exchange factors 1	Hs	06/30/2011	
26035	GLCE	glucuronic acid epimerase	Hs	06/30/2011	
26036	ZNF451	zinc finger protein 451	Hs	06/30/2011	
26037	SIPA1L1	signal-induced proliferation-associated 1 like 1	Hs	06/30/2011	
26030	PLEKHG3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	Hs	06/30/2011	
100130924	LOC100130924	hypothetical LOC100130924	Hs	06/30/2011	
26032	SUSD5	sushi domain containing 5	Hs	06/30/2011	
26033	ATRNL1	attractin-like 1	Hs	06/30/2011	
202559	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2	Hs	06/30/2011	
2157	F8	coagulation factor VIII, procoagulant component	Hs	06/30/2011	
255330	C3orf46	chromosome 3 open reading frame 46	Hs	06/30/2011	
147841	SPC24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	Hs	06/30/2011	
138050	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	Hs	06/30/2011	
727768	LOC727768	similar to tektin 4	Hs	06/30/2011	
285830	RP3-377H14.5	hypothetical LOC285830	Hs	06/30/2011	
387712	C10orf134	chromosome 10 open reading frame 134	Hs	06/30/2011	
285834	HCG22	HLA complex group 22	Hs	06/30/2011	
285835	LOC285835	hypothetical protein LOC285835	Hs	06/30/2011	
727761	LOC727761	similar to Deoxythymidylate kinase (thymidylate kinase)	Hs	06/30/2011	
441956	LOC441956	similar to cDNA sequence BC021523	Hs	06/30/2011	
441955	ZNF834	zinc finger protein 834	Hs	06/30/2011	
727764	MAFIP	MAFF interacting protein	Hs	06/30/2011	
387718	C10orf122	chromosome 10 open reading frame 122	Hs	06/30/2011	
387885	LOC387885	coiled-coil domain-containing protein 42B	Hs	06/30/2011	
100129917	LOC100129917	hypothetical protein LOC100129917	Hs	06/30/2011	
440028	LOC440028	hypothetical gene supported by BC040853	Hs	06/30/2011	
440021	KRTAP5-2	keratin associated protein 5-2	Hs	06/30/2011	
440023	KRTAP5-6	keratin associated protein 5-6	Hs	06/30/2011	
440026	TMEM41B	transmembrane protein 41B	Hs	06/30/2011	
83468	GLT8D2	glycosyltransferase 8 domain containing 2	Hs	06/30/2011	
83460	TMEM93	transmembrane protein 93	Hs	06/30/2011	
83461	CDCA3	cell division cycle associated 3	Hs	06/30/2011	
100131672	RPL21P87	ribosomal protein L21 pseudogene 87	Hs	06/30/2011	
100033420	SNORD116-8	small nucleolar RNA, C/D box 116-8	Hs	06/30/2011	
100033421	SNORD116-9	small nucleolar RNA, C/D box 116-9	Hs	06/30/2011	
100033422	SNORD116-10	small nucleolar RNA, C/D box 116-10	Hs	06/30/2011	
100033423	SNORD116-11	small nucleolar RNA, C/D box 116-11	Hs	06/30/2011	
100033424	SNORD116-12	small nucleolar RNA, C/D box 116-12	Hs	06/30/2011	
100033425	SNORD116-13	small nucleolar RNA, C/D box 116-13	Hs	06/30/2011	
100033426	SNORD116-14	small nucleolar RNA, C/D box 116-14	Hs	06/30/2011	
100033427	SNORD116-15	small nucleolar RNA, C/D box 116-15	Hs	06/30/2011	
100033428	SNORD116-16	small nucleolar RNA, C/D box 116-16	Hs	06/30/2011	
100033429	SNORD116-17	small nucleolar RNA, C/D box 116-17	Hs	06/30/2011	
26782	SNORA66	small nucleolar RNA, H/ACA box 66	Hs	06/30/2011	
26525	IL1F5	interleukin 1 family, member 5 (delta)	Hs	06/30/2011	
26780	SNORA68	small nucleolar RNA, H/ACA box 68	Hs	06/30/2011	
26781	SNORA67	small nucleolar RNA, H/ACA box 67	Hs	06/30/2011	
326340	ZAR1	zygote arrest 1	Hs	06/30/2011	
326342	EMR4P	egf-like module containing, mucin-like, hormone receptor-like 4 pseudogene	Hs	06/30/2011	
326343	MT1DP	metallothionein 1D (pseudogene)	Hs	06/30/2011	
26786	SNORD62A	small nucleolar RNA, C/D box 62A	Hs	06/30/2011	
26787	SNORD61	small nucleolar RNA, C/D box 61	Hs	06/30/2011	
26784	SNORA64	small nucleolar RNA, H/ACA box 64	Hs	06/30/2011	
81628	TSC22D4	TSC22 domain family, member 4	Hs	06/30/2011	
2262	GPC5	glypican 5	Hs	06/30/2011	
2263	FGFR2	fibroblast growth factor receptor 2	Hs	06/30/2011	
81620	CDT1	Chromatin licensing and DNA replication factor 1	Hs	06/30/2011	
124912	SPACA3	sperm acrosome associated 3	Hs	06/30/2011	
2266	FGG	fibrinogen gamma chain	Hs	06/30/2011	
2267	FGL1	fibrinogen-like 1	Hs	06/30/2011	
2264	FGFR4	fibroblast growth factor receptor 4	Hs	06/30/2011	
653450	FAM21D	family with sequence similarity 21, member D	Hs	06/30/2011	
4282	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Hs	06/30/2011	
4283	CXCL9	chemokine (C-X-C motif) ligand 9	Hs	06/30/2011	
4281	MID1	midline 1 (Opitz/BBB syndrome)	Hs	06/30/2011	
4286	MITF	microphthalmia-associated transcription factor	Hs	06/30/2011	
4287	ATXN3	ataxin 3	Hs	06/30/2011	
4284	MIP	major intrinsic protein of lens fiber	Hs	06/30/2011	
4285	MIPEP	mitochondrial intermediate peptidase	Hs	06/30/2011	
4288	MKI67	antigen identified by monoclonal antibody Ki-67	Hs	06/30/2011	
4289	MKLN1	muskelin 1, intracellular mediator containing kelch motifs	Hs	06/30/2011	
342865	VSTM2B	V-set and transmembrane domain containing 2B	Hs	06/30/2011	
79144	C20orf149	chromosome 20 open reading frame 149	Hs	06/30/2011	
205428	C3orf58	Chromosome 3 open reading frame 58	Hs	06/30/2011	
400359	C15orf53	chromosome 15 open reading frame 53	Hs	06/30/2011	
554174	LOC554174	hypothetical LOC554174	Hs	06/30/2011	
554175	DNM1P33	DNM1 pseudogene 33	Hs	06/30/2011	
4758	NEU1	sialidase 1 (lysosomal sialidase)	Hs	06/30/2011	
4759	NEU2	sialidase 2 (cytosolic sialidase)	Hs	06/30/2011	
201140	DHRS7C	dehydrogenase/reductase (SDR family) member 7C	Hs	06/30/2011	
4750	NEK1	NIMA (never in mitosis gene a)-related kinase 1	Hs	06/30/2011	
4751	NEK2	NIMA (never in mitosis gene a)-related kinase 2	Hs	06/30/2011	
4752	NEK3	NIMA (never in mitosis gene a)-related kinase 3	Hs	06/30/2011	
4753	NELL2	NEL-like 2 (chicken)	Hs	06/30/2011	
4756	NEO1	Neogenin homolog 1 (chicken)	Hs	06/30/2011	
170463	SSBP4	single stranded DNA binding protein 4	Hs	06/30/2011	
730834	LOC730834	similar to hCG1821160	Hs	06/30/2011	
122945	C14orf148	chromosome 14 open reading frame 148	Hs	06/30/2011	
120892	LRRK2	leucine-rich repeat kinase 2	Hs	06/30/2011	
80173	IFT74	intraflagellar transport 74 homolog (Chlamydomonas)	Hs	06/30/2011	
128637	TBC1D20	TBC1 domain family, member 20	Hs	06/30/2011	
80174	DBF4B	DBF4 homolog B (S. cerevisiae)	Hs	06/30/2011	
80177	MYCT1	myc target 1	Hs	06/30/2011	
80176	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	Hs	06/30/2011	
80179	MYO19	myosin XIX	Hs	06/30/2011	
80178	C16orf59	chromosome 16 open reading frame 59	Hs	06/30/2011	
6194	RPS6	ribosomal protein S6	Hs	06/30/2011	
6195	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	Hs	06/30/2011	
6196	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	Hs	06/30/2011	
6197	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	Hs	06/30/2011	
6191	RPS4X	ribosomal protein S4, X-linked	Hs	06/30/2011	
6192	RPS4Y1	ribosomal protein S4, Y-linked 1	Hs	06/30/2011	
6193	RPS5	ribosomal protein S5	Hs	06/30/2011	
140453	MUC17	mucin 17, cell surface associated	Hs	06/30/2011	
6198	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	Hs	06/30/2011	
